who_term,best_abpath_match,score,bucket,source,note
Cyto_SoftTissue::Malignant::Myxoid::Chordoma,Cyto_Bone::Malignant::Chordoma,76,rejected,who,
Cyto_SoftTissue::Malignant::Myxoid::Extraskeletal_Myxoid_Chondrosarcoma,Cyto_Derm::Malignant::Extraskeletal_Myxoid_Chondrosarcoma,84,review,who,
Cyto_SoftTissue::Malignant::Myxoid::Myxofibrosarcoma,Cyto_Derm::Malignant::Myxoid_Liposarcoma,74,rejected,who,
Cyto_SoftTissue::Malignant::Myxoid::Myxoid_Liposarcoma,Cyto_Derm::Malignant::Myxoid_Liposarcoma,79,rejected,who,
Cyto_SoftTissue::Malignant::Myxoid::Myxoinflammatory_Fibroblastic_Sarcoma,Cyto_Breast::Malignant::Carcinoma::Inflammatory_Carcinoma,66,rejected,who,
Cyto_SoftTissue::Malignant::Pleomorphic::Intimal_Sarcoma,Cyto_Derm::Malignant::Pleomorphic_Liposarcoma,75,rejected,who,
Cyto_SoftTissue::Malignant::Pleomorphic::Pleomorphic_Rhabdomyosarcoma,Cyto_Breast::Malignant::Sarcoma::Rhabdomyosarcoma,68,rejected,who,
Cyto_SoftTissue::Malignant::Pleomorphic::Undifferentiated_Pleomorphic_Sarcoma,Cyto_Derm::Malignant::Undifferentiated_Pleomorphic_Sarcoma,81,review,who,
Cyto_SoftTissue::Malignant::Round_Cell::Alveolar_Rhabdomyosarcoma,Cyto_Breast::Malignant::Sarcoma::Rhabdomyosarcoma,70,rejected,who,
Cyto_SoftTissue::Malignant::Round_Cell::CIC_Rearranged_Sarcoma,Cyto_Fluids::Malignant::Germ_Cell::Choriocarcinoma,64,rejected,who,
Cyto_SoftTissue::Malignant::Round_Cell::Desmoplastic_Small_Round_Cell_Tumour,Cyto_Fluids::Malignant::Germ_Cell::Yolk_Sac_Tumor,62,rejected,who,
Cyto_SoftTissue::Malignant::Round_Cell::Embryonal_Rhabdomyosarcoma,Cyto_Fluids::Malignant::Germ_Cell::Embryonal_Carcinoma,72,rejected,who,
Cyto_SoftTissue::Malignant::Round_Cell::Ewing_Sarcoma,Cyto_Fluids::Malignant::Sarcoma::Ewing_Sarcoma,73,rejected,who,
Cyto_SoftTissue::Malignant::Round_Cell::Neuroblastic_Tumours,Cyto_Fluids::Malignant::Germ_Cell::Yolk_Sac_Tumor,68,rejected,who,
Cyto_SoftTissue::Malignant::Round_Cell::Sarcoma_With_BCOR_Genetic_Alterations,Cyto_Bone::Malignant::Osteosarcoma_Conventional,61,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Angiosarcoma,Cyto_Breast::Malignant::Sarcoma::Angiosarcoma,73,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Gastrointestinal_Stromal_Tumour,Cyto_GI_Tract::Esophagus::Malignant::Gastrointestinal_Stromal_Tumor_GIST,70,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Infantile_Fibrosarcoma,Cyto_Breast::Malignant::Sarcoma::Angiosarcoma,64,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Kaposi_Sarcoma,Cyto_Derm::Malignant::Kaposi_Sarcoma,72,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Leiomyosarcoma,Cyto_Breast::Malignant::Sarcoma::Leiomyosarcoma,74,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Low_Grade_Fibromyxoid_Sarcoma,Cyto_Breast::Malignant::Sarcoma::Leiomyosarcoma,64,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Malignant_Melanotic_Nerve_Sheath_Tumour,Cyto_Derm::Malignant::Malignant_Peripheral_Nerve_Sheath_Tumor_MPNST,68,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Spindle_Cell_Sclerosing_Rhabdomyosarcoma,Cyto_Breast::Malignant::Sarcoma::Rhabdomyosarcoma,61,rejected,who,
Cyto_SoftTissue::Malignant::Spindle_Cell::Synovial_Sarcoma,Cyto_Derm::Malignant::Synovial_Sarcoma,73,rejected,who,
Cyto_SoftTissue::Mismatched_Tag::Entity_Not_Found_As_Leaf,Cyto_Breast::Pattern::Small_Cohesive_Fragments_Bipolar_Nuclei,49,rejected,who,
Cyto_SoftTissue::STNUMP::STNUMP_Category_Definition_And_Criteria,Cyto_Breast::Inflammatory::Radiation_Changes,50,rejected,who,
Cyto_SoftTissue::STNUMP::Spindle_Cell::Angiomatoid_Fibrous_Histiocytoma,Cyto_Derm::Benign::Dermatofibroma_Benign_Fibrous_Histiocytoma,59,rejected,who,
Cyto_SoftTissue::STNUMP::Spindle_Cell::Dermatofibrosarcoma_Protuberans,Cyto_Derm::Malignant::Dermatofibrosarcoma_Protuberans_DFSP,66,rejected,who,
Cyto_SoftTissue::STNUMP::Spindle_Cell::Inflammatory_Myofibroblastic_Tumour,Cyto_Breast::Benign::Neoplasm::Inflammatory_Myofibroblastic_Tumor,71,rejected,who,
Cyto_SoftTissue::STNUMP::Spindle_Cell::Myoepithelial_Neoplasms,Cyto_GI_Tract::Stomach::Benign_Reactive::Epithelial_Repair,58,rejected,who,
Cyto_SoftTissue::STNUMP::Spindle_Cell::PEComa,Cyto_Derm::Benign::Spindle_Cell_Pleomorphic_Lipoma,61,rejected,who,
Cyto_SoftTissue::STNUMP::Spindle_Cell::Solitary_Fibrous_Tumour,Cyto_Fluids::Malignant::CNS::Solitary_Fibrous_Tumor_Hemangiopericytoma,55,rejected,who,
Cyto_SoftTissue::Suspicious::Suspicious_Category_Definition_And_Criteria,Cyto_Breast::Category::Suspicious_For_Malignancy,53,rejected,who,
ENDO::Adrenal::Adenomatoid_tumor,Endo::Syndromes::Other::Neurofibromatosis_Type_1,52,rejected,who,
ENDO::Adrenal::Adrenal_cysts,Endo::Adrenal::Congenital_Structural::Cyst::Adrenal_Cyst,64,rejected,who,
ENDO::Adrenal::Adrenal_melanoma,Endo::Adrenal::Neoplastic::Melanocytic::Malignant::Primary_Adrenal_Melanoma,58,rejected,who,
ENDO::Adrenal::Adrenal_myelolipoma,Endo::Adrenal::Neoplastic::Mesenchymal::Benign::Myelolipoma,67,rejected,who,
ENDO::Adrenal::Adrenal_rests,Endo::Adrenal::Congenital_Structural::Cyst::Adrenal_Cyst,60,rejected,who,
ENDO::Adrenal::Adrenal_sex_cord_stromal_tumor,Endo::Adrenal::Nonneoplastic::Reactive::Adrenal_Cytomegaly,56,rejected,who,
ENDO::Adrenal::Ganglioneuroblastoma_intermixed,Endo::Adrenal::Neoplastic::Neuroendocrine::Malignant::Ganglioneuroblastoma,58,rejected,who,
ENDO::Adrenal::Ganglioneuroblastoma_nodular,Endo::Adrenal::Neoplastic::Neuroendocrine::Malignant::Ganglioneuroblastoma,60,rejected,who,
ENDO::Adrenal::Ganglioneuroma,Endo::Adrenal::Neoplastic::Neuroendocrine::Malignant::Ganglioneuroblastoma,56,rejected,who,
ENDO::GENETICS::Glucagon_cell_hyperplasia_and_neoplasia,Endo::Pancreas::Nonneoplastic::Hyperplasia::Glucagon_Cell_Hyperplasia,65,rejected,who,
ENDO::GENETICS::MAFA_related_familial_insulinomatosis,Endo::Syndromes::Parathyroid::Familial_Isolated_Hyperparathyroidism,53,rejected,who,
ENDO::GENETICS::Multiple_endocrine_neoplasia_type_4,Endo::Syndromes::MEN::Multiple_Endocrine_Neoplasia_Type_4,83,review,who,
ENDO::GENETICS::Non_syndromic_familial_follicular_cell_derived_Thyroid,Endo::Syndromes::Parathyroid::Familial_Isolated_Hyperparathyroidism,53,rejected,who,
ENDO::Germ_Cell_Tumors::Germ_cell_tumors_in_endocrine_organs,Endo::Syndromes::MEN::Multiple_Endocrine_Neoplasia_Type_1,46,rejected,who,
ENDO::Germ_Cell_Tumors::Teratomas_with_endocrine_differentiation,Endo::Adrenal::Neoplastic::Neuroendocrine::Malignant::Neuroblastoma,46,rejected,who,
ENDO::HEME::Erdheim_Chester_disease,Endo::Thyroid::Inflammatory::Autoimmune::Graves_Disease,49,rejected,who,
ENDO::HEME::Extranodal_marginal_zone_lymphoma_of_mucosa_associated_lymphoid_tissue,Endo::Thyroid::Inflammatory::Chronic_Lymphocytic::Hashimoto_Thyroiditis,46,rejected,who,
ENDO::HEME::Follicular_dendritic_cell_sarcoma,Endo::Thyroid::Neoplastic::Hematolymphoid::Malignant::Follicular_Dendritic_Cell_Sarcoma,67,rejected,who,
ENDO::HEME::IgG4_related_disease,Endo::Thyroid::Inflammatory::Fibrosing::IgG4_Related_Thyroid_Disease,60,rejected,who,
ENDO::HEME::Rosai_Dorfman_disease,Endo::Syndromes::Thyroid::DICER1_Syndrome,49,rejected,who,
ENDO::Mesenchymal::Fibrous::Solitary_fibrous_tumor,Endo::Thyroid::Neoplastic::Mesenchymal::Benign::Solitary_Fibrous_Tumor,73,rejected,who,
ENDO::Mesenchymal::Lipocytic::Lipoma,Endo::Adrenal::Neoplastic::Mesenchymal::Benign::Myelolipoma,59,rejected,who,
ENDO::Mesenchymal::Peripheral_Nerve::Granular_cell_tumor,Endo::Thyroid::Neoplastic::Mesenchymal::Benign::Peripheral_Nerve_Sheath_Tumor,63,rejected,who,
ENDO::Mesenchymal::Peripheral_Nerve::Malignant_peripheral_nerve_sheath_tumor,Endo::Thyroid::Neoplastic::Mesenchymal::Benign::Peripheral_Nerve_Sheath_Tumor,69,rejected,who,
ENDO::Mesenchymal::Peripheral_Nerve::Neurofibroma,Endo::Thyroid::Neoplastic::Mesenchymal::Benign::Peripheral_Nerve_Sheath_Tumor,60,rejected,who,
ENDO::Mesenchymal::Peripheral_Nerve::Schwannoma,Endo::Thyroid::Neoplastic::Mesenchymal::Benign::Peripheral_Nerve_Sheath_Tumor,63,rejected,who,
ENDO::Mesenchymal::Skeletal_Muscle::Rhabdomyosarcomas,Endo::Thyroid::Neoplastic::Mesenchymal::Malignant::Angiosarcoma,55,rejected,who,
ENDO::Mesenchymal::Smooth_Muscle::Leiomyoma,Endo::Thyroid::Neoplastic::Mesenchymal::Benign::Leiomyoma,62,rejected,who,
ENDO::Mesenchymal::Vascular::Benign_vascular_tumors,Endo::Thyroid::Neoplastic::Mesenchymal::Benign::Solitary_Fibrous_Tumor,58,rejected,who,
ENDO::Mesenchymal::Vascular::Glomangioma_and_glomus_tumor,Endo::Thyroid::Neoplastic::Mesenchymal::Malignant::Angiosarcoma,52,rejected,who,
ENDO::Mesenchymal::Vascular::PEComa,Endo::Thyroid::Neoplastic::Mesenchymal::Malignant::Primary_Ewing_Sarcoma,56,rejected,who,
ENDO::Metastasis::Metastasis_to_the_adrenal_gland,Endo::Adrenal::Neoplastic::Metastatic::Metastasis_To_Adrenal,68,rejected,who,
ENDO::Metastasis::Metastasis_to_the_pituitary_gland,Endo::Pituitary::Neoplastic::Metastatic::Metastasis_To_Pituitary,68,rejected,who,
ENDO::Metastasis::Metastasis_to_the_thyroid_gland,Endo::Thyroid::Neoplastic::Metastatic::Metastasis_To_Thyroid,68,rejected,who,
ENDO::Pancreatic::Mixed_NEN::Mixed_acinar_neuroendocrine_carcinoma,Endo::Pancreas::Neoplastic::Neuroendocrine::Benign::Insulinoma,58,rejected,who,
ENDO::Pancreatic::Mixed_NEN::Mixed_ductal_adenocarcinoma_neuroendocrine_neoplasms,Endo::Pancreas::Neoplastic::Neuroendocrine::Malignant::Pancreatic_Neuroendocrine_Tumor_PanNET,54,rejected,who,
ENDO::Pancreatic::NEN_Neoplasms::NEN_Tumors::Gastrinoma,Endo::Pancreas::Neoplastic::Neuroendocrine::Benign::Insulinoma,60,rejected,who,
ENDO::Pancreatic::NEN_Neoplasms::NEN_Tumors::Glucagonoma,Endo::Pancreas::Nonneoplastic::Hyperplasia::Glucagon_Cell_Hyperplasia,64,rejected,who,
ENDO::Pancreatic::NEN_Neoplasms::NEN_Tumors::Other_pancreatic_neuroendocrine_tumors_with_ectopic_hormone_production,Endo::Pancreas::Neoplastic::Neuroendocrine::Malignant::Pancreatic_Neuroendocrine_Tumor_PanNET,63,rejected,who,
ENDO::Pancreatic::NEN_Neoplasms::NEN_Tumors::Serotonin_producing_tumors_with_and_without_carcinoid_syndrome,Endo::Paraneoplastic::Syndrome::Ectopic_Paraneoplastic_Syndromes,49,rejected,who,
ENDO::Pancreatic::NEN_Neoplasms::NEN_Tumors::Somatostatinoma,Endo::Pancreas::Neoplastic::Neuroendocrine::Benign::Insulinoma,57,rejected,who,
ENDO::Pancreatic::NEN_Neoplasms::NEN_Tumors::VIPoma,Endo::Pancreas::Neoplastic::Neuroendocrine::Benign::Insulinoma,58,rejected,who,
ENDO::Parathyroid::Parathyroid_lipoadenoma,Endo::Parathyroid::Neoplastic::Epithelial::Benign::Parathyroid_Lipoadenoma,72,rejected,who,
ENDO::Pituitary::Other_Sellar::Chordoma,Endo::Pituitary::Neoplastic::Epithelial::Benign::Papillary_Craniopharyngioma,56,rejected,who,
ENDO::Pituitary::Other_Sellar::Meningiomas,Endo::Pituitary::Neoplastic::Glial::Benign::Pituicytoma,62,rejected,who,
ENDO::Pituitary::PitNETs::Multiple_PitNETs::Multiple_synchronous_PitNETs_adenomas_of_distinct_lineages,Endo::Pituitary::Neoplastic::Neuroendocrine::Benign::Lactotroph_PitNET_Adenoma,46,rejected,who,
ENDO::Pituitary::PitNETs::No_Lineage::Null_cell_PitNET_adenoma,Endo::Pituitary::Neoplastic::Neuroendocrine::Benign::Lactotroph_PitNET_Adenoma,67,rejected,who,
ENDO::Pituitary::PitNETs::No_Lineage::Plurihormonal_PitNET_adenoma,Endo::Pituitary::Neoplastic::Neuroendocrine::Benign::Plurihormonal_PitNET_Adenoma,79,rejected,who,
ENDO::Pituitary::PitNETs::PIT1_Lineage::Acidophil_stem_cell_PitNET_adenoma,Endo::Pituitary::Neoplastic::Neuroendocrine::Benign::Lactotroph_PitNET_Adenoma,62,rejected,who,
ENDO::Pituitary::PitNETs::PIT1_Lineage::Immature_PIT1_lineage_PitNET_adenoma,Endo::Pituitary::Neoplastic::Neuroendocrine::Benign::Somatotroph_PitNET_Adenoma,62,rejected,who,
ENDO::Pituitary::PitNETs::PIT1_Lineage::Mammosomatotroph_PitNET_adenoma,Endo::Pituitary::Neoplastic::Neuroendocrine::Benign::Somatotroph_PitNET_Adenoma,71,rejected,who,
ENDO::Pituitary::PitNETs::PIT1_Lineage::Thyrotroph_PitNET_adenoma,Endo::Pituitary::Neoplastic::Neuroendocrine::Benign::Thyrotroph_PitNET_Adenoma,74,rejected,who,
ENDO::Pituitary::Posterior_Tumors::Neuronal_Tumors::Gangliocytoma_and_mixed_gangliocytoma_PitNET_adenoma,Endo::Pituitary::Neoplastic::Neuroendocrine::Benign::Somatotroph_PitNET_Adenoma,60,rejected,who,
ENDO::Thymus::Spindle_epithelial_tumor_with_thymus_like_elements,Endo::Thyroid::Neoplastic::Epithelial::Malignant::Spindle_Epithelial_Tumor_Thymus_Like_SETTLE,66,rejected,who,
ENDO::Thymus::Thymoma,Endo::Syndromes::Other::Carney_Complex,54,rejected,who,
ENDO::Thyroid::Developmental::Thyroglossal_duct_cyst,Endo::Thyroid::Congenital_Structural::Cyst::Thyroglossal_Duct_Cyst,76,rejected,who,
ENDO::Thyroid::Embryonal_Tumors::Thyroblastoma,Endo::Thyroid::Congenital_Structural::Cyst::Thyroglossal_Duct_Cyst,62,rejected,who,
ENDO::Thyroid::Follicular_Tumors::Benign::Follicular_thyroid_adenoma_with_papillary_architecture,Endo::Thyroid::Neoplastic::Epithelial::Benign::Follicular_Adenoma,60,rejected,who,
ENDO::Thyroid::Mixed_Carcinomas::Mixed_medullary_and_follicular_cell_derived_thyroid_carcinoma,Endo::Thyroid::Neoplastic::Epithelial::Malignant::Follicular_Thyroid_Carcinoma,62,rejected,who,
ENDO::Thyroid::Salivary_Carcinoma::Mucoepidermoid_carcinoma,Endo::Thyroid::Neoplastic::Epithelial::Malignant::Mucoepidermoid_Carcinoma,71,rejected,who,
ENDO::Thyroid::Salivary_Carcinoma::Secretory_carcinoma,Endo::Thyroid::Neoplastic::Epithelial::Malignant::Secretory_Carcinoma,68,rejected,who,
ENDO::Thyroid::Uncertain_Histogenesis::Sclerosing_mucoepidermoid_carcinoma_with_eosinophilia,Endo::Thyroid::Neoplastic::Epithelial::Malignant::Sclerosing_Mucoepidermoid_Carcinoma_With_Eosinophilia,79,rejected,who,
EYE::Bone::Chondrogenic::Mesenchymal_Chondrosarcoma,Eye_Orbit::Bone::Chondrogenic::Mesenchymal_Chondrosarcoma,94,accepted,who,
EYE::Bone::Chondrogenic::Soft_Tissue_Chondroma,Eye_Orbit::Bone::Chondrogenic::Soft_Tissue_Chondroma,94,accepted,who,
EYE::Bone::Fibrous::Fibrous_Dysplasia,Eye_Orbit::Bone::Fibrous_Fibroblastic::Fibrous_Dysplasia,80,review,who,
EYE::Bone::Giant_Cell::Aneurysmal_Bone_Cyst,Eye_Orbit::Bone::Osteoclast_Rich::Aneurysmal_Bone_Cyst,76,rejected,who,
EYE::Bone::Giant_Cell::Giant_Cell_Tumor_of_Bone,Eye_Orbit::Bone::Osteoclast_Rich::Giant_Cell_Tumor_Of_Bone,78,rejected,who,
EYE::Bone::Osteogenic::Osteoblastoma,Eye_Orbit::Bone::Osteogenic::Osteoblastoma,92,accepted,who,
EYE::Bone::Osteogenic::Osteoma,Eye_Orbit::Bone::Osteogenic::Osteoma,91,accepted,who,
EYE::Bone::Osteogenic::Osteosarcoma,Eye_Orbit::Bone::Osteogenic::Osteosarcoma,92,accepted,who,
EYE::Bone::Other::Ewing_Sarcoma,Eye_Orbit::Bone::Other::Ewing_Sarcoma,91,accepted,who,
EYE::Bone::Vascular::Angiosarcoma_of_Bone,Eye_Orbit::Bone::Vascular::Angiosarcoma_Of_Bone,93,accepted,who,
EYE::Bone::Vascular::Epithelioid_Hemangioendothelioma,Eye_Orbit::Bone::Vascular::Epithelioid_Hemangioendothelioma,95,accepted,who,
EYE::Bone::Vascular::Hemangioma_of_Bone,Eye_Orbit::Bone::Vascular::Hemangioma_Of_Bone,93,accepted,who,
EYE::Conj::Benign::Conjunctival_Oncocytoma,Eye_Orbit::Conjunctiva::Epithelial_Tumors::Benign::Oncocytoma,60,rejected,who,
EYE::Conj::Benign::Conjunctival_Squamous_Cell_Papilloma,Eye_Orbit::Conjunctiva::Epithelial_Tumors::Benign::Squamous_Cell_Papilloma,68,rejected,who,
EYE::Conj::Benign::Hereditary_Benign_Intraepithelial_Dyskeratosis,Eye_Orbit::Conjunctiva::Epithelial_Tumors::Benign::Hereditary_Benign_Intraepithelial_Dyskeratosis,80,review,who,
EYE::Conj::Malignant::Adenosquamous_Carcinoma,Eye_Orbit::Conjunctiva::Epithelial_Tumors::Premalignant_Malignant::Adenosquamous_Carcinoma,67,rejected,who,
EYE::Conj::Melanocytic::Benign::Blue_Nevus_of_the_Conjunctiva,Eye_Orbit::Conjunctiva::Melanocytic_Tumors::Benign::Blue_Nevus,68,rejected,who,
EYE::Conj::Melanocytic::Benign::Combined_Nevus,Eye_Orbit::Conjunctiva::Melanocytic_Tumors::Benign::Combined_Nevus,82,review,who,
EYE::Conj::Melanocytic::Benign::Inflamed_Juvenile_Conjunctival_Nevus,Eye_Orbit::Conjunctiva::Melanocytic_Tumors::Benign::Inflamed_Juvenile_Conjunctival_Nevus,87,review,who,
EYE::Conj::Melanocytic::Benign::WNT_activated_Deep_Penetrating_plexiform_Melanocytoma_nevus,Eye_Orbit::Conjunctiva::Melanocytic_Tumors::Benign::WNT_Activated_Deep_Penetrating_Plexiform_Melanocytoma,87,review,who,
EYE::Conj::Melanocytic::Benign:_Melanosis_of_the_Conjunctiva,Eye_Orbit::Conjunctiva::Melanocytic_Tumors::Benign::Inflamed_Juvenile_Conjunctival_Nevus,64,rejected,who,
EYE::Conj::Melanocytic::Malignant::Conjunctival_Melanocytic_Intraepithelial_Lesions,Eye_Orbit::Conjunctiva::Melanocytic_Tumors::Benign::Conjunctival_Nevus::Subepithelial_Nevus,64,rejected,who,
EYE::Conj::Tumor_like::Choristoma::Epibulbar_Choristoma_dermoid_dermolipoma_complex_choristoma,Eye_Orbit::Conjunctiva::Choristoma::Epibulbar_Choristoma::Complex_Choristoma,74,rejected,who,
EYE::Conj::Tumor_like::Choristoma::Epibulbar_Osseous_Choristoma,Eye_Orbit::Conjunctiva::Choristoma::Epibulbar_Osseous_Choristoma,83,review,who,
EYE::Conj::Tumor_like::Cyst::Epithelial_Conjunctival_Inclusion_Cyst,Eye_Orbit::Conjunctiva::Cysts::Epithelial_Conjunctival_Inclusion_Cyst,84,review,who,
EYE::Conj::Tumor_like::Reactive::Pterygium_and_Pingueculum,Eye_Orbit::Conjunctiva::Reactive_Epithelial_Degenerative::Pingueculum,54,rejected,who,
EYE::Conj::Tumor_like::Reactive::Reactive_Epithelial_Hyperplasia_of_the_Conjunctiva,Eye_Orbit::Conjunctiva::Reactive_Epithelial_Degenerative::Papillary_Conjunctivitis,63,rejected,who,
EYE::Eyelid::Adnexal::Benign::Ductal_Hidrocystoma,Eye_Orbit::Eyelid_Adnexal::Benign::Ductal_Hidrocystoma,91,accepted,who,
EYE::Eyelid::Adnexal::Benign::Mixed_Tumor,Eye_Orbit::Eyelid_Adnexal::Benign::Mixed_Tumor,90,accepted,who,
EYE::Eyelid::Adnexal::Benign::Pilomatricoma,Eye_Orbit::Eyelid_Adnexal::Benign::Pilomatricoma,90,accepted,who,
EYE::Eyelid::Adnexal::Benign::Sebaceous_Hyperplasia_Adenoma_and_Sebaceoma,Eye_Orbit::Eyelid_Adnexal::Benign::Sebaceous_Hyperplasia,76,rejected,who,
EYE::Eyelid::Adnexal::Benign::Syringocystadenoma_Papilliferum,Eye_Orbit::Eyelid_Adnexal::Benign::Syringocystadenoma_Papilliferum,93,accepted,who,
EYE::Eyelid::Adnexal::Benign::Syringoma,Eye_Orbit::Eyelid_Adnexal::Benign::Syringoma,89,review,who,
EYE::Eyelid::Adnexal::Benign::Tubular_Adenoma,Eye_Orbit::Eyelid_Adnexal::Benign::Tubular_Adenoma,91,accepted,who,
EYE::Eyelid::Adnexal::Malignant::Apocrine_Carcinoma,Eye_Orbit::Eyelid_Adnexal::Malignant::Apocrine_Carcinoma,92,accepted,who,
EYE::Eyelid::Adnexal::Malignant::Endocrine_Mucin_producing_Sweat_Gland_Carcinoma,Eye_Orbit::Eyelid_Adnexal::Malignant::Endocrine_Mucin_Producing_Sweat_Gland_Carcinoma,95,accepted,who,
EYE::Eyelid::Adnexal::Malignant::Microcystic_Adnexal_Carcinoma,Eye_Orbit::Eyelid_Adnexal::Malignant::Microcystic_Adnexal_Carcinoma,93,accepted,who,
EYE::Eyelid::Adnexal::Malignant::Mucinous_Carcinoma,Eye_Orbit::Eyelid_Adnexal::Malignant::Mucinous_Carcinoma,92,accepted,who,
EYE::Eyelid::Adnexal::Malignant::Sebaceous_Carcinoma,Eye_Orbit::Eyelid_Adnexal::Malignant::Sebaceous_Carcinoma,92,accepted,who,
EYE::Eyelid::Adnexal::Malignant::Signet_ring_Cell_histiocytoid_Carcinoma,Eye_Orbit::Eyelid_Adnexal::Malignant::Signet_Ring_Cell_Histiocytoid_Carcinoma,94,accepted,who,
EYE::Eyelid::Benign_Premalignant::Actinic_Keratosis,Eye_Orbit::Eyelid_Epithelial::Benign_Premalignant::Actinic_Keratosis,86,review,who,
EYE::Eyelid::Benign_Premalignant::Inverted_Follicular_Keratosis,Eye_Orbit::Eyelid_Epithelial::Benign_Premalignant::Inverted_Follicular_Keratosis,88,review,who,
EYE::Eyelid::Benign_Premalignant::Molluscum_Contagiosum,Eye_Orbit::Eyelid_Epithelial::Benign_Premalignant::Molluscum_Contagiosum,87,review,who,
EYE::Eyelid::Benign_Premalignant::Seborrheic_Keratosis,Eye_Orbit::Eyelid_Epithelial::Benign_Premalignant::Seborrheic_Keratosis,86,review,who,
EYE::Eyelid::Benign_Premalignant::Squamous_Cell_Papilloma,Eye_Orbit::Eyelid_Epithelial::Benign_Premalignant::Squamous_Cell_Papilloma,87,review,who,
EYE::Eyelid::Benign_Premalignant::Verruca_Vulgaris,Eye_Orbit::Eyelid_Epithelial::Benign_Premalignant::Verruca_Vulgaris,85,review,who,
EYE::Eyelid::Malignant::Basal_Cell_Carcinoma,Eye_Orbit::Eyelid_Epithelial::Malignant::Basal_Cell_Carcinoma,84,review,who,
EYE::Eyelid::Malignant::Merkel_Cell_Carcinoma,Eye_Orbit::Eyelid_Epithelial::Malignant::Merkel_Cell_Carcinoma,84,review,who,
EYE::Eyelid::Melanocytic::Benign_Premalignant::In_situ_Cutaneous_Melanoma,Eye_Orbit::Eyelid::Melanocytic_Tumors::Benign_Premalignant::In_Situ_Cutaneous_Melanoma,92,accepted,who,
EYE::Eyelid::Melanocytic::Benign_Premalignant::Nevi_of_the_Eyelid,Eye_Orbit::Eyelid::Melanocytic_Tumors::Benign_Premalignant::Nevus,77,rejected,who,
EYE::Eyelid::Melanocytic::Benign_Premalignant::Spitz_Nevus,Eye_Orbit::Eyelid::Melanocytic_Tumors::Benign_Premalignant::Spitz_Nevus,90,accepted,who,
EYE::Eyelid::Tumor_like::Choristoma::Phakomatous_Choristoma,Eye_Orbit::Eyelid::Choristoma::Phakomatous_Choristoma,84,review,who,
EYE::Eyelid::Tumor_like::Cyst::Epidermal_Inclusion_Cyst,Eye_Orbit::Eyelid_Cysts::Epidermal_Inclusion_Cyst,81,review,who,
EYE::Eyelid::Tumor_like::Cyst::Intratarsal_Cyst,Eye_Orbit::Eyelid_Cysts::Intratarsal_Cyst,77,rejected,who,
EYE::GENETICS::BAP1_Tumor_Predisposition_Syndrome,Eye_Orbit::Genetics::BAP1_Tumor_Predisposition_Syndrome,94,accepted,who,
EYE::GENETICS::Goldenhar_Syndrome,Eye_Orbit::Genetics::Goldenhar_Syndrome,92,accepted,who,
EYE::GENETICS::Neurofibromatosis_Type_1_NF1,Eye_Orbit::Genetics::Neurofibromatosis_Type_1,89,review,who,
EYE::GENETICS::Retinoblastoma_Syndrome,Eye_Orbit::Genetics::Retinoblastoma_Syndrome,93,accepted,who,
EYE::GENETICS::Von_Hippel_Lindau_Syndrome,Eye_Orbit::Genetics::Von_Hippel_Lindau_Syndrome,93,accepted,who,
EYE::HEME::Histiocytic_Dendritic::Histiocytic::Erdheim_Chester_Disease,Eye_Orbit::Hematolymphoid::Histiocytic_Dendritic::Erdheim_Chester_Disease,78,rejected,who,
EYE::HEME::Histiocytic_Dendritic::Histiocytic::Rosai_Dorfman_Disease,Eye_Orbit::Hematolymphoid::Histiocytic_Dendritic::Rosai_Dorfman_Disease,78,rejected,who,
EYE::HEME::Histiocytic_Dendritic::Langerhans::Xanthelasma,Eye_Orbit::Hematolymphoid::Histiocytic_Dendritic::Xanthelasma,75,rejected,who,
EYE::HEME::Intraocular_Lymphoid::Primary_Choroidal_Lymphoma,Eye_Orbit::Hematolymphoid::Lymphoma::Intraocular::Primary_Choroidal_Lymphoma,73,rejected,who,
EYE::HEME::Myeloid::Extramedullary_Myeloid_Sarcoma,Eye_Orbit::Hematolymphoid::Myeloid::Extramedullary_Myeloid_Sarcoma,84,review,who,
EYE::HEME::OAL::B_Cell_Lymphoma::Mantle_Cell_Lymphoma,Eye_Orbit::Hematolymphoid::Lymphoma::Ocular_Adnexa::B_Cell::Mantle_Cell_Lymphoma,63,rejected,who,
EYE::HEME::OAL::B_Cell_Lymphoma::Plasmacytoma,Eye_Orbit::Hematolymphoid::Lymphoma::Ocular_Adnexa::B_Cell::Plasmacytoma,58,rejected,who,
EYE::HEME::OAL::T_NK_Cell_Lymphoma::CD30_Positive_Lymphoproliferative_Disorders,Eye_Orbit::Hematolymphoid::Lymphoma::Ocular_Adnexa::T_NK::CD30_Positive_Lymphoproliferative_Disorder,69,rejected,who,
