who_term,best_abpath_match,score,bucket,source,note
GU::Testis::Germ_Cell::Specific_Intratubular_Neoplasia,GU::Testis::Germ_Cell_Tumors::Germ_Cell_Neoplasia_In_Situ,65,rejected,who,
GU::Testis::Germ_Cell::Teratoma_Prepubertal,GU::Testis::Germ_Cell_Tumors::Teratoma_Prepubertal_Type,88,review,who,
GU::Testis::Germ_Cell::Teratoma_with_Somatic_Malignancy,GU::Testis::Germ_Cell_Tumors::Teratoma_with_Somatic_Type_Malignancy,90,accepted,who,
GU::Testis::Germ_Cell::Yolk_Sac_Tumor_Prepubertal,GU::Testis::Germ_Cell_Tumors::Yolk_Sac_Tumor_Prepubertal_Type,89,review,who,
GU::Testis::Sex_Cord_Stromal::Adult_Granulosa_Cell_Tumor,GU::Testis::Sex_Cord_Stromal_Tumors::Adult_Granulosa_Cell_Tumor,94,accepted,who,
GU::Testis::Sex_Cord_Stromal::Fibroma_Thecoma_Group,GU::Testis::Sex_Cord_Stromal_Tumors::Tumors_in_the_Fibroma_Thecoma_Group,83,review,who,
GU::Testis::Sex_Cord_Stromal::Juvenile_Granulosa_Cell_Tumor,GU::Testis::Sex_Cord_Stromal_Tumors::Juvenile_Granulosa_Cell_Tumor,94,accepted,who,
GU::Testis::Sex_Cord_Stromal::Large_Cell_Calcifying_Sertoli_Cell_Tumor,GU::Testis::Sex_Cord_Stromal_Tumors::Large_Cell_Calcifying_Sertoli_Cell_Tumor,95,accepted,who,
GU::Testis::Sex_Cord_Stromal::Leydig_Cell_Tumor,GU::Testis::Sex_Cord_Stromal_Tumors::Leydig_Cell_Tumor,93,accepted,who,
GU::Testis::Sex_Cord_Stromal::Mixed_Sex_Cord_Stromal_Tumor,GU::Testis::Sex_Cord_Stromal_Tumors::Mixed_Sex_Cord_Stromal_Tumor,94,accepted,who,
GU::Testis::Sex_Cord_Stromal::Myoid_Gonadal_Stromal_Tumor,GU::Testis::Sex_Cord_Stromal_Tumors::Myoid_Gonadal_Stromal_Tumor,94,accepted,who,
GU::Testis::Sex_Cord_Stromal::Sex_Cord_Stromal_Tumor_NOS,GU::Testis::Sex_Cord_Stromal_Tumors::Sex_Cord_Stromal_Tumor_NOS,94,accepted,who,
GU::Testis::Sex_Cord_Stromal::Signet_Ring_Stromal_Tumor,GU::Testis::Sex_Cord_Stromal_Tumors::Signet_Ring_Stromal_Tumor,94,accepted,who,
GU::Testis_Adnexa::Epididymis::Adenocarcinoma,GU::Bladder::Urothelial::Adenocarcinoma_NOS,61,rejected,who,
GU::Testis_Adnexa::Epididymis::Cystadenoma,GU::Testis::Heme::Plasmacytoma,61,rejected,who,
GU::Testis_Adnexa::Epididymis::Melanotic_Neuroectodermal_Tumor,GU::Testis::Paratesticular::Melanotic_Neuroectodermal_Tumor,78,rejected,who,
GU::Testis_Adnexa::Epididymis::Papillary_Cystadenoma,GU::Kidney::Renal_cell::Renal_Papillary_Adenoma,61,rejected,who,
GU::Testis_Adnexa::Epididymis::Squamous_Cell_Carcinoma,GU::Bladder::Squamous_Neoplasms::Squamous_Cell_Carcinoma,69,rejected,who,
GU::Testis_Adnexa::Mesothelial::Adenomatoid_Tumor,GU::Testis::Paratesticular::Adenomatoid_Tumor,77,rejected,who,
GU::Testis_Adnexa::Mesothelial::Mesothelioma,GU::Testis::Paratesticular::Malignant_Mesothelioma,66,rejected,who,
GU::Testis_Adnexa::Mesothelial::WD_Papillary_Mesothelial_Tumor,GU::Testis::Paratesticular::Well_Differentiated_Papillary_Mesothelial_Tumor,72,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Brenner_Tumor,GU::Testis::Neuroendocrine::Carcinoid_Tumor,61,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Clear_Cell_Adenocarcinoma,GU::Penis::Squamous_Neoplasms::Clear_Cell_Carcinoma,61,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Endometrioid_Tumors,GU::Testis::Neuroendocrine::Carcinoid_Tumor,59,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Mucinous_Borderline_Tumor,GU::Testis::Neuroendocrine::Carcinoid_Tumor,59,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Mucinous_Cystadenocarcinoma,GU::Prostate::Glandular_neoplasms::Mucinous_Adenocarcinoma,59,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Mucinous_Cystadenoma,GU::Testis::Heme::Plasmacytoma,53,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Serous_Borderline_Tumor,GU::Testis::Neuroendocrine::Carcinoid_Tumor,57,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Serous_Cystadenocarcinoma,GU::Testis::Germ_Cell_Tumors::Embryonal_Carcinoma,56,rejected,who,
GU::Testis_Adnexa::Ovarian_Type::Serous_Cystadenoma,GU::Testis::Heme::Plasmacytoma,54,rejected,who,
GU::Testis_Adnexa::Rete_Collecting_Duct::Adenocarcinoma,GU::Kidney::Renal_cell::Collecting_Duct_Carcinoma,71,rejected,who,
GU::Testis_Adnexa::Rete_Collecting_Duct::Adenoma,GU::Kidney::Renal_cell::Collecting_Duct_Carcinoma,68,rejected,who,
GU::Urinary_Tract::Invasive_Other::Diverticular_Carcinoma,GU::Bladder::Other::Diverticular_Carcinoma,73,rejected,who,
GU::Urinary_Tract::Invasive_Other::Verrucous_Carcinoma_of_the_Bladder,GU::Urothelial::Other::Endometrioid_Carcinoma_of_the_Urinary_Tract,59,rejected,who,
GU::Urinary_Tract::Invasive_Other::Villous_Adenoma,GU::Bladder::Glandular_Neoplasms::Villous_Adenoma,57,rejected,who,
GU::Urinary_Tract::Mullerian_Type::Clear_Cell_Adenocarcinoma,GU::Urothelial::Other::Clear_Cell_Adenocarcinoma_of_the_Urinary_Tract,60,rejected,who,
GU::Urinary_Tract::Mullerian_Type::Endometrioid_Carcinoma,GU::Urothelial::Other::Endometrioid_Carcinoma_of_the_Urinary_Tract,59,rejected,who,
GU::Urinary_Tract::Urethral_Gland::Cowper_Gland_Adenocarcinoma,GU::Urothelial::Other::Cowper_Gland_Adenocarcinoma_of_the_Urethra,66,rejected,who,
GU::Urinary_Tract::Urethral_Gland::Littre_Gland_Adenocarcinoma,GU::Prostate::Glandular_neoplasms::Foamy_Gland_Adenocarcinoma,60,rejected,who,
GU::Urinary_Tract::Urethral_Gland::Skene_Gland_Adenocarcinoma,GU::Prostate::Glandular_neoplasms::Foamy_Gland_Adenocarcinoma,61,rejected,who,
GU::Urinary_Tract::Urothelial_Precursor::Non_Invasive_PUC_Low_Grade,GU::Bladder::Urothelial::Non_Invasive_Papillary_Urothelial_Carcinoma,55,rejected,who,
GU::Urinary_Tract::Urothelial_Precursor::PUNLMP,GU::Bladder::Urothelial::Urothelial_Papilloma,52,rejected,who,
GU::Urinary_Tract::Urothelial_Precursor::Squamous_Papilloma,GU::Bladder::Urothelial::Urothelial_Papilloma,58,rejected,who,
GU::Urinary_Tract::Urothelial_Precursor::Urothelial_Papilloma,GU::Bladder::Urothelial::Urothelial_Papilloma,74,rejected,who,
GYN::Broad_Ligament::Mesenchymal_Mixed::Adenomyoma_of_the_Broad_Ligament_and_Other_Uterine_Ligaments,GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Undifferentiated_Uterine_Sarcoma,51,rejected,who,
GYN::Broad_Ligament::Mesenchymal_Mixed::Adenosarcoma_of_the_Broad_Ligament_and_Other_Uterine_Ligaments,GYN::Uterus::Neoplastic::Mesenchymal::Malignant::SMARC_Deficient_Uterine_Sarcoma,52,rejected,who,
GYN::Broad_Ligament::Mesenchymal_Mixed::Leiomyoma_of_the_Broad_Ligament_and_Other_Uterine_Ligaments,GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Undifferentiated_Uterine_Sarcoma,51,rejected,who,
GYN::Broad_Ligament::Mesenchymal_Mixed::Leiomyosarcoma_of_the_Broad_Ligament_and_Other_Uterine_Ligaments,GYN::Uterus::Neoplastic::Mesenchymal::Malignant::SMARC_Deficient_Uterine_Sarcoma,51,rejected,who,
GYN::Broad_Ligament::Miscellaneous::Ependymoma,GYN::Vulva::Inflammatory::Miscellaneous::Behcet_Disease,61,rejected,who,
GYN::Broad_Ligament::Miscellaneous::Papillary_Cystadenoma,GYN::Vulva::Inflammatory::Miscellaneous::Plasmacytosis_Mucosae_Zoon,58,rejected,who,
GYN::Broad_Ligament::Miscellaneous::Wolffian_Tumor_of_the_Broad_Ligament_and_Other_Uterine_Ligaments,GYN::Fallopian_Tube::Neoplastic::Miscellaneous::Female_Adnexal_Tumor_Probable_Wolffian_Origin_FATWO,44,rejected,who,
GYN::Broad_Ligament::Tumor_Like::Adrenocortical_Remnants,GYN::Cervix::Congenital_Structural::Remnant::Mesonephric_Remnants,48,rejected,who,
GYN::Cervix::Germ_Cell::Germ_Cell_Tumors_of_the_Uterine_Cervix,GYN::Uterus::Neoplastic::Germ_Cell::Malignant::Germ_Cell_Tumors,59,rejected,who,
GYN::Cervix::Glandular::Adenocarcinoma::Adenocarcinoma_HPV_independent_Clear_Cell_Type_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Malignant::Mesonephric_Adenocarcinoma_HPV_Independent,53,rejected,who,
GYN::Cervix::Glandular::Adenocarcinoma::Adenocarcinoma_HPV_independent_Gastric_Type_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Malignant::Gastric_Type_Adenocarcinoma_HPV_Independent,53,rejected,who,
GYN::Cervix::Glandular::Adenocarcinoma::Adenocarcinoma_HPV_independent_Mesonephric_Type_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Malignant::Gastric_Type_Adenocarcinoma_HPV_Independent,52,rejected,who,
GYN::Cervix::Glandular::Adenocarcinoma::Adenocarcinoma_in_Situ_HPV_independent_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Precursor::Adenocarcinoma_In_Situ,53,rejected,who,
GYN::Cervix::Glandular::Adenocarcinoma::Other_Adenocarcinomas_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Malignant::Clear_Cell_Adenocarcinoma_HPV_Independent,51,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Arias_Stella_Reaction_of_the_Uterine_Cervix,GYN::Cervix::Normal_Histology::Physiologic_Change::Arias_Stella_Reaction,52,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Diffuse_Laminar_Endocervical_Hyperplasia,GYN::Cervix::Neoplastic::Epithelial::Benign::Endocervical_Glandular_Hyperplasia,63,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Ectopic_Prostate_Tissue,GYN::Cervix::Congenital_Structural::Heterotopia::Ectopic_Prostate_Tissue,66,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Endocervical_Polyp,GYN::Cervix::Congenital_Structural::Polyp::Endocervical_Polyp,66,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Endocervicosis_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Mixed::Benign::Adenomyoma_Endocervical_Type,53,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Lobular_Endocervical_Glandular_Hyperplasia,GYN::Cervix::Neoplastic::Epithelial::Benign::Endocervical_Glandular_Hyperplasia,75,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Mesonephric_Remnants_and_Hyperplasia,GYN::Cervix::Neoplastic::Epithelial::Benign::Mesonephric_Hyperplasia,68,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Microglandular_Hyperplasia,GYN::Cervix::Neoplastic::Epithelial::Benign::Microglandular_Hyperplasia,76,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Mullerian_Papilloma_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Benign::Mullerian_Papilloma,63,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Nabothian_Cyst,GYN::Cervix::Congenital_Structural::Cyst::Nabothian_Cyst,62,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Tuboendometrioid_Metaplasia,GYN::Cervix::Normal_Histology::Metaplasia::Tubal_And_Tuboendometrioid_Metaplasia,62,rejected,who,
GYN::Cervix::Glandular::Benign_Glandular::Tunnel_Clusters,GYN::Cervix::Congenital_Structural::Cyst::Tunnel_Clusters,63,rejected,who,
GYN::Cervix::Mixed_Epithelial_Mesenchymal::Adenomyoma_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Precursor::Adenocarcinoma_In_Situ,57,rejected,who,
GYN::Cervix::Mixed_Epithelial_Mesenchymal::Adenosarcoma_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Precursor::Adenocarcinoma_In_Situ,60,rejected,who,
GYN::Cervix::Other_Epithelial::Adenoid_Basal_Carcinoma_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Malignant::Adenoid_Basal_Carcinoma,68,rejected,who,
GYN::Cervix::Other_Epithelial::Adenosquamous_and_Mucoepidermoid_Carcinomas_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Malignant::Squamous_Cell_Carcinoma,60,rejected,who,
GYN::Cervix::Other_Epithelial::Carcinoma_of_the_Uterine_Cervix_Unclassifiable,GYN::Cervix::Neoplastic::Epithelial::Precursor::Adenocarcinoma_In_Situ,57,rejected,who,
GYN::Cervix::Other_Epithelial::Carcinosarcoma_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Malignant::Carcinosarcoma,64,rejected,who,
GYN::Cervix::Squamous_Epithelial::Squamous_Precursor_Mimics::Atrophy_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Precursor::Adenocarcinoma_In_Situ,54,rejected,who,
GYN::Cervix::Squamous_Epithelial::Squamous_Tumors::Squamous_Cell_Carcinoma_HPV_independent_of_the_Uterine_Cervix,GYN::Cervix::Neoplastic::Epithelial::Malignant::Clear_Cell_Adenocarcinoma_HPV_Independent,62,rejected,who,
GYN::Fallopian_Tube::Benign_Serous::Serous_Adenofibroma_and_Papilloma_of_the_Fallopian_Tube,GYN::Fallopian_Tube::Neoplastic::Epithelial::Malignant::Serous_Carcinoma_And_STIC,52,rejected,who,
GYN::Fallopian_Tube::Borderline_Serous::Serous_Borderline_Tumor_of_the_Fallopian_Tube,GYN::Fallopian_Tube::Neoplastic::Epithelial::Borderline::Serous_Borderline_Tumor,68,rejected,who,
GYN::Fallopian_Tube::Carcinosarcoma_of_the_Fallopian_Tube,GYN::Fallopian_Tube::Normal_Histology::Metaplasia::Tubal_Metaplasias,59,rejected,who,
GYN::Fallopian_Tube::Endometrioid_Carcinoma_of_the_Fallopian_Tube,GYN::Fallopian_Tube::Inflammatory::Acute::Salpingitis,58,rejected,who,
GYN::Fallopian_Tube::Germ_Cell::Teratoma_of_the_Fallopian_Tube,GYN::Fallopian_Tube::Inflammatory::Acute::Salpingitis,59,rejected,who,
GYN::Fallopian_Tube::Mixed_Epithelial_Mesenchymal::Adenosarcoma_of_the_Fallopian_Tube,GYN::Fallopian_Tube::Neoplastic::Epithelial::Malignant::Serous_Carcinoma_And_STIC,61,rejected,who,
GYN::Fallopian_Tube::Tumor_Like::Metaplastic_Papillary_Lesion,GYN::Fallopian_Tube::Neoplastic::Epithelial::Benign::Metaplastic_Papillary_Tumor,71,rejected,who,
GYN::Fallopian_Tube::Tumor_Like::Mucinous_Metaplasia,GYN::Fallopian_Tube::Normal_Histology::Metaplasia::Tubal_Metaplasias,67,rejected,who,
GYN::Fallopian_Tube::Tumor_Like::Paratubal_Cysts,GYN::Fallopian_Tube::Normal_Histology::Metaplasia::Tubal_Metaplasias,66,rejected,who,
GYN::Fallopian_Tube::Tumor_Like::Placental_Site_Nodule_Occurring_in_the_Fallopian_Tube,GYN::Fallopian_Tube::Congenital_Structural::Heterotopia::Endometriosis,50,rejected,who,
GYN::Fallopian_Tube::Tumor_Like::Salpingitis_Isthmica_Nodosa,GYN::Fallopian_Tube::Inflammatory::Acute::Salpingitis,67,rejected,who,
GYN::Fallopian_Tube::Tumor_Like::Tubal_Hyperplasia,GYN::Fallopian_Tube::Normal_Histology::Metaplasia::Tubal_Metaplasias,69,rejected,who,
GYN::Fallopian_Tube::Tumor_Like::Tubo_ovarian_Abscess,GYN::Fallopian_Tube::Normal_Histology::Metaplasia::Tubal_Metaplasias,60,rejected,who,
GYN::GENETICS::Cowden_Syndrome,GYN::Ovary::Neoplastic::Sex_Cord_Stromal::Benign::Thecoma,48,rejected,who,
GYN::GENETICS::Hereditary_Leiomyomatosis_and_Renal_Cell_Carcinoma,GYN::Vulva::Neoplastic::Epithelial::Malignant::Basal_Cell_Carcinoma,59,rejected,who,
GYN::GENETICS::Li_Fraumeni_Syndrome,GYN::Vulva::Neoplastic::Epithelial::Benign::Syringoma,52,rejected,who,
GYN::GENETICS::Ovarian_Dysgenesis,GYN::Ovary::Congenital_Structural::Mechanical::Ovarian_Torsion,48,rejected,who,
GYN::GTD::GTN::Epithelioid_Trophoblastic_Tumor,GYN::Vulva::Neoplastic::Epithelial::Malignant::Phyllodes_Tumor,56,rejected,who,
GYN::GTD::GTN::Mixed_Trophoblastic_Tumor,GYN::Uterus::Neoplastic::Metastatic::Secondary_Tumors,52,rejected,who,
GYN::GTD::GTN::Placental_Site_Trophoblastic_Tumor,GYN::Uterus::Neoplastic::Mesenchymal::Intermediate::Inflammatory_Myofibroblastic_Tumor,53,rejected,who,
GYN::GTD::Tumor_Like::Molar::Complete_Hydatidiform_Mole,GYN::Vulva::Inflammatory::Dermatosis::Erythema_Multiforme,45,rejected,who,
GYN::GTD::Tumor_Like::Molar::Invasive_and_Metastatic_Hydatidiform_Moles,GYN::Ovary::Neoplastic::Metastatic::Metastatic_Gastric_Carcinoma,47,rejected,who,
GYN::GTD::Tumor_Like::Molar::Partial_Hydatidiform_Mole,GYN::Vulva::Neoplastic::Melanocytic::Benign::Mucosal_Melanotic_Macule,44,rejected,who,
GYN::GTD::Tumor_Like::Non_Neoplastic::Abnormal_non_molar_Villous_Lesions,GYN::Uterus::Neoplastic::Mesenchymal::Benign::Intravenous_Leiomyomatosis,51,rejected,who,
GYN::GTD::Tumor_Like::Non_Neoplastic::Exaggerated_Placental_Site_Reaction,GYN::Vulva::Neoplastic::Melanocytic::Dysplastic::Atypical_Nevus_of_Genital_Tract,50,rejected,who,
GYN::GTD::Tumor_Like::Non_Neoplastic::Placental_Site_Nodule_and_Plaque,GYN::Cervix::Neoplastic::Epithelial::Benign::Mullerian_Papilloma,52,rejected,who,
GYN::HEME::Lymphoma::Burkitt_Lymphoma,GYN::Vulva::Inflammatory::Bullous::Pemphigus,47,rejected,who,
GYN::HEME::Lymphoma::Diffuse_Large_B_cell_Lymphoma,GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Dysgerminoma,44,rejected,who,
GYN::HEME::Lymphoma::Extranodal_Marginal_Zone_Lymphoma,GYN::Vagina::Congenital_Structural::Polyp::Vaginal_Polyp,44,rejected,who,
GYN::HEME::Lymphoma::Follicular_Lymphoma,GYN::Ovary::Congenital_Structural::Cyst::Follicular_Cysts,47,rejected,who,
GYN::HEME::Myeloid_Leukemia::Myeloid_Sarcoma,GYN::Vulva::Neoplastic::Mesenchymal::Malignant::Epithelioid_Sarcoma,49,rejected,who,
GYN::HEME::Reactive_Lymphoid::Florid_Reactive_Lymphoid_Hyperplasia,GYN::Ovary::Neoplastic::Hematolymphoid::Malignant::Lymphoma_Leukemia,51,rejected,who,
GYN::Lower_Genital_Mesenchymal::Adipocytic::Lipoblastoma_like_Tumor_of_the_Vulva,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Lipoblastoma_Like_Tumor,64,rejected,who,
GYN::Lower_Genital_Mesenchymal::Adipocytic::Lipoma,GYN::Uterus::Neoplastic::Mesenchymal::Benign::Leiomyoma,57,rejected,who,
GYN::Lower_Genital_Mesenchymal::Adipocytic::Liposarcoma,GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Leiomyosarcoma,63,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Angiomyofibroblastoma,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Angiomyofibroblastoma,60,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Cellular_Angiofibroma,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Cellular_Angiofibroma,60,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Dermatofibrosarcoma_Protuberans,GYN::Vulva::Neoplastic::Mesenchymal::Intermediate::Dermatofibrosarcoma_Protuberans,66,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Fibroepithelial_Stromal_Polyp,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Fibroepithelial_Stromal_Polyp,64,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Myofibroblastoma,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Angiomyofibroblastoma,56,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::NTRK_rearranged_Spindle_Cell_Neoplasm_Emerging_,GYN::Cervix::Normal_Histology::Metaplasia::Transitional_Cell_Metaplasia,46,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Postoperative_Spindle_Cell_Nodule,GYN::Uterus::Neoplastic::Mesenchymal::Intermediate::Inflammatory_Myofibroblastic_Tumor,49,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Prepubertal_Fibroma,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Prepubertal_Vulval_Fibroma,57,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Solitary_Fibrous_Tumor_of_the_Lower_Genital_Tract,GYN::Peritoneum::Neoplastic::Mesenchymal::Intermediate::Solitary_Fibrous_Tumor,54,rejected,who,
GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Superficial_Myofibroblastoma,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Angiomyofibroblastoma,53,rejected,who,
GYN::Lower_Genital_Mesenchymal::PNS::Benign_Peripheral_Nerve_Sheath_Tumors,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Granular_Cell_Tumor,55,rejected,who,
GYN::Lower_Genital_Mesenchymal::PNS::Granular_Cell_Tumor,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Granular_Cell_Tumor,72,rejected,who,
GYN::Lower_Genital_Mesenchymal::Skeletal_Muscle::Rhabdomyoma,GYN::Cervix::Neoplastic::Mesenchymal::Malignant::Rhabdomyosarcoma,59,rejected,who,
GYN::Lower_Genital_Mesenchymal::Skeletal_Muscle::Rhabdomyosarcoma,GYN::Cervix::Neoplastic::Mesenchymal::Malignant::Rhabdomyosarcoma,65,rejected,who,
GYN::Lower_Genital_Mesenchymal::Small_Round_Cell_Sarcoma::Ewing_Sarcoma,GYN::Cervix::Neoplastic::Mesenchymal::Malignant::Spindle_Cell_Sarcoma_NTRK_Rearranged,55,rejected,who,
GYN::Lower_Genital_Mesenchymal::Smooth_Muscle::Leiomyoma_of_the_Lower_Genital_Tract,GYN::Uterus::Neoplastic::Mesenchymal::Intermediate::Smooth_Muscle_Tumor_Uncertain_Potential,53,rejected,who,
GYN::Lower_Genital_Mesenchymal::Smooth_Muscle::Leiomyosarcoma_of_the_Lower_Genital_Tract,GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Leiomyosarcoma,53,rejected,who,
GYN::Lower_Genital_Mesenchymal::Smooth_Muscle::Smooth_Muscle_Tumor_of_Uncertain_Malignant_Potential_of_the_Lower_Genital_Tract,GYN::Uterus::Neoplastic::Mesenchymal::Intermediate::Smooth_Muscle_Tumor_Uncertain_Potential,61,rejected,who,
GYN::Lower_Genital_Mesenchymal::Uncertain_Differentiation::Alveolar_Soft_Part_Sarcoma,GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Alveolar_Soft_Part_Sarcoma,68,rejected,who,
GYN::Lower_Genital_Mesenchymal::Uncertain_Differentiation::Deep_Aggressive_Angiomyxoma,GYN::Vulva::Neoplastic::Mesenchymal::Intermediate::Deep_Aggressive_Angiomyxoma,70,rejected,who,
GYN::Lower_Genital_Mesenchymal::Uncertain_Differentiation::Epithelioid_Sarcoma,GYN::Vulva::Neoplastic::Mesenchymal::Malignant::Epithelioid_Sarcoma,63,rejected,who,
GYN::Lower_Genital_Mesenchymal::Uncertain_Differentiation::Superficial_Angiomyxoma,GYN::Vulva::Neoplastic::Mesenchymal::Benign::Superficial_Angiomyxoma,67,rejected,who,
GYN::Lower_Genital_Mesenchymal::Vascular::Angiosarcoma,GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Leiomyosarcoma,62,rejected,who,
GYN::Lower_Genital_Mesenchymal::Vascular::Kaposi_Sarcoma,GYN::Cervix::Neoplastic::Mesenchymal::Malignant::Rhabdomyosarcoma,60,rejected,who,
GYN::Melanocytic::Melanoma::Mucosal_Melanoma,GYN::Vulva::Neoplastic::Melanocytic::Benign::Mucosal_Melanotic_Macule,67,rejected,who,
GYN::Melanocytic::Nevi::Acquired_Melanocytic_Naevus,GYN::Vulva::Neoplastic::Melanocytic::Benign::Common_Melanocytic_Nevus,68,rejected,who,
GYN::Melanocytic::Nevi::Atypical_Melanocytic_Naevus_of_Genital_Type,GYN::Vulva::Neoplastic::Melanocytic::Dysplastic::Atypical_Nevus_of_Genital_Tract,65,rejected,who,
GYN::Melanocytic::Nevi::Blue_Naevus,GYN::Vulva::Neoplastic::Melanocytic::Benign::Common_Melanocytic_Nevus,56,rejected,who,
GYN::Melanocytic::Nevi::Congenital_Melanocytic_Naevus,GYN::Vulva::Neoplastic::Melanocytic::Benign::Common_Melanocytic_Nevus,70,rejected,who,
GYN::Melanocytic::Nevi::Dysplastic_Melanocytic_Naevus,GYN::Vulva::Neoplastic::Melanocytic::Benign::Common_Melanocytic_Nevus,67,rejected,who,
GYN::Metastasis::Metastasis_to_the_Lower_Female_Genital_Tract,GYN::Vulva::Neoplastic::Melanocytic::Dysplastic::Atypical_Nevus_of_Genital_Tract,54,rejected,who,
GYN::Neuroendocrine::Mixed_NEN::Carcinoma_Admixed_with_Neuroendocrine_Carcinoma,GYN::Ovary::Neoplastic::Epithelial::Malignant::Large_Cell_Neuroendocrine_Carcinoma,60,rejected,who,
GYN::Neuroendocrine::NEC::Large_Cell_Neuroendocrine_Carcinoma,GYN::Ovary::Neoplastic::Epithelial::Malignant::Large_Cell_Neuroendocrine_Carcinoma,67,rejected,who,
GYN::Neuroendocrine::NEC::Small_Cell_Neuroendocrine_Carcinoma,GYN::Ovary::Neoplastic::Epithelial::Malignant::Large_Cell_Neuroendocrine_Carcinoma,66,rejected,who,
GYN::Neuroendocrine::NET::Neuroendocrine_Tumor,GYN::Cervix::Neoplastic::Epithelial::Malignant::Neuroendocrine_Carcinoma,53,rejected,who,
GYN::Ovary::Brenner::Benign::Brenner_Tumor,GYN::Ovary::Neoplastic::Epithelial::Benign::Brenner_Tumor_Benign,70,rejected,who,
GYN::Ovary::Brenner::Borderline::Borderline_Brenner_Tumor,GYN::Ovary::Neoplastic::Epithelial::Borderline::Serous_Borderline_Tumor,69,rejected,who,
GYN::Ovary::Brenner::Malignant::Malignant_Brenner_Tumor,GYN::Ovary::Neoplastic::Epithelial::Malignant::Brenner_Tumor_Malignant,64,rejected,who,
GYN::Ovary::Clear_Cell::Benign::Clear_Cell_Cystadenoma_and_Adenofibroma,GYN::Ovary::Neoplastic::Epithelial::Malignant::Clear_Cell_Carcinoma,59,rejected,who,
