record_id,source,original_tag,review_reason,fuzzy_score,title,input_path
pathout:pathout::gastrointestinal::stomachdiffuselargebcell,pathout,HEME::B_Cell_Lymphomas::Neoplastic::Malignant::Diffuse_Large_B_Cell_Lymphoma,pathout_non_abpath_local_tag,,Pathology Outlines - Diffuse large B cell lymphoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::parasitologydipylidiumcaninum,pathout,UNRESOLVED_ROOT::Parasitology::Infectious::Dipylidium_Caninum,pathout_non_abpath_local_tag,,Pathology Outlines - Dipylidium caninum,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::parasitologydirofilariarepens,pathout,UNRESOLVED_ROOT::Parasitology::Concept::Reporting_Grossing::Dirofilaria_Repens,pathout_non_abpath_local_tag,,Pathology Outlines - Dirofilaria repens,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colondiversion,pathout,GI::Colon::Inflammatory::Diversion_Colitis,pathout_non_abpath_local_tag,,Pathology Outlines - Diversion colitis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::esophagusdiverticula,pathout,GI::Esophagus::Congenital_Structural::Diverticula,pathout_non_abpath_local_tag,,Pathology Outlines - Diverticula,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::smallboweldiverticula,pathout,GI::Small_Intestine::Congenital_Structural::Diverticula_Other_Than_Meckel,pathout_non_abpath_local_tag,,Pathology Outlines - Diverticula (other than Meckel),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::appendixdiverticula,pathout,GI::Appendix::Congenital_Structural::Diverticulosis,pathout_non_abpath_local_tag,,Pathology Outlines - Diverticulosis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colondiverticulosis,pathout,GI::Colon::Congenital_Structural::Diverticulosis,pathout_non_abpath_local_tag,,Pathology Outlines - Diverticulosis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::managementlabdocumentprocedure,pathout,UNRESOLVED_ROOT::Laboratory_Management::Concept::Procedure_Specimen::Document_And_Procedure_Management,pathout_non_abpath_local_tag,,Pathology Outlines - Document and procedure management,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverfatindonorbiopsies,pathout,GI::Liver::Concept::Procedure_Specimen::Donor_Liver_Frozen_Section_Evaluation,pathout_non_abpath_local_tag,,Pathology Outlines - Donor liver frozen section evaluation,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stomachdoxycycline,pathout,GI::Stomach::Infectious::Doxycycline,pathout_non_abpath_local_tag,,Pathology Outlines - Doxycycline,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverdrugtoxingeneral,pathout,GI::Liver::Inflammatory::Drug_Toxin_Induced_Hepatitis_Dili_General,pathout_non_abpath_local_tag,,Pathology Outlines - Drug / toxin induced hepatitis (DILI)-general,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverdrugtoxinacetaminophen,pathout,GI::Liver::Inflammatory::Drug_Toxin_Induced_Hepatitis_Acetaminophen,pathout_non_abpath_local_tag,,Pathology Outlines - Drug / toxin induced hepatitis-acetaminophen,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::musclebeckerduchennemusculardystrophy,pathout,UNRESOLVED_ROOT::Skeletal_Muscle::Concept::Classification::Duchenne_And_Becker_Muscular_Dystrophy,pathout_non_abpath_local_tag,,Pathology Outlines - Duchenne and Becker muscular dystrophy,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::pancreasductal,pathout,GI::Pancreas::Neoplastic::Malignant::Ductal_Adenocarcinoma_NOS,pathout_non_abpath_local_tag,,"Pathology Outlines - Ductal adenocarcinoma, NOS",data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverductularreaction,pathout,GI::Liver::Neoplastic::Ductular_Reaction,pathout_non_abpath_local_tag,,Pathology Outlines - Ductular reaction,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colonduplication,pathout,GI::Colon::Congenital_Structural::Duplication,pathout_non_abpath_local_tag,,Pathology Outlines - Duplication,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::coagulationdysfibrinogenemiahypercoag,pathout,UNRESOLVED_ROOT::Coagulation::Concept::Molecular_Genetics::Dysfibrinogenemia,pathout_non_abpath_local_tag,,Pathology Outlines - Dysfibrinogenemia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::microbiologyescherichiacoli,pathout,UNRESOLVED_ROOT::Microbiology::Inflammatory::E_Coli,pathout_non_abpath_local_tag,,Pathology Outlines - E. coli,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stainsegfrmutationspecific,pathout,Molecular::Solid::Concept::Molecular_Genetics::EGFR_Mutation_Specific_Antibodies,pathout_non_abpath_local_tag,,Pathology Outlines - EGFR mutation specific antibodies,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverechinococcal,pathout,GI::Liver::Congenital_Structural::Echinococcal_Cyst,pathout_non_abpath_local_tag,,Pathology Outlines - Echinococcal cyst,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colonehlers,pathout,GI::Colon::Concept::Other::Ehlers_Danlos_Syndrome,pathout_non_abpath_local_tag,,Pathology Outlines - Ehlers Danlos syndrome,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colonelastofibromatous,pathout,GI::Colon::Neoplastic::Benign::Elastofibromatous_Change,pathout_non_abpath_local_tag,,Pathology Outlines - Elastofibromatous change,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colonendometriosis,pathout,GI::Colon::Concept::Reporting_Grossing::Endometriosis,pathout_non_abpath_local_tag,,Pathology Outlines - Endometriosis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liveramebicabscess,pathout,GI::Liver::Infectious::Entamoeba_Histolytica_Abscess,pathout_non_abpath_local_tag,,Pathology Outlines - Entamoeba histolytica abscess,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::smallbowelenterogenous,pathout,GI::Small_Intestine::Congenital_Structural::Enterogenous_Cysts,pathout_non_abpath_local_tag,,Pathology Outlines - Enterogenous cysts,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::coloneosinophilic,pathout,GI::Colon::Inflammatory::Eosinophilic_Gastroenterocolitis,pathout_non_abpath_local_tag,,Pathology Outlines - Eosinophilic gastroenterocolitis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stomacheosinophilic,pathout,GI::Stomach::Inflammatory::Eosinophilic_Gastroenterocolitis,pathout_non_abpath_local_tag,,Pathology Outlines - Eosinophilic gastroenterocolitis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::cnstumorependymoma,pathout,Neuro::Tumor::Concept::Classification::Ependymoma_Overview,pathout_non_abpath_local_tag,,Pathology Outlines - Ependymoma overview,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::spleenepithelialcysts,pathout,HEME::Other::Congenital_Structural::Epithelial_Cyst,pathout_non_abpath_local_tag,,Pathology Outlines - Epithelial cyst,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::microbiologyebv,pathout,UNRESOLVED_ROOT::Microbiology::Infectious::Epstein_Barr_Virus_EBV,pathout_non_abpath_local_tag,,Pathology Outlines - Epstein-Barr virus (EBV),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::managementequipment,pathout,UNRESOLVED_ROOT::Laboratory_Management::Concept::Management_Workup::Equipment_Management,pathout_non_abpath_local_tag,,Pathology Outlines - Equipment management,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::mediastinumerdheimchester,pathout,UNRESOLVED_ROOT::Mediastinum::Concept::Classification::Erdheim_Chester_Disease,pathout_non_abpath_local_tag,,Pathology Outlines - Erdheim-Chester disease,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stomacherosive,pathout,GI::Stomach::Inflammatory::Erosive_Gastritis,pathout_non_abpath_local_tag,,Pathology Outlines - Erosive gastritis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::livererythropoieticprotoporphyria,pathout,GI::Liver::Concept::Molecular_Genetics::Erythropoietic_Protoporphyria,pathout_non_abpath_local_tag,,Pathology Outlines - Erythropoietic protoporphyria,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colonecoli,pathout,GI::Colon::Concept::Classification::Escherichia_Coli,pathout_non_abpath_local_tag,,Pathology Outlines - Escherichia coli,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::esophaguscysts,pathout,GI::Esophagus::Congenital_Structural::Esophageal_Cysts_And_Duplications,pathout_non_abpath_local_tag,,Pathology Outlines - Esophageal cysts and duplications,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::esophagusscleroderma,pathout,GI::Esophagus::Infectious::Esophageal_Manifestations_Of_Collagen_Vascular_Disease,pathout_non_abpath_local_tag,,Pathology Outlines - Esophageal manifestations of collagen vascular disease,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::esophagussarcomagen,pathout,GI::Esophagus::Neoplastic::Malignant::Esophageal_Sarcoma_Overview,pathout_non_abpath_local_tag,,Pathology Outlines - Esophageal sarcoma-overview,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverextrahepaticbiliaryatresia,pathout,GI::Biliary::Normal_Histology::Extrahepatic_Biliary_Atresia,pathout_non_abpath_local_tag,,Pathology Outlines - Extrahepatic biliary atresia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::livertumoremh,pathout,GI::Liver::Neoplastic::Extramedullary_Hematopoiesis,pathout_non_abpath_local_tag,,Pathology Outlines - Extramedullary hematopoiesis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::smallbowelmalt,pathout,HEME::B_Cell_Lymphomas::Neoplastic::Malignant::Extranodal_Marginal_Zone_Lymphoma_Of_Mucosa_Associated_Lymphoid_Tissue,pathout_non_abpath_local_tag,,Pathology Outlines - Extranodal marginal zone lymphoma of mucosa associated lymphoid tissue,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stomachmalt,pathout,HEME::B_Cell_Lymphomas::Neoplastic::Malignant::Extranodal_Marginal_Zone_Lymphoma_Of_Mucosa_Associated_Lymphoid_Tissue_Malt_Lymphoma,pathout_non_abpath_local_tag,,Pathology Outlines - Extranodal marginal zone lymphoma of mucosa associated lymphoid tissue (MALT lymphoma),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::eyeeyelidcysts,pathout,UNRESOLVED_ROOT::Eye::Congenital_Structural::Eyelid_Cysts,pathout_non_abpath_local_tag,,Pathology Outlines - Eyelid cysts,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stainsfoxp3,pathout,Molecular::Concept::Classification::FOXP3,pathout_non_abpath_local_tag,,Pathology Outlines - FOXP3,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::coagulationfactoriidef,pathout,UNRESOLVED_ROOT::Coagulation::Concept::Classification::Factor_Ii_Prothrombin_Deficiency,pathout_non_abpath_local_tag,,Pathology Outlines - Factor II (prothrombin) deficiency,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::coagulationfactorixdef,pathout,UNRESOLVED_ROOT::Coagulation::Concept::Other::Factor_Ix_Deficiency_Hemophilia_B,pathout_non_abpath_local_tag,,Pathology Outlines - Factor IX deficiency (hemophilia B),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::coagulationfactorviiidef,pathout,UNRESOLVED_ROOT::Coagulation::Concept::Other::Factor_Viii_Deficiency_Hemophilia_A,pathout_non_abpath_local_tag,,Pathology Outlines - Factor VIII deficiency (hemophilia A),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::coagulationfactorxidef,pathout,UNRESOLVED_ROOT::Coagulation::Concept::Molecular_Genetics::Factor_Xi_Deficiency,pathout_non_abpath_local_tag,,Pathology Outlines - Factor XI deficiency,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colonfasciola,pathout,GI::Colon::Infectious::Fasciola,pathout_non_abpath_local_tag,,Pathology Outlines - Fasciola,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverfasciolahepatica,pathout,GI::Liver::Concept::Laboratory_Operations::Fasciola_Hepatica,pathout_non_abpath_local_tag,,Pathology Outlines - Fasciola hepatica,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::appendixfeatures,pathout,GI::Appendix::Concept::Reporting_Grossing::Features_To_Report_And_Grossing,pathout_non_abpath_local_tag,,Pathology Outlines - Features to report & grossing,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stomachfeatures,pathout,GI::Stomach::Concept::Reporting_Grossing::Features_To_Report_And_Grossing,pathout_non_abpath_local_tag,,Pathology Outlines - Features to report & grossing,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::pancreasfeatures,pathout,GI::Pancreas::Concept::Reporting_Grossing::Features_To_Report_Pancreatectomy,pathout_non_abpath_local_tag,,Pathology Outlines - Features to report-pancreatectomy,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::anusanalfistula,pathout,GI::Anus::Concept::Classification::Fistula,pathout_non_abpath_local_tag,,Pathology Outlines - Fistula,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::informaticsfluormicapp,pathout,UNRESOLVED_ROOT::Pathology_Informatics::Concept::IHC_Markers::Fluorescent_Microscopy_Fundamentals_And_Applications,pathout_non_abpath_local_tag,,Pathology Outlines - Fluorescent microscopy fundamentals & applications,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colonactivecolitis,pathout,GI::Colon::Inflammatory::Focal_Active_Colitis,pathout_non_abpath_local_tag,,Pathology Outlines - Focal active colitis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::livertumorfattychange,pathout,GI::Liver::Concept::Classification::Focal_Fatty_Change,pathout_non_abpath_local_tag,,Pathology Outlines - Focal fatty change,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverforegutcyst,pathout,GI::Liver::Congenital_Structural::Foregut_Cyst,pathout_non_abpath_local_tag,,Pathology Outlines - Foregut cyst,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colonforeignmaterial,pathout,GI::Colon::Inflammatory::Foreign_Materials_Food,pathout_non_abpath_local_tag,,Pathology Outlines - Foreign materials / food,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::forensicsentomology,pathout,UNRESOLVED_ROOT::Forensic_Autopsy::Concept::Other::Forensic_Entomology,pathout_non_abpath_local_tag,,Pathology Outlines - Forensic entomology,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverpatternshepaticinjury,pathout,GI::Liver::Depositional_Metabolic::Forms_Of_Hepatic_Injury,pathout_non_abpath_local_tag,,Pathology Outlines - Forms of hepatic injury,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::pancreasfrozensection,pathout,GI::Pancreas::Concept::Procedure_Specimen::Frozen_Section,pathout_non_abpath_local_tag,,Pathology Outlines - Frozen section,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stainsgms,pathout,Molecular::Heme::Infectious::Gms,pathout_non_abpath_local_tag,,Pathology Outlines - GMS,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stainsgalectin3,pathout,Molecular::Concept::Neoplastic::GALECTIN3,pathout_non_abpath_local_tag,,Pathology Outlines - Galectin3,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::jointsganglion,pathout,UNRESOLVED_ROOT::Joints::Congenital_Structural::Ganglion_Cyst,pathout_non_abpath_local_tag,,Pathology Outlines - Ganglion cyst,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colontumorgardner,pathout,GI::Colon::Concept::Other::Gardner_Syndrome,pathout_non_abpath_local_tag,,Pathology Outlines - Gardner syndrome,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stomachgastritiscyst,pathout,GI::Stomach::Inflammatory::Gastritis_Cystica_Polyposa,pathout_non_abpath_local_tag,,Pathology Outlines - Gastritis cystica polyposa,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stomachgastritisfeatures,pathout,GI::Stomach::Inflammatory::Gastritis_Features_To_Report,pathout_non_abpath_local_tag,,Pathology Outlines - Gastritis-features to report,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::appendixgist,pathout,GI::Appendix::Neoplastic::Gastrointestinal_Stromal_Tumor,pathout_non_abpath_local_tag,,Pathology Outlines - Gastrointestinal stromal tumor,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colontumorgist,pathout,GI::Colon::Neoplastic::Gastrointestinal_Stromal_Tumor,pathout_non_abpath_local_tag,,Pathology Outlines - Gastrointestinal stromal tumor,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::esophagusgist,pathout,GI::Esophagus::Neoplastic::Gastrointestinal_Stromal_Tumor,pathout_non_abpath_local_tag,,Pathology Outlines - Gastrointestinal stromal tumor,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::livergauchers,pathout,GI::Liver::Concept::Classification::Gaucher_Disease,pathout_non_abpath_local_tag,,Pathology Outlines - Gaucher disease,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::microbiologygiardialamblia,pathout,UNRESOLVED_ROOT::Microbiology::Infectious::Giardia_Lamblia,pathout_non_abpath_local_tag,,Pathology Outlines - Giardia lamblia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::smallbowelgiardiasis,pathout,GI::Small_Intestine::Infectious::Giardia_Lamblia,pathout_non_abpath_local_tag,,Pathology Outlines - Giardia lamblia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::eyeglaucomageneral,pathout,UNRESOLVED_ROOT::Eye::Depositional_Metabolic::Glaucoma,pathout_non_abpath_local_tag,,Pathology Outlines - Glaucoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::cnstumorgliomasglioblastomasidhwildtype,pathout,Neuro::Tumor::Malignant::Glioblastoma_IDH_Wild_Type,pathout_non_abpath_local_tag,,"Pathology Outlines - Glioblastoma, IDH wild type",data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::cnstumorgliomageneral,pathout,Neuro::Tumor::Malignant::Glioma_Overview,pathout_non_abpath_local_tag,,Pathology Outlines - Glioma overview,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::eyeorbitgliomaoptic,pathout,Neuro::Tumor::Malignant::Glioma_Optic_Nerve,pathout_non_abpath_local_tag,,Pathology Outlines - Glioma-optic nerve,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverglycogenstoragedisease,pathout,GI::Liver::Depositional_Metabolic::Glycogen_Storage_Diseases,pathout_non_abpath_local_tag,,Pathology Outlines - Glycogen storage diseases,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::esophagusglycogenic,pathout,GI::Esophagus::Neoplastic::Benign::Glycogenic_Acanthosis,pathout_non_abpath_local_tag,,Pathology Outlines - Glycogenic acanthosis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::liverglycogenichepatopathy,pathout,GI::Liver::Depositional_Metabolic::Glycogenic_Hepatopathy,pathout_non_abpath_local_tag,,Pathology Outlines - Glycogenic hepatopathy,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colongvhd,pathout,GI::Colon::Concept::Molecular_Genetics::Graft_Versus_Host_Disease,pathout_non_abpath_local_tag,,Pathology Outlines - Graft versus host disease,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::esophagusgvhd,pathout,GI::Esophagus::Concept::Reporting_Grossing::Graft_Versus_Host_Disease,pathout_non_abpath_local_tag,,Pathology Outlines - Graft versus host disease,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::stomachgvhd,pathout,GI::Stomach::Concept::Procedure_Specimen::Graft_Versus_Host_Disease,pathout_non_abpath_local_tag,,Pathology Outlines - Graft versus host disease,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::eyeconjgranulomatous,pathout,UNRESOLVED_ROOT::Eye::Inflammatory::Granulomatous_Conjunctivitis,pathout_non_abpath_local_tag,,Pathology Outlines - Granulomatous conjunctivitis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::livergrannoninfect,pathout,GI::Biliary::Inflammatory::Granulomatous_Hepatitis,pathout_non_abpath_local_tag,,Pathology Outlines - Granulomatous hepatitis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::spleengranulomatousinflammation,pathout,HEME::T_NK_Cell::Inflammatory::Granulomatous_Inflammation,pathout_non_abpath_local_tag,,Pathology Outlines - Granulomatous inflammation,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::pancreasgrossing,pathout,GI::Pancreas::Concept::Reporting_Grossing::Grossing,pathout_non_abpath_local_tag,,Pathology Outlines - Grossing,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::colontumorfeaturestoreport,pathout,GI::Colon::Concept::Reporting_Grossing::Grossing_And_Features_To_Report,pathout_non_abpath_local_tag,,Pathology Outlines - Grossing & features to report,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::esophagusgrossing,pathout,GI::Esophagus::Concept::Reporting_Grossing::Grossing_And_Features_To_Report,pathout_non_abpath_local_tag,,Pathology Outlines - Grossing & features to report,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::eyeglobegrossing,pathout,UNRESOLVED_ROOT::Eye::Concept::Reporting_Grossing::Grossing_And_Features_To_Report,pathout_non_abpath_local_tag,,Pathology Outlines - Grossing & features to report,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::gastrointestinal::mediastinumgrossing,pathout,UNRESOLVED_ROOT::Mediastinum::Concept::Reporting_Grossing::Grossing_And_Features_To_Report,pathout_non_abpath_local_tag,,Pathology Outlines - Grossing & features to report,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
