tag,root,record_count
HN::Sinonasal::Carcinoma::SWI_SNF_Complex_Deficient_Sinonasal_Carcinoma,HN,14
Heme::Mature_B_Cell::Large_B_Cell::T_Cell_Histiocyte_Rich_Large_B_Cell_Lymphoma,Heme,14
Heme::Mature_B_Cell::Marginal_Zone::Nodal_Marginal_Zone_Lymphoma,Heme,14
Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::Multiple_Endocrine_Neoplasia_Type_5_MAX_Related_Tumors_MAX,Molecular,14
Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Familial_Adenomatous_Polyposis_APC,Molecular,14
Molecular::Solid::Genitourinary::Urothelial_Carcinoma,Molecular,14
Molecular::Technique::Sequencing::Sanger_Sequencing,Molecular,14
Neuro::Infection::Progressive_Multifocal_Leukoencephalopathy,Neuro,14
Neuro::Non_Neoplastic::Sellar::Lymphocytic_Hypophysitis,Neuro,14
Neuro::Treatment_Effect::Radiation_Necrosis,Neuro,14
Neuro::Tumor::Astrocytic_Circumscribed::Pleomorphic_Xanthoastrocytoma,Neuro,14
Neuro::Tumor::Glioneuronal_Neuronal::Ganglioglioma,Neuro,14
Neuro::Tumor::Lesions_Of_The_Sellar_Region::Pituitary_Adenoma_Pituitary_Neuroendocrine_Tumor::Densely_Granulated_Corticotroph_Adenoma,Neuro,14
Neuro::Tumor::Mesenchymal_Non_Meningothelial::Lipoma,Neuro,14
Neuro::Tumor::Nerve::Perineurioma,Neuro,14
Neuro::Tumor::Pineal::Pineoblastoma,Neuro,14
Neuro::Vascular::Arteriovenous_Malformation,Neuro,14
Skin::Disorders_of_Pigmentation::Postinflammatory_Pigment_Alteration,Skin,14
Skin::Infectious::Parasitic::Myiasis,Skin,14
Skin::Inflammatory::Granulomatous::Granuloma_Faciale,Skin,14
Skin::Inflammatory::Psoriasiform::Nutritional_Deficiency_Dermatitis,Skin,14
Skin::Inflammatory::Spongiotic::Papular_Urticaria,Skin,14
Skin::Neoplastic::Adnexal::Apocrine::Apocrine_Carcinoma,Skin,14
Skin::Neoplastic::Soft_Tissue::Fibrous::Pleomorphic_Fibroma,Skin,14
Skin::Neoplastic::Soft_Tissue::Fibrous::Plexiform_Fibrohistiocytic_Tumor,Skin,14
Skin::Neoplastic::Soft_Tissue::Neural::Neurofibroma_Plexiform,Skin,14
BST::Bone::Congenital_Structural::Cyst::Intraosseous_Ganglion,BST,13
BST::Bone::Hematolymphoid::Intermediate::Erdheim_Chester_Disease,BST,13
BST::Soft_Tissue::Adipocytic::Benign::Lipomatosis_Diffuse,BST,13
BST::Soft_Tissue::Depositional_Metabolic::Deposition::Amyloidoma,BST,13
BST::Soft_Tissue::Hematolymphoid::Benign::Langerhans_Cell_Histiocytosis,BST,13
Breast::Neoplastic::Epithelial::Malignant::Cribriform_Carcinoma,Breast,13
Cyto_Heme::Malignant::B_Cell_Large::High_Grade_B_Cell_Lymphoma_Double_Hit,Cyto_Heme,13
Cyto_Heme::Malignant::B_Cell_Small::Marginal_Zone_Lymphoma_MALT,Cyto_Heme,13
Cyto_Heme::Malignant::Metastatic::Melanoma,Cyto_Heme,13
Cyto_Kidney::Category::Malignant,Cyto_Kidney,13
Cyto_Liver::Malignant::Hepatocellular::Hepatocellular_Carcinoma_Clear_Cell,Cyto_Liver,13
Cyto_Neuro::Malignant::Metastatic::Metastatic_Melanoma,Cyto_Neuro,13
Cyto_Pancreatobiliary::Benign_Reactive::Inflammatory::Autoimmune_Pancreatitis_IgG4_Related,Cyto_Pancreatobiliary,13
Cyto_Pancreatobiliary::Malignant::Ductal::Pancreatic_Ductal_Adenocarcinoma_Foamy_Gland,Cyto_Pancreatobiliary,13
Cyto_Pancreatobiliary::Malignant::Ductal::Pancreatic_Ductal_Adenocarcinoma_Osteoclast_Giant_Cells,Cyto_Pancreatobiliary,13
Cyto_Salivary::Non_Neoplastic::Sialadenitis_Chronic_Obstructive,Cyto_Salivary,13
Cyto_Salivary::Pattern::Epithelial_Proliferation_Without_Stroma,Cyto_Salivary,13
Cyto_Soft_Tissue::Malignant::Epithelioid::Epithelioid_Hemangioendothelioma,Cyto_Soft_Tissue,13
Cyto_Soft_Tissue::STNUMP::Spindle_Cell::Gastrointestinal_Stromal_Tumor_GIST,Cyto_Soft_Tissue,13
Cyto_Thoracic::Benign_Neoplasm::Pulmonary_Hamartoma,Cyto_Thoracic,13
Cyto_Thoracic::Benign_Reactive::Epithelial::Squamous_Metaplasia_Atypical,Cyto_Thoracic,13
Cyto_Thoracic::Malignant::Carcinoma::Squamous_Cell_Carcinoma_Keratinizing,Cyto_Thoracic,13
Endo::Adrenal::Neoplastic::Epithelial_Cortical::Precursor::Adrenocortical_Hyperplasia_Nodular,Endo,13
GI::Liver::Neoplastic::Mesenchymal::Embryonal_Sarcoma,GI,13
GI::Small_Intestine::Congenital_Structural::Mechanical::Microvillus_Inclusion_Disease,GI,13
GI::Syndrome::Cancer_Predisposition::Hereditary_Colorectal::Lynch_Syndrome,GI,13
GU::Bladder::Urothelial::Urothelial_Proliferation_of_Uncertain_Malignant_Potential,GU::Bladder,13
GU::Kidney::Mesenchymal::Renomedullary_Interstitial_Cell_Tumor,GU::Kidney,13
GU::Kidney::Nephroblastic_Nephrogenic::Congenital_Mesoblastic_Nephroma,GU::Kidney,13
GU::Kidney::Renal_cell::Xp11_Translocation_Renal_Cell_Carcinoma,GU::Kidney,13
GU::Prostate::Additional_Topics::Lymph_Node_Metastasis,GU::Prostate,13
GU::Prostate::Glandular_neoplasms::Pseudohyperplastic_Prostatic_Adenocarcinoma,GU::Prostate,13
GU::Testis::Germ_Cell_Tumors::Embryonal_Carcinoma,GU::Testis,13
GU::Testis::Germ_Cell_Tumors::Yolk_Sac_Tumor_Postpubertal_Type,GU::Testis,13
GYN::Ovary::Neoplastic::Metastatic::Metastatic_Uterine_Corpus_Carcinoma,GYN::Ovary,13
GYN::Ovary::Neoplastic::Mixed::Malignant::Mucinous_Cystic_Tumor_With_Mural_Nodules,GYN::Ovary,13
GYN::Ovary::Neoplastic::Sex_Cord_Stromal::Intermediate::Microcystic_Stromal_Tumor,GYN::Ovary,13
GYN::Uterus::Neoplastic::Mesenchymal::Benign::Endometrial_Stromal_Nodule,GYN::Uterus,13
GYN::Vulva::Inflammatory::Dermatosis::Lichen_Sclerosus,GYN::Vulva,13
HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Carcinoma::Large_Cell_Neuroendocrine_Carcinoma,HN,13
HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Carcinoma::Small_Cell_Neuroendocrine_Carcinoma,HN,13
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Ameloblastoma_Unicystic,HN,13
HN::Salivary_Gland::Benign_Tumor::Canalicular_Adenoma,HN,13
HN::Salivary_Gland::Benign_Tumor::Sclerosing_Polycystic_Adenoma,HN,13
Heme::Infection::Histoplasma,Heme,13
Heme::Mature_B_Cell::Splenic::Splenic_Marginal_Zone_Lymphoma,Heme,13
Heme::Mature_T_NK_Cell::Cutaneous::Primary_Cutaneous_CD8_Positive_Aggressive_Epidermotropic_Cytotoxic_T_Cell_Lymphoma,Heme,13
Molecular::Heme::Myeloid::Mastocytosis,Molecular,13
Molecular::Hereditary::Growth_Factor::RAS_MAPK_Pathway::Neurofibromatosis_Type_1_NF1,Molecular,13
Molecular::Technique::PCR::Melt_Curve_Analysis,Molecular,13
Neuro::Epilepsy::Rasmussen_Encephalitis,Neuro,13
Neuro::Infection::Mycobacterial_Abscess,Neuro,13
Neuro::Inflammation::Neurosarcoidosis,Neuro,13
Neuro::Inflammation::Other_Inflammatory_Diseases::Paraneoplastic_Disorders::Paraneoplastic_Encephalomyelitis,Neuro,13
Neuro::Non_Neoplastic::Mimic::Calcifying_Pseudoneoplasm_Of_Neuraxis,Neuro,13
Neuro::Tumor::Lesions_Of_The_Sellar_Region::Pituitary_Adenoma_Pituitary_Neuroendocrine_Tumor::Densely_Granulated_Somatotroph_Adenoma,Neuro,13
Neuro::Tumor::Pediatric_Type_Diffuse_High_Grade_Gliomas::Diffuse_Midline_Glioma_H3_K27_Altered,Neuro,13
Neuro::Tumor::Sellar::Adamantinomatous_Craniopharyngioma,Neuro,13
Neuro::Vascular::Vasculitis::Primary_Angiitis_Of_CNS,Neuro,13
Skin::Depositional_Metabolic::Xanthoma::Tendinous_Xanthoma,Skin,13
Skin::Infectious::Bacterial::Cutaneous_Bacterial_Infection_NOS,Skin,13
Skin::Inflammatory::Blistering::Linear_IgA_Disease,Skin,13
Skin::Inflammatory::Spongiotic::Irritant_Contact_Dermatitis,Skin,13
Skin::Inflammatory::Spongiotic::Nummular_Dermatitis,Skin,13
Skin::Neoplastic::Soft_Tissue::Vascular::Glomeruloid_Hemangioma,Skin,13
Skin::Traumatic::Talon_Noir,Skin,13
BST::Bone::Chondrogenic::Malignant::Chondrosarcoma_Periosteal,BST,12
BST::Bone::Depositional_Metabolic::Metabolic::Brown_Tumor,BST,12
BST::Bone::Hematolymphoid::Malignant::Solitary_Plasmacytoma,BST,12
BST::Soft_Tissue::Adipocytic::Benign::Lipomatosis_Of_Nerve,BST,12
BST::Soft_Tissue::Fibroblastic::Benign::Dermatomyofibroma,BST,12
BST::Soft_Tissue::Fibroblastic::Benign::Pleomorphic_Fibroma,BST,12
BST::Soft_Tissue::GIST_Visceral::Benign::Inflammatory_Fibroid_Polyp,BST,12
BST::Soft_Tissue::GIST_Visceral::Benign::Plexiform_Fibromyxoma,BST,12
BST::Soft_Tissue::Nerve_Sheath::Malignant::Malignant_Triton_Tumor,BST,12
Breast::Neoplastic::Epithelial::Malignant::Apocrine_Carcinoma,Breast,12
Breast::Neoplastic::Epithelial::Malignant::Secretory_Carcinoma,Breast,12
Cyto_Breast::Malignant::Carcinoma::Medullary_Carcinoma,Cyto_Breast,12
Cyto_Fluids::Malignant::Metastatic::Adenocarcinoma_Lung,Cyto_Fluids,12
Cyto_GI_Tract::Colon::Malignant::Adenocarcinoma,Cyto_GI_Tract,12
Cyto_GYN::Glandular::Carcinoma::Adenoid_Cystic_Carcinoma,Cyto_GYN,12
Cyto_Liver::Benign_Reactive::Hepatocellular::Steatosis_Fatty_Metamorphosis,Cyto_Liver,12
Cyto_Management::Ancillary_Testing::Flow_Cytometry,Cyto_Management,12
Endo::Thyroid::Neoplastic::Epithelial::Malignant::Mucoepidermoid_Carcinoma,Endo,12
Endo::Thyroid::Nonneoplastic::Depositional::Amyloid_Goiter,Endo,12
GI::Colon::Congenital_Structural::Structural::Colonic_Solitary_Rectal_Ulcer_SyndROME_Prolapse,GI,12
GI::Small_Intestine::Inflammatory::Malabsorption::Small_Intestinal_Autoimmune_Enteropathy,GI,12
GI::Small_Intestine::Normal_Histology::Normal_Anatomy,GI,12
GI::Stomach::Inflammatory::Gastritis::Gastric_Eosinophilic_Gastritis,GI,12
GU::Bladder::Glandular_Neoplasms::Urachal_Carcinoma,GU::Bladder,12
GU::Kidney::Other::Metastasis_to_the_Kidney,GU::Kidney,12
GU::Kidney::Renal_cell::ELOC_TCEB1_Mutated_Renal_Cell_Carcinoma,GU::Kidney,12
GU::Kidney::Renal_cell::Thyroid_Like_Follicular_Carcinoma_of_the_Kidney,GU::Kidney,12
GU::Penis::Other::Extramammary_Paget_Disease,GU::Penis,12
GU::Prostate::Additional_Topics::Margins,GU::Prostate,12
GU::Testis::Additional_Topics::Intersex_Syndromes,GU::Testis,12
GYN::Ovary::Neoplastic::Metastatic::Metastatic_Cervical_Carcinoma,GYN::Ovary,12
GYN::Vagina::Neoplastic::Epithelial::Precursor::Vaginal_Intraepithelial_Neoplasia_VaIN,GYN::Vagina,12
GYN::Vulva::Inflammatory::Miscellaneous::Plasmacytosis_Mucosae_Zoon,GYN::Vulva,12
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Paraganglioma_Jugulotympanic,HN,12
HN::Genetics::Cowden_Syndrome,HN,12
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Juvenile_Trabecular_Ossifying_Fibroma,HN,12
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Nasopalatine_Duct_Cyst,HN,12
HN::Oral_Cavity::Non_Neoplastic::Multifocal_Epithelial_Hyperplasia,HN,12
HN::Salivary_Gland::Benign_Tumor::Sebaceous_Adenoma,HN,12
Molecular::Concept::Indications::Early_Cancer_Detection,Molecular,12
Molecular::Heme::Myeloid::MDS_MPN_Overlap,Molecular,12
Molecular::Hereditary::Cardiovascular::Cardiomyopathy,Molecular,12
Molecular::Hereditary::Hematology::Hemochromatosis,Molecular,12
Neuro::Cyst::Rathke_Cleft_Cyst,Neuro,12
Neuro::Infection::Subacute_Sclerosing_Panencephalitis,Neuro,12
Neuro::Infection::Toxoplasmosis,Neuro,12
Neuro::Tumor::Astrocytic_Circumscribed::Subependymal_Giant_Cell_Astrocytoma,Neuro,12
Neuro::Tumor::Choroid_Plexus::Choroid_Plexus_Carcinoma,Neuro,12
Neuro::Tumor::Diffuse_Glioma::Pediatric_Low_Grade::Diffuse_Low_Grade_Glioma_MAPK_Pathway_Altered,Neuro,12
Neuro::Tumor::Meninges::Mesenchymal::Meningioangiomatosis,Neuro,12
Neuro::Tumor::Pineal::Pineocytoma,Neuro,12
Neuro::Vascular::Venous_Angioma,Neuro,12
Skin::Congenital_Structural::Cyst::Bronchogenic_Cyst,Skin,12
Skin::Congenital_Structural::Cyst::Cutaneous_Ciliated_Cyst,Skin,12
Skin::Congenital_Structural::Hamartoma::Nevus_Sebaceus_of_Jadassohn,Skin,12
Skin::Depositional_Metabolic::Nutritional::Pellagra,Skin,12
Skin::Disorders_of_Pigmentation::Becker_Nevus,Skin,12
Skin::Infectious::Fungal::Mucormycosis,Skin,12
Skin::Inflammatory::Interface::Benign_Lichenoid_Keratosis_LPLK,Skin,12
Skin::Inflammatory::Interface::Lupus_Erythematosus_Subacute_Cutaneous_SCLE,Skin,12
Skin::Inflammatory::Neutrophilic::Transient_Neonatal_Pustular_Melanosis,Skin,12
Skin::Neoplastic::Adnexal::Carcinoma::Eccrine_Ductal_Carcinoma,Skin,12
Skin::Neoplastic::Metastatic::Bladder,Skin,12
Skin::Neoplastic::Metastatic::Rete_Testis,Skin,12
Skin::Neoplastic::Soft_Tissue::Fibrous::Dermatomyofibroma,Skin,12
Skin::Neoplastic::Soft_Tissue::Fibrous::Desmoplastic_Fibroblastoma,Skin,12
Skin::Neoplastic::Soft_Tissue::Fibrous::Fibroepithelial_Polyps_Acrochordons,Skin,12
Skin::Neoplastic::Soft_Tissue::Fibrous::Juvenile_Hyaline_Fibromatosis,Skin,12
Skin::Neoplastic::Soft_Tissue::Vascular::Progressive_Lymphangioma,Skin,12
Skin::Neoplastic::Uncertain::Cellular_Neurothekeoma,Skin,12
Skin::Syndromes::Muir_Torre_Syndrome,Skin,12
Thorax_Mediastinum::Lung::Inflammatory::Interstitial::Nonspecific_Interstitial_Pneumonia_NSIP,Thorax_Mediastinum,12
BST::Bone::Chondrogenic::Benign::Subungual_Exostosis,BST,11
BST::Soft_Tissue::Adipocytic::Intermediate::Atypical_Spindle_Cell_Pleomorphic_Lipomatous_Tumor,BST,11
BST::Soft_Tissue::GIST_Visceral::Benign::Fibroepithelial_Stromal_Polyp,BST,11
BST::Soft_Tissue::Hematolymphoid::Malignant::Lymphoma_Of_Soft_Tissue,BST,11
BST::Soft_Tissue::Mesothelial::Malignant::Malignant_Mesothelioma,BST,11
BST::Soft_Tissue::Nerve_Sheath::Malignant::Malignant_Granular_Cell_Tumor,BST,11
BST::Soft_Tissue::Vascular::Benign::Glomeruloid_Hemangioma,BST,11
Breast::Congenital_Structural::Mechanical::Mammary_Duct_Ectasia,Breast,11
Cyto_Breast::Benign::Neoplasm::Fibromatosis,Cyto_Breast,11
Cyto_Breast::Malignant::Carcinoma::Adenoid_Cystic_Carcinoma,Cyto_Breast,11
Cyto_Breast::Malignant::Carcinoma::Lobular_Carcinoma_In_Situ_LCIS,Cyto_Breast,11
Cyto_Breast::Nipple_Discharge::Ductal_Carcinoma,Cyto_Breast,11
Cyto_Fluids::Malignant::Ovarian_Primary::Mucinous_Carcinoma,Cyto_Fluids,11
Cyto_GI_Tract::Stomach::Infectious::Helicobacter_Pylori,Cyto_GI_Tract,11
Cyto_GYN::Benign_Reactive::Organisms::Cytomegalovirus_CMV,Cyto_GYN,11
Cyto_GYN::Glandular::Carcinoma::Adenocarcinoma_Endocervical_Mesonephric,Cyto_GYN,11
Cyto_GYN::Glandular::Carcinoma::Adenosquamous_Carcinoma,Cyto_GYN,11
Cyto_Heme::Benign::Normal_Lymph_Node_Cytology,Cyto_Heme,11
Cyto_Heme::Malignant::B_Cell_Large::Primary_Mediastinal_Large_B_Cell_Lymphoma,Cyto_Heme,11
Cyto_Heme::Malignant::Metastatic::Small_Round_Blue_Cell_Tumor_Neuroblastoma,Cyto_Heme,11
Cyto_Kidney::Malignant::Pediatric::Rhabdoid_Tumor_Kidney,Cyto_Kidney,11
Cyto_Mediastinum::Benign::Cyst::Bronchogenic_Cyst,Cyto_Mediastinum,11
Cyto_Pancreatobiliary::Benign_Reactive::Contaminant::Duodenal_Epithelium,Cyto_Pancreatobiliary,11
Cyto_Pancreatobiliary::Benign_Reactive::Contaminant::Gastric_Epithelium_Foveolar,Cyto_Pancreatobiliary,11
Cyto_Pancreatobiliary::Category::Suspicious_For_Malignancy,Cyto_Pancreatobiliary,11
Cyto_Pancreatobiliary::Malignant::Biliary::Cholangiocarcinoma,Cyto_Pancreatobiliary,11
Cyto_Thoracic::Benign_Reactive::Epithelial::Repair_Atypia,Cyto_Thoracic,11
Cyto_Thoracic::Benign_Reactive::Epithelial::Reserve_Cell_Hyperplasia,Cyto_Thoracic,11
Cyto_Thyroid::Malignant::Papillary::Papillary_Thyroid_Carcinoma_Cystic,Cyto_Thyroid,11
Cyto_Urinary::Malignant::Metastatic::Metastatic_Renal_Cell_Carcinoma,Cyto_Urinary,11
GI::Stomach::Gastropathy::Vascular::Gastric_Antral_Vascular_Ectasia_GAVE,GI,11
GI::Syndrome::Polyposis::Adenomatous::Familial_Adenomatous_Polyposis_APC,GI,11
GU::Bladder::Non_Neoplastic::Urachal_Remnant,GU::Bladder,11
GU::Prostate::Squamous_Neoplasms::Prostatic_Stromal_Sarcoma,GU::Prostate,11
GU::Testis::Germ_Cell_Tumors::Mixed_Teratoma_and_Yolk_Sac_Tumor_Preprubertal_Type,GU::Testis,11
GU::Testis::Germ_Cell_Tumors::Regressed_Germ_Cell_Tumor,GU::Testis,11
GU::Testis::Neuroendocrine::Carcinoid_Tumor,GU::Testis,11
GU::Testis::Non_Neoplastic::Torsion_Infarction,GU::Testis,11
GU::Testis::Paratesticular::Liposarcoma,GU::Testis,11
GYN::Cervix::Neoplastic::Epithelial::Malignant::Adenoid_Basal_Carcinoma,GYN::Cervix,11
GYN::Uterus::Neoplastic::Mesenchymal::Benign::Intravenous_Leiomyomatosis,GYN::Uterus,11
GYN::Vagina::Neoplastic::Epithelial::Malignant::Clear_Cell_Carcinoma,GYN::Vagina,11
GYN::Vulva::Infectious::Bacterial::Syphilis,GYN::Vulva,11
GYN::Vulva::Inflammatory::Miscellaneous::Behcet_Disease,GYN::Vulva,11
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Cellular_Angiofibroma,GYN::Vulva,11
HN::Genetics::Familial_Adenomatous_Polyposis,HN,11
HN::Genetics::Tuberous_Sclerosis,HN,11
HN::Oropharynx::Carcinoma::Squamous_Cell_Carcinoma_HPV_Independent,HN,11
HN::Salivary_Gland::Malignant_Tumor::Carcinosarcoma,HN,11
HN::Salivary_Gland::Malignant_Tumor::Salivary_Gland_Carcinoma_NOS,HN,11
HN::Sinonasal::Carcinoma::HPV_Related_Multiphenotypic_Sinonasal_Carcinoma,HN,11
HN::Soft_Tissue::Smooth_Muscle::Angioleiomyoma,HN,11
Heme::Histiocytic_Dendritic_Cell::Plasmacytoid::Blastic_Plasmacytoid_Dendritic_Cell_Neoplasm,Heme,11
Heme::Mature_B_Cell::Large_B_Cell::Large_B_Cell_Lymphoma_With_IRF4_Rearrangement,Heme,11
Heme::Mature_B_Cell::Lymphoplasmacytic::Lymphoplasmacytic_Lymphoma,Heme,11
Heme::Myeloid_Sarcoma,Heme,11
Heme::Non_Neoplastic::Bone_Marrow::Renal_Osteodystrophy,Heme,11
Heme::Non_Neoplastic::Spleen::Lymphoid_Hyperplasia,Heme,11
Molecular::Concept::Informatics::Genomic_Databases_COSMIC_gnomAD_ClinVar,Molecular,11
Molecular::Concept::Quality::Validation_and_Verification,Molecular,11
Molecular::Concept::Variants::MSI_LOH_Clonality,Molecular,11
Neuro::Infection::Amebic_Encephalitis,Neuro,11
Neuro::Infection::Brain_Abscess,Neuro,11
Neuro::Tumor::Embryonal::CNS_Tumor_With_BCOR_Internal_Tandem_Duplication,Neuro,11
Neuro::Tumor::Ependymal::Subependymoma,Neuro,11
Neuro::Tumor::Germ_Cell::Mixed_Germ_Cell_Tumor,Neuro,11
Neuro::Tumor::Glioneuronal_Neuronal::Dysembryoplastic_Neuroepithelial_Tumor,Neuro,11
Neuro::Tumor::Glioneuronal_Neuronal::Extraventricular_Neurocytoma,Neuro,11
Neuro::Tumor::Lesions_Of_The_Sellar_Region::Pituitary_Adenoma_Pituitary_Neuroendocrine_Tumor::Plurihormonal_PIT1_Positive_Adenoma,Neuro,11
Neuro::Tumor::Melanocytic::Meningeal_Melanocytosis_And_Melanomatosis,Neuro,11
Neuro::Vascular::Cerebral_Amyloid_Pathology,Neuro,11
Skin::Disorders_of_Pigmentation::Hyperpigmentation::Melasma,Skin,11
Skin::Disorders_of_Pigmentation::Pityriasis_Alba,Skin,11
Skin::Hair_Shaft::Trichothiodystrophy,Skin,11
Skin::Infectious::Bacterial::Nocardiosis,Skin,11
Skin::Infectious::Parasitic::Tungiasis,Skin,11
Skin::Inflammatory::Alopecia::Frontal_Fibrosing_Alopecia,Skin,11
Skin::Inflammatory::Drug_Eruption::Immune_Checkpoint_Inhibitor_Reaction,Skin,11
Skin::Inflammatory::Spongiotic::Acute_Spongiotic_Dermatitis,Skin,11
Skin::Inflammatory::Spongiotic::Chronic_Spongiotic_Dermatitis_Lichen_Simplex,Skin,11
Skin::Inflammatory::Spongiotic::Dyshidrotic_Eczema_Pompholyx,Skin,11
Skin::Inflammatory::Spongiotic::Juvenile_Plantar_Dermatosis,Skin,11
Skin::Neoplastic::Hematolymphoid::Congenital_Self_Healing_Reticulohistiocytosis,Skin,11
Skin::Neoplastic::Metastatic::Esophageal,Skin,11
Skin::Neoplastic::Soft_Tissue::Fibrous::Myxofibrosarcoma,Skin,11
Skin::Neoplastic::Soft_Tissue::Neural::Neurothekeoma,Skin,11
Skin::Neoplastic::Soft_Tissue::Vascular::Acquired_Elastotic_Hemangioma,Skin,11
Skin::Neoplastic::Soft_Tissue::Vascular::Kaposiform_Hemangioendothelioma,Skin,11
Skin::Neoplastic::Soft_Tissue::Vascular::Malignant_Glomus_Tumor,Skin,11
Skin::Neoplastic::Soft_Tissue::Vascular::Unilateral_Nevoid_Telangiectasia,Skin,11
Skin::Neoplastic::Uncertain::Synovial_Sarcoma,Skin,11
BST::Bone::Osteogenic::Benign::Bone_Island_Enostosis,BST,10
BST::Bone::Osteogenic::Malignant::Osteosarcoma_High_Grade_Surface,BST,10
BST::Soft_Tissue::Congenital_Structural::Hamartoma::Glial_Heterotopia,BST,10
BST::Soft_Tissue::Congenital_Structural::Hamartoma::Neuromuscular_Choristoma,BST,10
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Proliferative_Myositis,BST,10
BST::Soft_Tissue::Vascular::Benign::Anastomosing_Hemangioma,BST,10
BST::Soft_Tissue::Vascular::Benign::Microvenular_Hemangioma,BST,10
Breast::Epithelial::Salivary_Tumors::Tall_Cell_Carcinoma_with_Reversed_Polarity,Breast,10
Breast::Genetics::Syndromes::CDH1_Associated_Breast_Cancer,Breast,10
Breast::Neoplastic::Mesenchymal::Benign::Angiolipoma,Breast,10
Breast::Neoplastic::Mesenchymal::Benign::Lipoma,Breast,10
Breast::Syndromes::BRCA1_BRCA2_Associated_Syndrome,Breast,10
Cyto_GYN::Glandular::Carcinoma::Adenocarcinoma_Extrauterine,Cyto_GYN,10
Cyto_Pancreatobiliary::Benign_Reactive::Inflammatory::Chronic_Pancreatitis,Cyto_Pancreatobiliary,10
Cyto_Salivary::Malignant::Mucoepidermoid_Carcinoma_Intermediate_Grade,Cyto_Salivary,10
Cyto_Soft_Tissue::Benign::Spindle_Cell::Hemangioma,Cyto_Soft_Tissue,10
Cyto_Soft_Tissue::Malignant::Round_Cell::Ewing_Sarcoma,Cyto_Soft_Tissue,10
Cyto_Soft_Tissue::Malignant::Spindle_Cell::Angiosarcoma,Cyto_Soft_Tissue,10
Cyto_Soft_Tissue::Malignant::Spindle_Cell::Leiomyosarcoma,Cyto_Soft_Tissue,10
Cyto_Thoracic::Malignant::Neuroendocrine::Carcinoid_Tumor_Atypical,Cyto_Thoracic,10
Cyto_Thyroid::Benign_Reactive::Follicular_Adenoma_Macrofollicular,Cyto_Thyroid,10
Cyto_Urinary::Benign::Normal_Urinary_Cytology,Cyto_Urinary,10
Cyto_Urinary::Pattern::Fibrovascular_Cores,Cyto_Urinary,10
Endo::Adrenal::Congenital_Structural::Cyst::Adrenal_Cyst,Endo,10
Endo::Adrenal::Neoplastic::Epithelial_Cortical::Precursor::Primary_Pigmented_Nodular_Adrenocortical_Disease,Endo,10
Endo::Syndromes::Other::McCune_Albright_Syndrome,Endo,10
GI::Esophagus::Metaplastic::Barrett::Esophageal_Barrett_Mucosa_High_Grade_Dysplasia,GI,10
GI::Small_Intestine::Inflammatory::Acute::Small_Intestinal_Pouchitis,GI,10
GI::Small_Intestine::Inflammatory::Injury::Small_Intestinal_Drug_Induced_Enteropathy_Olmesartan,GI,10
GI::Small_Intestine::Polyp::Hamartoma::Small_Intestinal_Brunner_Gland_Hamartoma,GI,10
GU::Bladder::Mesenchymal::Rhabdomyosarcoma,GU::Bladder,10
GU::Kidney::Medical_Kidney_Disease::End_Stage_Renal_Disease,GU::Kidney,10
GU::Kidney::Mesenchymal::Clear_Cell_Sarcoma_of_the_Kidney,GU::Kidney,10
GU::Kidney::Nephroblastic_Nephrogenic::Nephrogenic_Rests,GU::Kidney,10
GU::Kidney::Non_Neoplastic::Xanthogranulomatous_Pyelonephritis,GU::Kidney,10
GU::Kidney::Renal_cell::Multilocular_Cystic_Renal_Neoplasm_of_Low_Malignant_Potential,GU::Kidney,10
GU::Penis::Mesenchymal::Kaposi_Sarcoma,GU::Penis,10
GU::Prostate::Hematolymphoid::Lymphoma_Leukemia,GU::Prostate,10
GU::Prostate::Prostatitis::Acute_Inflammation_of_the_Prostate,GU::Prostate,10
GU::Prostate::Squamous_Neoplasms::Squamous_Cell_Carcinoma_of_the_Prostate,GU::Prostate,10
GU::Syndromes::Tuberous_Sclerosis,GU::Syndromes,10
GU::Testis::Germ_Cell_Tumors::Spermatocytic_Tumor,GU::Testis,10
GU::Testis::Metastatic::Metastatic_Tumors_To_Testis,GU::Testis,10
