tag,root,record_count
GYN::Ovary::Congenital_Structural::Physiologic::Pregnancy_Luteoma,GYN::Ovary,5
GYN::Peritoneum::Neoplastic::Mesenchymal::Intermediate::Solitary_Fibrous_Tumor,GYN::Peritoneum,5
GYN::Uterus::Neoplastic::Mesenchymal::Intermediate::Smooth_Muscle_Tumor_Uncertain_Potential,GYN::Uterus,5
GYN::Vagina::Congenital_Structural::Cyst::Vaginal_Cysts,GYN::Vagina,5
GYN::Vagina::Inflammatory::Chronic::Ligneous_Vaginitis,GYN::Vagina,5
GYN::Vagina::Inflammatory::Granulomatous::Malakoplakia,GYN::Vagina,5
GYN::Vulva::Inflammatory::Dermatosis::Allergic_Contact_Dermatitis,GYN::Vulva,5
GYN::Vulva::Neoplastic::Melanocytic::Benign::Mucosal_Melanotic_Macule,GYN::Vulva,5
GYN::Vulva::Normal_Histology::Heterotopia::Endometriosis,GYN::Vulva,5
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Middle_Ear_Adenocarcinoma,HN,5
HN::Genetics::Brooke_Spiegler_Syndrome,HN,5
HN::Odontogenic_Maxillofacial::Benign_Mixed::Primordial_Odontogenic_Tumor,HN,5
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Orthokeratinized_Odontogenic_Cyst,HN,5
HN::Salivary_Gland::Benign_Tumor::Keratocystoma,HN,5
HN::Salivary_Gland::Benign_Tumor::Sialolipoma,HN,5
HN::Sinonasal::Papilloma::Sinonasal_Papilloma_Exophytic,HN,5
Heme::Mature_B_Cell::Follicular::Primary_Cutaneous_Follicle_Center_Lymphoma,Heme,5
Heme::Mature_B_Cell::Large_B_Cell::EBV_Positive_Diffuse_Large_B_Cell_Lymphoma,Heme,5
Heme::Mature_B_Cell::Large_B_Cell::Intravascular_Large_B_Cell_Lymphoma,Heme,5
Heme::Mature_T_NK_Cell::Leukemia::T_Prolymphocytic_Leukemia,Heme,5
Heme::Myeloproliferative_Neoplasm::Chronic_Myeloid_Leukemia,Heme,5
Heme::Non_Neoplastic::Bone_Marrow::Paget_Disease,Heme,5
Heme::Non_Neoplastic::Erythrocyte::Diamond_Blackfan_Anemia,Heme,5
Molecular::Concept::Indications::Diagnostic_Testing,Molecular,5
Molecular::Hereditary::Metabolic::Cystic_Fibrosis,Molecular,5
Molecular::Solid::Gastrointestinal::Cholangiocarcinoma,Molecular,5
Neuro::Cyst::Ependymal_Cyst,Neuro,5
Neuro::Genetic_Syndrome::Neurofibromatosis_Type_2,Neuro,5
Neuro::Genetic_Syndrome::Von_Hippel_Lindau_Syndrome,Neuro,5
Neuro::Heme::Lymphoma::Lymphomatoid_Granulomatosis,Neuro,5
Neuro::Infection::CMV_Encephalitis,Neuro,5
Neuro::Non_Neoplastic::Development::Dysgenetic_Syndromes::Schwannomatosis,Neuro,5
Neuro::Non_Neoplastic::Malformation::Hypothalamic_Hamartoma,Neuro,5
Neuro::Tumor::Ependymal::Ependymoma::Clear_Cell_Ependymoma,Neuro,5
Neuro::Tumor::Ependymal::Ependymoma::Tanycytic_Ependymoma,Neuro,5
Neuro::Tumor::Glioneuronal_Neuronal::Diffuse_Glioneuronal_Tumor_With_Oligodendroglioma_like_Features_And_Nuclear_Clusters,Neuro,5
Neuro::Tumor::Mesenchymal_Non_Meningothelial::Bone::Osteosarcoma,Neuro,5
Neuro::Tumor::Mesenchymal_Non_Meningothelial::Inflammatory_Myofibroblastic_Tumor,Neuro,5
Neuro::Tumor::Nerve::Hybrid_Nerve_Sheath_Tumor,Neuro,5
Skin::Congenital_Structural::Cyst::Hybrid,Skin,5
Skin::Congenital_Structural::Cyst::Thymic_Cyst,Skin,5
Skin::Congenital_Structural::Genodermatosis::Genodermatosis_Overview_NOS,Skin,5
Skin::Congenital_Structural::Genodermatosis::Incontinentia_Pigmenti_Achromians,Skin,5
Skin::Depositional_Metabolic::Nutritional::Scurvy,Skin,5
Skin::Depositional_Metabolic::Pigment::Drug_Induced_Pigmentation,Skin,5
Skin::Hair_Shaft::Trichorrhexis_Nodosa,Skin,5
Skin::Infectious::Fungal::Cryptococcosis_Cutaneous,Skin,5
Skin::Infectious::Parasitic::Scabies_Sarcoptes_Scabiei,Skin,5
Skin::Infectious::Viral::COVID_19_Cutaneous_Manifestations,Skin,5
Skin::Inflammatory::Adnexal::Chloracne,Skin,5
Skin::Inflammatory::Drug_Eruption::Lymphomatoid_Drug_Eruption,Skin,5
Skin::Inflammatory::Interface::Interface_Dermatitis_HIV,Skin,5
Skin::Inflammatory::Photosensitivity::Chronic_Actinic_Dermatitis,Skin,5
Skin::Inflammatory::Psoriasiform::Biologic_induced_psoriasiform_dermatitis,Skin,5
Skin::Inflammatory::Spongiotic::Id_Reaction_Autoeczematization,Skin,5
Skin::Inflammatory::Vasculitis::Rheumatoid_Vasculitis,Skin,5
Skin::Neoplastic::Adnexal::Eccrine::Syringofibroadenoma_of_Mascaro,Skin,5
Skin::Neoplastic::Adnexal::Nail::Ungual_Fibrokeratoma,Skin,5
Skin::Neoplastic::Epidermal::Benign::Epidermolytic_Acanthoma,Skin,5
Skin::Neoplastic::Epidermal::Benign::Large_Cell_Acanthoma,Skin,5
Skin::Neoplastic::Epidermal::Benign::Lichen_Planus_Like_Keratosis,Skin,5
Skin::Neoplastic::Epidermal::Malignant::Squamous_Cell_Carcinoma_Clear_Cell,Skin,5
Skin::Neoplastic::Hematolymphoid::Extramedullary_Hematopoiesis,Skin,5
Skin::Neoplastic::Hematolymphoid::Granulomatous_Slack_Skin,Skin,5
Skin::Neoplastic::Hematolymphoid::T_Prolymphocytic_Leukemia_Cutaneous,Skin,5
Skin::Neoplastic::Melanocytic::Benign::Unna_Nevus,Skin,5
Skin::Neoplastic::Melanocytic::Malignant::Melanoma_Spitzoid,Skin,5
Skin::Neoplastic::Metastatic::Metastatic_Lung_Carcinoma,Skin,5
Skin::Neoplastic::Soft_Tissue::Fibrous::Cutaneous_Acral_Fibromyxoma,Skin,5
Skin::Neoplastic::Soft_Tissue::Neural::Dermal_Nerve_Sheath_Myxoma,Skin,5
Skin::Neoplastic::Soft_Tissue::Neural::Ectopic_Meningioma,Skin,5
Skin::Neoplastic::Soft_Tissue::Vascular::Cutaneous_Epithelioid_Angiomatous_Nodule,Skin,5
Thorax_Mediastinum::Lung::Inflammatory::Lymphocytic::Lymphoid_Interstitial_Pneumonia_LIP,Thorax_Mediastinum,5
Thorax_Mediastinum::Lung::Inflammatory::Obstructive::Emphysema,Thorax_Mediastinum,5
Thorax_Mediastinum::Lung::Inflammatory::Vascular::Pulmonary_Hypertension,Thorax_Mediastinum,5
BST::Bone::Congenital_Structural::Malformation::Melorheostosis,BST,4
BST::Soft_Tissue::Adipocytic::Benign::Myelolipoma,BST,4
BST::Soft_Tissue::Depositional_Metabolic::Deposition::Crystal_Storing_Histiocytosis,BST,4
BST::Soft_Tissue::Fibroblastic::Benign::Sclerotic_Fibroma,BST,4
BST::Soft_Tissue::Fibroblastic::Malignant::Solitary_Fibrous_Tumor_Malignant,BST,4
BST::Soft_Tissue::Smooth_Muscle::Malignant::Inflammatory_Leiomyosarcoma,BST,4
BST::Syndromes::Predisposition::Skeletal::McCune_Albright_Syndrome,BST,4
Breast::Congenital_Structural::Mechanical::Implant_Pathology_NOS,Breast,4
Breast::Epithelial::Radial_Scar_complex_sclerosing_lesion,Breast,4
Breast::Epithelial::Salivary_Tumors::Polymorphous_Adenocarcinoma,Breast,4
Breast::Genetics::Syndromes::Neurofibromatosis_Type_1,Breast,4
Breast::Inflammatory::Foreign_Body::Silicone_Mastitis,Breast,4
Breast::Neoplastic::Epithelial::Benign::Apocrine_Adenosis,Breast,4
Breast::Neoplastic::Epithelial::Benign::Lactating_Adenoma,Breast,4
Breast::Neoplastic::Epithelial::Malignant::Tubulolobular_Carcinoma,Breast,4
Breast::Neoplastic::Mesenchymal::Benign::Angiomatosis,Breast,4
Cyto_Breast::Benign::Non_Neoplastic::Gynecomastia,Cyto_Breast,4
Cyto_Breast::Inflammatory::Radiation_Changes,Cyto_Breast,4
Cyto_Breast::Pattern::Small_Cohesive_Fragments_Bipolar_Nuclei,Cyto_Breast,4
Cyto_Derm::Malignant::Cutaneous_Lymphoma,Cyto_Derm,4
Cyto_Fluids::Infectious::Viral::Herpes_Simplex_Virus_HSV,Cyto_Fluids,4
Cyto_Fluids::Malignant::Metastatic::Adenocarcinoma_Breast_Ductal,Cyto_Fluids,4
Cyto_Fluids::Pattern::Single_Cell_Population,Cyto_Fluids,4
Cyto_GI_Tract::Esophagus::Malignant::Small_Cell_Neuroendocrine_Carcinoma,Cyto_GI_Tract,4
Cyto_GYN::Benign_Reactive::Organisms::Candida_Glabrata_Torulopsis,Cyto_GYN,4
Cyto_GYN::Squamous::Keratinizing_Dysplasia,Cyto_GYN,4
Cyto_Heme::Malignant::Thymic::Thymoma,Cyto_Heme,4
Cyto_Kidney::Benign_Neoplasm::Angiomyolipoma_Classic,Cyto_Kidney,4
Cyto_Mediastinum::Benign::Cyst::Thymic_Cyst,Cyto_Mediastinum,4
Cyto_Mediastinum::Malignant::Lymphoid::T_Lymphoblastic_Lymphoma,Cyto_Mediastinum,4
Cyto_Mediastinum::Pattern::Necrosis,Cyto_Mediastinum,4
Cyto_Neuro::Malignant::Glioma::Ependymoma,Cyto_Neuro,4
Cyto_Neuro::Malignant::Heme::Leukemia_Acute_Lymphoblastic_ALL,Cyto_Neuro,4
Cyto_Salivary::Malignant::Metastasis_To_Salivary_Gland_Melanoma,Cyto_Salivary,4
Cyto_Salivary::Malignant::Small_Cell_Carcinoma_Primary,Cyto_Salivary,4
Cyto_Soft_Tissue::STNUMP::Spindle_Cell::PEComa,Cyto_Soft_Tissue,4
Cyto_Thoracic::Benign_Reactive::Inflammatory::Organizing_Pneumonia,Cyto_Thoracic,4
Cyto_Thoracic::Malignant::Sarcoma::Thoracic_SMARCA4_Deficient_Undifferentiated_Tumor,Cyto_Thoracic,4
Cyto_Thyroid::Malignant::Follicular::Follicular_Thyroid_Carcinoma_Widely_Invasive,Cyto_Thyroid,4
Cyto_Thyroid::Malignant::Lymphoma::Lymphoma_Thyroid_MALT,Cyto_Thyroid,4
Cyto_Thyroid::Malignant::Other::Carcinoma_Showing_Thymus_Like_Differentiation_CASTLE,Cyto_Thyroid,4
Cyto_Thyroid::Malignant::Papillary::Papillary_Thyroid_Carcinoma_Macrofollicular,Cyto_Thyroid,4
Cyto_Urinary::Benign_Reactive::Treatment_Effect::Chemotherapy_Effect_Cyclophosphamide,Cyto_Urinary,4
Endo::Skin::Neoplastic::Neuroendocrine::Malignant::Merkel_Cell_Carcinoma,Endo,4
Endo::Syndromes::Other::Carney_Complex,Endo,4
Endo::Syndromes::Other::Von_Hippel_Lindau_Syndrome,Endo,4
Endo::Thyroid::Inflammatory::Fibrosing::IgG4_Related_Thyroid_Disease,Endo,4
Endo::Thyroid::Nonneoplastic::Reactive::Pigments_And_Crystals,Endo,4
Eye_Orbit::Soft_Tissue::Uncertain_Derivation::Alveolar_Soft_Part_Sarcoma,Eye_Orbit,4
GI::Appendix::Inflammatory::Chronic_Granulomatous::Appendiceal_Granulomatous_Appendicitis_NOS,GI,4
GI::Appendix::Neoplastic::Polyp::Appendiceal_Hyperplastic_Polyp,GI,4
GI::Esophagus::Heterotopia::Esophageal_Sebaceous_Heterotopia,GI,4
GI::Esophagus::Neoplastic::Carcinoma::Esophageal_Undifferentiated_Carcinoma,GI,4
GI::Hematolymphoid::Reactive::EBV_Positive_Mucocutaneous_Ulcer,GI,4
GI::Liver::Neoplastic::Neuroendocrine::Hepatic_Neuroendocrine_Neoplasm,GI,4
GI::Mesenchymal::Adipocytic::Liposarcoma,GI,4
GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_MiNEN_Mixed_Neuroendocrine_Nonneuroendocrine_Neoplasm,GI,4
GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_NET::Gastrinoma,GI,4
GI::Small_Intestine::Congenital_Structural::Structural::Small_Intestinal_Meckel_Diverticulum,GI,4
GI::Syndrome::Polyposis::Adenomatous::MUTYH_Associated_Polyposis_MUTYH,GI,4
GU::Bladder::Infectious::Schistosomiasis,GU::Bladder,4
GU::Kidney::Infectious::Renal_Tuberculosis,GU::Kidney,4
GU::Kidney::Medical_Kidney_Disease::Tubulointerstitial::Interstitial_Nephritis,GU::Kidney,4
GU::Prostate::Benign::Xanthoma,GU::Prostate,4
GU::Prostate::Inflammatory::Amyloid,GU::Prostate,4
GYN::Cervix::Congenital_Structural::Cyst::Nabothian_Cyst,GYN::Cervix,4
GYN::Cervix::Neoplastic::Epithelial::Malignant::HPV_Associated_Adenosquamous_Carcinoma,GYN::Cervix,4
GYN::Fallopian_Tube::Neoplastic::Mesothelial::Benign::Adenomatoid_Tumor,GYN::Fallopian_Tube,4
GYN::Ovary::Neoplastic::Epithelial::Benign::Endometrioid_Tumor_Benign,GYN::Ovary,4
GYN::Uterus::Neoplastic::Miscellaneous::Malignant::Wilms_Tumor,GYN::Uterus,4
GYN::Vulva::Infectious::Parasitic::Scabetic_Infestations,GYN::Vulva,4
GYN::Vulva::Inflammatory::Acute::Hidradenitis_Suppurativa,GYN::Vulva,4
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Superficial_Angiomyxoma,GYN::Vulva,4
HN::Ear_Temporal_Bone::External_Auditory_Canal::Cystic_Chondromalacia,HN,4
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Middle_Ear_Squamous_Cell_Carcinoma,HN,4
HN::Neck_Lymph_Node::Tumor::Branchioma,HN,4
HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Tumor::Ectopic_Pituitary_Adenoma,HN,4
HN::Odontogenic_Maxillofacial::Benign_Bone_Cartilage::Chondromyxoid_Fibroma,HN,4
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Familial_Gigantiform_Cementoma,HN,4
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Segmental_Odontomaxillary_Dysplasia,HN,4
HN::Odontogenic_Maxillofacial::Malignant::Odontogenic_Sarcoma,HN,4
HN::Salivary_Gland::Malignant_Tumor::Sclerosing_Microcystic_Adenocarcinoma,HN,4
HN::Sinonasal::Hamartoma::Seromucinous_Hamartoma,HN,4
Heme::Mature_B_Cell::Large_B_Cell::Lymphomatoid_Granulomatosis,Heme,4
Heme::Mature_B_Cell::Large_B_Cell::Primary_Cutaneous_Diffuse_Large_B_Cell_Lymphoma_Leg_Type,Heme,4
Heme::Non_Neoplastic::Erythrocyte::Hereditary_Spherocytosis,Heme,4
Heme::Non_Neoplastic::Lymph_Node::Dermatopathic_Lymphadenopathy,Heme,4
Heme::Tumor_Like_T_Cell::Autoimmune_Lymphoproliferative_Syndrome,Heme,4
Molecular::Concept::Preanalytic::Fixation_FFPE_Stability,Molecular,4
Molecular::Concept::Therapy::Gene_Modifying_CFTR_DMD_SMA,Molecular,4
Molecular::Heme::Myeloid::Eosinophilia_PDGFRA_B,Molecular,4
Molecular::Hereditary::Cell_cycle::RB_Pathway::Multiple_Endocrine_Neoplasia_Type_4_CDKN1B,Molecular,4
Molecular::Hereditary::DNA_Repair::Base_Excision_Repair::MBD4_Associated_Neoplasia_Syndrome_MBD4,Molecular,4
Molecular::Hereditary::DNA_Repair::Mismatch_Repair::Constitutional_Mismatch_Repair_Deficiency_CMMRD_MLH1_PMS2_MSH2_MSH6,Molecular,4
Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Chromatin_Remodeling_Pathway::Rhabdoid_Tumor_Predisposition_Syndrome_SMARCB1_SMARCA4,Molecular,4
Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Histone_and_DNA_Methylation::Enchondromatosis_IDH1_IDH2,Molecular,4
Molecular::Hereditary::Growth_Factor::Growth_Factor_Receptors::Hereditary_Neuroblastoma_ALK_PHOX2B,Molecular,4
Molecular::Hereditary::Growth_Factor::RAS_MAPK_Pathway::NF2_Related_Schwannomatosis_NF2,Molecular,4
Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Hereditary_Gastric_and_Breast_Cancer_Syndrome_CDH1_CTNNA1,Molecular,4
Molecular::Hereditary::Growth_Factor::mTOR_and_PI3K_Pathway::PTEN_Hamartoma_Tumor_Syndrome_PTEN,Molecular,4
Molecular::Infectious::Concept::Molecular_Epidemiology,Molecular,4
Molecular::Solid::Colorectal::Lynch_Syndrome_Tumor,Molecular,4
Molecular::Technique::Electrophoresis::Capillary_Electrophoresis,Molecular,4
Molecular::Technique::Enzymatic::Restriction_Enzyme_Digestion,Molecular,4
Molecular::Technique::Identity::Chimerism_Analysis,Molecular,4
Molecular::Technique::Identity::Forensic_Applications,Molecular,4
Neuro::Concept::IHC::GFAP,Neuro,4
Neuro::Cyst::Arachnoid_Cyst,Neuro,4
Neuro::Heme::Lymphoma::Lymphomatosis_Cerebri,Neuro,4
Neuro::Infection::Acute_Viral_Infections::West_Nile_Encephalitis,Neuro,4
Neuro::Tumor::Diffuse_Glioma::Gliomatosis_Cerebri,Neuro,4
Neuro::Tumor::Embryonal::CNS_Neuroblastoma_FOXR2_activated,Neuro,4
Neuro::Tumor::Ependymal::Supratentorial_Ependymoma,Neuro,4
Neuro::Tumor::Glioneuronal_Neuronal::Papillary_Glioneuronal_Tumor,Neuro,4
Neuro::Tumor::Lesions_Of_The_Sellar_Region::Pituitary_Adenoma_Pituitary_Neuroendocrine_Tumor::Null_Cell_Adenoma,Neuro,4
Neuro::Tumor::MesenchymalTumors::Hemangioma,Neuro,4
Neuro::Tumor::Metastatic::Meningeal_Carcinomatosis,Neuro,4
Neuro::Tumor::Metastatic::Metastases_To_The_Meninges,Neuro,4
Neuro::Tumor::Pineal::Papillary_Tumor_Of_The_Pineal_Region,Neuro,4
Neuro::Tumor::Pineal::Pineal_Parenchymal_Tumor_Of_Intermediate_Differentiation,Neuro,4
Skin::Inflammatory::Adnexal::Dissecting_Cellulitis_Scalp,Skin,4
Skin::Inflammatory::Alopecia::Traction_Alopecia,Skin,4
Skin::Inflammatory::Blistering::Bullous_Lichen_Sclerosus,Skin,4
Skin::Inflammatory::Dermal_Sclerosing::Keloid,Skin,4
Skin::Inflammatory::Psoriasiform::Dyshidrotic_dermatitis,Skin,4
Skin::Inflammatory::Vasculitis::Cryoglobulinemic_Vasculitis,Skin,4
Skin::Inflammatory::Vasculitis::Microscopic_Polyangiitis,Skin,4
Skin::Inflammatory::Vasculitis::Thromboangiitis_Obliterans_Buerger,Skin,4
Skin::Neoplastic::Adnexal::Eccrine::Cutaneous_Mixed_Tumor,Skin,4
Skin::Neoplastic::Adnexal::Eccrine::Malignant_Mixed_Tumor,Skin,4
Skin::Neoplastic::Adnexal::Eccrine::Papillary_Eccrine_Adenoma,Skin,4
Skin::Neoplastic::Adnexal::Eccrine::Secretory_Carcinoma,Skin,4
Skin::Neoplastic::Adnexal::Follicular::Basaloid_Follicular_Hamartoma,Skin,4
Skin::Neoplastic::Adnexal::Follicular::Trichoblastic_Carcinoma,Skin,4
Skin::Neoplastic::Epidermal::Malignant::Basosquamous_Carcinoma,Skin,4
Skin::Neoplastic::Melanocytic::Benign::Nevus_Spilus,Skin,4
Skin::Neoplastic::Melanocytic::Malignant::Pigmented_Epithelioid_Melanocytoma_Animal_Type,Skin,4
Skin::Neoplastic::Metastatic::Metastases_to_skin,Skin,4
Skin::Neoplastic::Metastatic::Metastatic_Skin_Tumors_Overview,Skin,4
Skin::Neoplastic::Soft_Tissue::Adipocytic::Chondroid_Lipoma,Skin,4
Skin::Neoplastic::Soft_Tissue::Fibrous::Aneurysmal_Fibrous_Histiocytoma,Skin,4
Skin::Neoplastic::Soft_Tissue::Fibrous::Calcifying_Aponeurotic_Fibroma,Skin,4
Skin::Neoplastic::Soft_Tissue::Malignant::Rhabdomyosarcoma,Skin,4
Thorax_Mediastinum::Lung::Inflammatory::Airways::Respiratory_Bronchiolitis,Thorax_Mediastinum,4
BST::Bone::Chondrogenic::Benign::Osteochondromyxoma,BST,3
BST::Soft_Tissue::Nerve_Sheath::Benign::Hybrid_Nerve_Sheath_Tumor,BST,3
BST::Soft_Tissue::Nerve_Sheath::Malignant::Malignant_Melanotic_Nerve_Sheath_Tumor,BST,3
BST::Soft_Tissue::Skeletal_Muscle::Malignant::Ectomesenchymoma,BST,3
BST::Soft_Tissue::Vascular::Benign::Hemangioma_Arteriovenous,BST,3
Breast::Epithelial::Ductal_Adenoma,Breast,3
Breast::Epithelial::Ductal_Carcinoma::Cribriform_Carcinoma,Breast,3
Breast::Epithelial::Ductal_Carcinoma::Tubular_Carcinoma,Breast,3
Breast::Epithelial::Lactating_Adenoma,Breast,3
Breast::Epithelial::Microglandular_Adenosis,Breast,3
Breast::Epithelial::Salivary_Tumors::Acinic_Cell_Carcinoma,Breast,3
Breast::Epithelial::Salivary_Tumors::Mucoepidermoid_Carcinoma,Breast,3
Breast::Epithelial::Usual_Ductal_Hyperplasia,Breast,3
Breast::Hematolymphoid_Tumors::Lymphoma::Diffuse_Large_B_Cell_Lymphoma,Breast,3
Breast::Inflammatory::Fibrosing::IgG4_Related_Sclerosing_Mastitis,Breast,3
Breast::Inflammatory::Granulomatous::Sarcoidosis,Breast,3
Breast::Mesenchymal::Fibroblastic_Tumors::Myofibroblastoma,Breast,3
Breast::Mesenchymal::Nerve_Tumors::Granular_Cell_Tumor,Breast,3
Breast::Mesenchymal::Smooth_Tumors::Leiomyoma,Breast,3
Breast::Mesenchymal::Vascular_Tumors::Atypical_Vascular_Lesions,Breast,3
Breast::Neoplastic::Epithelial::Benign::Cystic_Hypersecretory_Lesion,Breast,3
Breast::Neoplastic::Epithelial::Benign::Pleomorphic_Adenoma,Breast,3
Breast::Neoplastic::Mesenchymal::Benign::Lymphangioma,Breast,3
Breast::Neoplastic::Mesenchymal::Benign::Neurofibroma,Breast,3
Cyto_Derm::Benign::Trichilemmoma,Cyto_Derm,3
Cyto_Fluids::Benign_Reactive::Hemorrhage_Subarachnoid,Cyto_Fluids,3
Cyto_Fluids::Benign_Reactive::Inflammatory::Rheumatoid_Pleuritis,Cyto_Fluids,3
Cyto_Fluids::Infectious::Fungal::Cryptococcal_Meningitis,Cyto_Fluids,3
Cyto_Fluids::Malignant::Germ_Cell::Seminoma,Cyto_Fluids,3
Cyto_Fluids::Malignant::Heme::Lymphoma_Hodgkin,Cyto_Fluids,3
Cyto_Fluids::Malignant::Ovarian_Primary::High_Grade_Serous_Carcinoma,Cyto_Fluids,3
Cyto_Fluids::Specimen_Type::Ovarian_Cyst_FNA,Cyto_Fluids,3
Cyto_GI_Tract::Anal_Canal::Benign_Precursor::High_Grade_Squamous_Intraepithelial_Lesion_HSIL,Cyto_GI_Tract,3
Cyto_GI_Tract::Esophagus::Benign_Reactive::Radiation_Changes,Cyto_GI_Tract,3
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Keratotic_Changes_Hyperkeratosis,Cyto_GYN,3
Cyto_GYN::Glandular::Carcinoma::Clear_Cell_Carcinoma_DES_Associated,Cyto_GYN,3
Cyto_GYN::Glandular::Carcinoma::Paget_Disease_Vulva,Cyto_GYN,3
Cyto_GYN::Malignant_Other::Lymphoma_Non_Hodgkin,Cyto_GYN,3
Cyto_GYN::Squamous::Squamous_Cell_Carcinoma_Papillary,Cyto_GYN,3
Cyto_Head_Neck::Benign::Ectopic_Cervical_Thymic_Tissue,Cyto_Head_Neck,3
Cyto_Head_Neck::Benign::Fibromatosis_Colli,Cyto_Head_Neck,3
Cyto_Head_Neck::Malignant::Squamous_Cell_Carcinoma_Non_HPV,Cyto_Head_Neck,3
Cyto_Heme::Malignant::Histiocytic_Dendritic::Follicular_Dendritic_Cell_Sarcoma,Cyto_Heme,3
Cyto_Heme::Malignant::Lymphoblastic::B_Lymphoblastic_Leukemia_Lymphoma,Cyto_Heme,3
Cyto_Heme::Malignant::Splenic::Splenic_B_Cell_Lymphoma_NOS,Cyto_Heme,3
Cyto_Heme::Malignant::T_NK_Cell::Mycosis_Fungoides_Sezary_Syndrome,Cyto_Heme,3
Cyto_Heme::Pattern::Dispersed_Hypocellular,Cyto_Heme,3
Cyto_Heme::Pattern::Hypocellular_Mixed_Dispersed_Tissue_Fragments,Cyto_Heme,3
Cyto_Liver::Benign_Reactive::Hepatocellular::Viral_Hepatitis_Changes,Cyto_Liver,3
Cyto_Liver::Malignant::Hepatocellular::Hepatocellular_Carcinoma_Well_Differentiated,Cyto_Liver,3
Cyto_Mediastinum::Malignant::Thymic::Thymoma_Type_B2,Cyto_Mediastinum,3
Cyto_Neuro::Benign_Reactive::Inflammatory::Pleocytosis_Eosinophilic,Cyto_Neuro,3
Cyto_Pancreatobiliary::Benign_Neoplasm::Lymphangioma,Cyto_Pancreatobiliary,3
Cyto_Pancreatobiliary::Malignant::Neuroendocrine::Neuroendocrine_Tumor_G3,Cyto_Pancreatobiliary,3
Cyto_Retroperitoneum::Malignant::Sarcoma::Gastrointestinal_Stromal_Tumor_GIST,Cyto_Retroperitoneum,3
Cyto_Salivary::Malignant::Lymphoma_Diffuse_Large_B_Cell,Cyto_Salivary,3
Cyto_Salivary::Malignant::Lymphoma_MALT,Cyto_Salivary,3
Cyto_Salivary::Non_Neoplastic::Nodular_Oncocytic_Hyperplasia,Cyto_Salivary,3
Cyto_Salivary::Non_Neoplastic::Sialadenosis,Cyto_Salivary,3
Cyto_Soft_Tissue::Malignant::Epithelioid::Alveolar_Soft_Part_Sarcoma,Cyto_Soft_Tissue,3
Cyto_Thoracic::Benign_Reactive::Epithelial::Radiation_Chemotherapy_Effect,Cyto_Thoracic,3
Cyto_Thoracic::Malignant::Carcinoma::Squamous_Cell_Carcinoma_Basaloid,Cyto_Thoracic,3
Cyto_Thyroid::Benign_Reactive::Follicular_Adenoma_Microfollicular,Cyto_Thyroid,3
Cyto_Thyroid::Benign_Reactive::Radiation_Changes,Cyto_Thyroid,3
Cyto_Thyroid::Malignant::Anaplastic::Anaplastic_Thyroid_Carcinoma_Spindle_Cell,Cyto_Thyroid,3
Cyto_Thyroid::Malignant::Metastatic::Metastasis_To_Thyroid_Lung,Cyto_Thyroid,3
Cyto_Thyroid::Malignant::Other::Secretory_Carcinoma_MASC,Cyto_Thyroid,3
Cyto_Thyroid::Malignant::Other::Spindle_Epithelial_Tumor_Thymus_Like_SETTLE,Cyto_Thyroid,3
Cyto_Thyroid::Malignant::Other::Squamous_Cell_Carcinoma_Primary,Cyto_Thyroid,3
Cyto_Urinary::Benign_Reactive::Reactive_Urothelial_Cells,Cyto_Urinary,3
Cyto_Urinary::Category::Nondiagnostic_Unsatisfactory,Cyto_Urinary,3
Cyto_Urinary::Concept::Indications_for_Urinary_Cytology,Cyto_Urinary,3
Cyto_Urinary::Infectious::Viral::Polyomavirus_Decoy_Cells,Cyto_Urinary,3
Cyto_Urinary::Malignant::Metastatic::Metastatic_Breast_Carcinoma,Cyto_Urinary,3
Cyto_Urinary::Malignant::Metastatic_Prostate_Adenocarcinoma,Cyto_Urinary,3
Cyto_Urinary::Malignant::Non_Urothelial::Adenocarcinoma_Primary_Bladder,Cyto_Urinary,3
Cyto_Urinary::Neoplastic::Urothelial::Low_Grade_Papillary_Urothelial_Carcinoma,Cyto_Urinary,3
Endo::Thyroid::Neoplastic::Hematolymphoid::Malignant::Langerhans_Cell_Histiocytosis,Endo,3
Eye_Orbit::Optic_Disc_Optic_Nerve::Malformation::Optic_Nerve_Choristoma,Eye_Orbit,3
Eye_Orbit::Optic_Disc_Optic_Nerve::Neural_Tumors::Optic_Nerve_Glioma,Eye_Orbit,3
GI::Esophagus::Congenital_Structural::Mechanical::Achalasia_Disorder,GI,3
GI::Esophagus::Metaplastic::Squamous::Esophageal_Epidermoid_Metaplasia,GI,3
