canonical_tag,display_label,root_id,root_label,subcategory_label,provenance,study_query,dedupe_key,merged_alias_count,merged_alias_tags
Cyto_GYN::Squamous::Squamous_Cell_Carcinoma_Papillary,Squamous_Cell_Carcinoma_Papillary,cyto,Cytopathology,Cyto_GYN,abpath,Squamous Cell Carcinoma Papillary cytology,cyto::squamous_cell_carcinoma_papillary,0,
Cyto_GYN::Squamous::Squamous_Cell_Carcinoma_Sarcomatoid,Squamous_Cell_Carcinoma_Sarcomatoid,cyto,Cytopathology,Cyto_GYN,abpath,Squamous Cell Carcinoma Sarcomatoid cytology,cyto::squamous_cell_carcinoma_sarcomatoid,0,
Cyto_GYN::Squamous::Squamous_Cell_Carcinoma_Verrucous,Squamous_Cell_Carcinoma_Verrucous,cyto,Cytopathology,Cyto_GYN,abpath,Squamous Cell Carcinoma Verrucous cytology,cyto::squamous_cell_carcinoma_verrucous,0,
Cyto_GYN::Squamous::Vaginal_Intraepithelial_Neoplasia_VaIN,Vaginal_Intraepithelial_Neoplasia_VaIN,cyto,Cytopathology,Cyto_GYN,abpath,Vaginal Intraepithelial Neoplasia VaIN cytology,cyto::vaginal_intraepithelial_neoplasia_vain,0,
Cyto_GYN::Squamous::Vulvar_Intraepithelial_Neoplasia_VIN_Classic_Warty_Basaloid,Vulvar_Intraepithelial_Neoplasia_VIN_Classic_Warty_Basaloid,cyto,Cytopathology,Cyto_GYN,abpath,Vulvar Intraepithelial Neoplasia VIN Classic Warty Basaloid cytology,cyto::vulvar_intraepithelial_neoplasia_vin_classic_warty_basaloid,0,
Cyto_GYN::Squamous::Vulvar_Intraepithelial_Neoplasia_VIN_Differentiated,Vulvar_Intraepithelial_Neoplasia_VIN_Differentiated,cyto,Cytopathology,Cyto_GYN,abpath,Vulvar Intraepithelial Neoplasia VIN Differentiated cytology,cyto::vulvar_intraepithelial_neoplasia_vin_differentiated,0,
Cyto_Head_Neck::Benign::Ameloblastoma,Ameloblastoma,cyto,Cytopathology,Cyto_Head_Neck,abpath,Ameloblastoma cytology,cyto::ameloblastoma,0,
Cyto_Head_Neck::Benign::Benign_Epithelial_Neoplasm,Benign_Epithelial_Neoplasm,cyto,Cytopathology,Cyto_Head_Neck,abpath,Benign Epithelial Neoplasm cytology,cyto::benign_epithelial_neoplasm,0,
Cyto_Head_Neck::Benign::Benign_Salivary_Gland_Neoplasm,Benign_Salivary_Gland_Neoplasm,cyto,Cytopathology,Cyto_Head_Neck,abpath,Benign Salivary Gland Neoplasm cytology,cyto::benign_salivary_gland_neoplasm,0,
Cyto_Head_Neck::Benign::Branchial_Cleft_Cyst,Branchial_Cleft_Cyst,cyto,Cytopathology,Cyto_Head_Neck,abpath,Branchial Cleft Cyst cytology,cyto::branchial_cleft_cyst,0,
Cyto_Head_Neck::Benign::Carotid_Body_Tumor_Paraganglioma,Carotid_Body_Tumor_Paraganglioma,cyto,Cytopathology,Cyto_Head_Neck,abpath,Carotid Body Tumor Paraganglioma cytology,cyto::carotid_body_tumor_paraganglioma,0,
Cyto_Head_Neck::Benign::Cervical_Rib,Cervical_Rib,cyto,Cytopathology,Cyto_Head_Neck,abpath,Cervical Rib cytology,cyto::cervical_rib,0,
Cyto_Head_Neck::Benign::Chondroma_Hyoid,Chondroma_Hyoid,cyto,Cytopathology,Cyto_Head_Neck,abpath,Chondroma Hyoid cytology,cyto::chondroma_hyoid,0,
Cyto_Head_Neck::Benign::Ectopic_Cervical_Thymic_Tissue,Ectopic_Cervical_Thymic_Tissue,cyto,Cytopathology,Cyto_Head_Neck,abpath,Ectopic Cervical Thymic Tissue cytology,cyto::ectopic_cervical_thymic_tissue,0,
Cyto_Head_Neck::Benign::Ectopic_Parathyroid_Tissue,Ectopic_Parathyroid_Tissue,cyto,Cytopathology,Cyto_Head_Neck,abpath,Ectopic Parathyroid Tissue cytology,cyto::ectopic_parathyroid_tissue,0,
Cyto_Head_Neck::Benign::Ectopic_Thymic_Tissue,Ectopic_Thymic_Tissue,cyto,Cytopathology,Cyto_Head_Neck,abpath,Ectopic Thymic Tissue cytology,cyto::ectopic_thymic_tissue,0,
Cyto_Head_Neck::Benign::Ectopic_Thyroid_Tissue,Ectopic_Thyroid_Tissue,cyto,Cytopathology,Cyto_Head_Neck,abpath,Ectopic Thyroid Tissue cytology,cyto::ectopic_thyroid_tissue,0,
Cyto_Head_Neck::Benign::Fibromatosis_Colli,Fibromatosis_Colli,cyto,Cytopathology,Cyto_Head_Neck,abpath,Fibromatosis Colli cytology,cyto::fibromatosis_colli,0,
Cyto_Head_Neck::Benign::Nerve_Sheath_Tumor,Nerve_Sheath_Tumor,cyto,Cytopathology,Cyto_Head_Neck,abpath,Nerve Sheath Tumor cytology,cyto::nerve_sheath_tumor,0,
Cyto_Head_Neck::Benign::Nodular_Fasciitis_Head_Neck,Nodular_Fasciitis_Head_Neck,cyto,Cytopathology,Cyto_Head_Neck,abpath,Nodular Fasciitis Head Neck cytology,cyto::nodular_fasciitis_head_neck,0,
Cyto_Head_Neck::Benign::Normal_Head_Neck_Cytology,Normal_Head_Neck_Cytology,cyto,Cytopathology,Cyto_Head_Neck,abpath,Normal Head Neck Cytology,cyto::normal_head_neck_cytology,0,
Cyto_Head_Neck::Benign::Parathyroid_Cyst,Parathyroid_Cyst,cyto,Cytopathology,Cyto_Head_Neck,abpath,Parathyroid Cyst cytology,cyto::parathyroid_cyst,1,Cyto_Thyroid::Parathyroid::Parathyroid_Cyst
Cyto_Head_Neck::Benign::Thyroglossal_Duct_Cyst,Thyroglossal_Duct_Cyst,cyto,Cytopathology,Cyto_Head_Neck,abpath,Thyroglossal Duct Cyst cytology,cyto::thyroglossal_duct_cyst,1,Cyto_Thyroid::Benign_Reactive::Thyroglossal_Duct_Cyst
Cyto_Head_Neck::Infectious::Actinomycosis,Actinomycosis,cyto,Cytopathology,Cyto_Head_Neck,abpath,Actinomycosis cytology,cyto::actinomycosis,0,
Cyto_Head_Neck::Infectious::Candidiasis,Candidiasis,cyto,Cytopathology,Cyto_Head_Neck,abpath,Candidiasis cytology,cyto::candidiasis,0,
Cyto_Head_Neck::Malignant::Malignant_Salivary_Gland_Neoplasm,Malignant_Salivary_Gland_Neoplasm,cyto,Cytopathology,Cyto_Head_Neck,abpath,Malignant Salivary Gland Neoplasm cytology,cyto::malignant_salivary_gland_neoplasm,0,
Cyto_Head_Neck::Malignant::Metastatic_Carcinoma,Metastatic_Carcinoma,cyto,Cytopathology,Cyto_Head_Neck,abpath,Metastatic Carcinoma cytology,cyto::metastatic_carcinoma,1,Cyto_Soft_Tissue::Malignant::Metastatic_Carcinoma
Cyto_Head_Neck::Malignant::Metastatic_Sarcoma,Metastatic_Sarcoma,cyto,Cytopathology,Cyto_Head_Neck,abpath,Metastatic Sarcoma cytology,cyto::metastatic_sarcoma,0,
Cyto_Head_Neck::Malignant::Metastatic_Thyroid_Carcinoma,Metastatic_Thyroid_Carcinoma,cyto,Cytopathology,Cyto_Head_Neck,abpath,Metastatic Thyroid Carcinoma cytology,cyto::metastatic_thyroid_carcinoma,0,
Cyto_Head_Neck::Malignant::Nasopharyngeal_Carcinoma,Nasopharyngeal_Carcinoma,cyto,Cytopathology,Cyto_Head_Neck,abpath,Nasopharyngeal Carcinoma cytology,cyto::nasopharyngeal_carcinoma,0,
Cyto_Head_Neck::Malignant::Olfactory_Neuroblastoma,Olfactory_Neuroblastoma,cyto,Cytopathology,Cyto_Head_Neck,abpath,Olfactory Neuroblastoma cytology,cyto::olfactory_neuroblastoma,0,
Cyto_Head_Neck::Malignant::Squamous_Cell_Carcinoma_Non_HPV,Squamous_Cell_Carcinoma_Non_HPV,cyto,Cytopathology,Cyto_Head_Neck,abpath,Squamous Cell Carcinoma Non HPV cytology,cyto::squamous_cell_carcinoma_non_hpv,0,
Cyto_Head_Neck::Malignant::Thyroglossal_Duct_Carcinoma,Thyroglossal_Duct_Carcinoma,cyto,Cytopathology,Cyto_Head_Neck,abpath,Thyroglossal Duct Carcinoma cytology,cyto::thyroglossal_duct_carcinoma,0,
Cyto_Heme::Atypical::Atypical_Category_Definition_And_Criteria,Atypical_Category_Definition_And_Criteria,cyto,Cytopathology,Cyto_Heme,who,Atypical Category Definition And Criteria cytology,cyto::atypical_category_definition_and_criteria,2,Cyto_Pancreatobiliary::Atypical::Atypical_Category_Definition_And_Criteria|Cyto_Thoracic::Atypical::Atypical_Category_Definition_And_Criteria
Cyto_Heme::Benign::Benign_Category_Definition_And_Criteria,Benign_Category_Definition_And_Criteria,cyto,Cytopathology,Cyto_Heme,who,Benign Category Definition And Criteria cytology,cyto::benign_category_definition_and_criteria,3,Cyto_Pancreatobiliary::Benign::Benign_Category_Definition_And_Criteria|Cyto_Soft_Tissue::Benign::Benign_Category_Definition_And_Criteria|Cyto_Thoracic::Benign::Benign_Category_Definition_And_Criteria
Cyto_Heme::Benign::Normal_Bone_Marrow_Cytology,Normal_Bone_Marrow_Cytology,cyto,Cytopathology,Cyto_Heme,abpath,Normal Bone Marrow Cytology,cyto::normal_bone_marrow_cytology,0,
Cyto_Heme::Benign::Normal_Lymph_Node_Cytology,Normal_Lymph_Node_Cytology,cyto,Cytopathology,Cyto_Heme,abpath,Normal Lymph Node Cytology,cyto::normal_lymph_node_cytology,0,
Cyto_Heme::Benign::Normal_Spleen_Cytology,Normal_Spleen_Cytology,cyto,Cytopathology,Cyto_Heme,abpath,Normal Spleen Cytology,cyto::normal_spleen_cytology,0,
Cyto_Heme::Benign::Normal_Thymus_Cytology,Normal_Thymus_Cytology,cyto,Cytopathology,Cyto_Heme,abpath,Normal Thymus Cytology,cyto::normal_thymus_cytology,0,
Cyto_Heme::Benign::Reactive::Immunoblastic_Reactions,Immunoblastic_Reactions,cyto,Cytopathology,Cyto_Heme,who,Immunoblastic Reactions cytology,cyto::immunoblastic_reactions,0,
Cyto_Heme::Benign::Splenic::Vascular_Lesions,Vascular_Lesions,cyto,Cytopathology,Cyto_Heme,who,Vascular Lesions cytology,cyto::vascular_lesions,0,
Cyto_Heme::Benign::Splenic_Lesion_NOS,Splenic_Lesion_NOS,cyto,Cytopathology,Cyto_Heme,abpath,Splenic Lesion NOS cytology,cyto::splenic_lesion_nos,0,
Cyto_Heme::Benign::Vascular_Lesion_NOS,Vascular_Lesion_NOS,cyto,Cytopathology,Cyto_Heme,abpath,Vascular Lesion NOS cytology,cyto::vascular_lesion_nos,0,
Cyto_Heme::Benign_Reactive::General::Acute_Suppurative_Lymphadenitis,Acute_Suppurative_Lymphadenitis,cyto,Cytopathology,Cyto_Heme,abpath,Acute Suppurative Lymphadenitis cytology,cyto::acute_suppurative_lymphadenitis,0,
Cyto_Heme::Benign_Reactive::General::Dermatopathic_Lymphadenitis,Dermatopathic_Lymphadenitis,cyto,Cytopathology,Cyto_Heme,abpath,Dermatopathic Lymphadenitis cytology,cyto::dermatopathic_lymphadenitis,0,
Cyto_Heme::Benign_Reactive::General::Drug_Associated_Lymphadenopathy,Drug_Associated_Lymphadenopathy,cyto,Cytopathology,Cyto_Heme,abpath,Drug Associated Lymphadenopathy cytology,cyto::drug_associated_lymphadenopathy,0,
Cyto_Heme::Benign_Reactive::General::Granulomatous_Lymphadenitis_NOS,Granulomatous_Lymphadenitis_NOS,cyto,Cytopathology,Cyto_Heme,abpath,Granulomatous Lymphadenitis NOS cytology,cyto::granulomatous_lymphadenitis_nos,0,
Cyto_Heme::Benign_Reactive::General::Immunoblastic_Reaction,Immunoblastic_Reaction,cyto,Cytopathology,Cyto_Heme,abpath,Immunoblastic Reaction cytology,cyto::immunoblastic_reaction,0,
Cyto_Heme::Benign_Reactive::General::Prominent_Histiocytosis,Prominent_Histiocytosis,cyto,Cytopathology,Cyto_Heme,abpath,Prominent Histiocytosis cytology,cyto::prominent_histiocytosis,1,Cyto_Heme::Benign::Reactive::Prominent_Histiocytosis
Cyto_Heme::Benign_Reactive::General::Prominent_Plasmacytosis,Prominent_Plasmacytosis,cyto,Cytopathology,Cyto_Heme,abpath,Prominent Plasmacytosis cytology,cyto::prominent_plasmacytosis,1,Cyto_Heme::Benign::Reactive::Prominent_Plasmacytosis
Cyto_Heme::Benign_Reactive::General::Reactive_Lymphoid_Hyperplasia_Follicular,Reactive_Lymphoid_Hyperplasia_Follicular,cyto,Cytopathology,Cyto_Heme,abpath,Reactive Lymphoid Hyperplasia Follicular cytology,cyto::reactive_lymphoid_hyperplasia_follicular,0,
Cyto_Heme::Benign_Reactive::General::Reactive_Lymphoid_Hyperplasia_Paracortical,Reactive_Lymphoid_Hyperplasia_Paracortical,cyto,Cytopathology,Cyto_Heme,abpath,Reactive Lymphoid Hyperplasia Paracortical cytology,cyto::reactive_lymphoid_hyperplasia_paracortical,0,
Cyto_Heme::Benign_Reactive::General::Silicone_Lymphadenitis,Silicone_Lymphadenitis,cyto,Cytopathology,Cyto_Heme,abpath,Silicone Lymphadenitis cytology,cyto::silicone_lymphadenitis,0,
Cyto_Heme::Benign_Reactive::Infectious::Bartonella_Cat_Scratch_Disease,Bartonella_Cat_Scratch_Disease,cyto,Cytopathology,Cyto_Heme,abpath,Bartonella Cat Scratch Disease cytology,cyto::bartonella_cat_scratch_disease,0,
Cyto_Heme::Benign_Reactive::Infectious::Brucellosis,Brucellosis,cyto,Cytopathology,Cyto_Heme,abpath,Brucellosis cytology,cyto::brucellosis,0,
Cyto_Heme::Benign_Reactive::Infectious::Fungal_Coccidioides,Fungal_Coccidioides,cyto,Cytopathology,Cyto_Heme,abpath,Fungal Coccidioides cytology,cyto::fungal_coccidioides,0,
Cyto_Heme::Benign_Reactive::Infectious::Fungal_Cryptococcus,Fungal_Cryptococcus,cyto,Cytopathology,Cyto_Heme,abpath,Fungal Cryptococcus cytology,cyto::fungal_cryptococcus,0,
Cyto_Heme::Benign_Reactive::Infectious::Fungal_Histoplasma,Fungal_Histoplasma,cyto,Cytopathology,Cyto_Heme,abpath,Fungal Histoplasma cytology,cyto::fungal_histoplasma,0,
Cyto_Heme::Benign_Reactive::Infectious::Mycobacterium_Atypical_MAI,Mycobacterium_Atypical_MAI,cyto,Cytopathology,Cyto_Heme,abpath,Mycobacterium Atypical MAI cytology,cyto::mycobacterium_atypical_mai,0,
Cyto_Heme::Benign_Reactive::Infectious::Mycobacterium_Leprae_Leprosy,Mycobacterium_Leprae_Leprosy,cyto,Cytopathology,Cyto_Heme,abpath,Mycobacterium Leprae Leprosy cytology,cyto::mycobacterium_leprae_leprosy,0,
Cyto_Heme::Benign_Reactive::Infectious::Parasitic_Filariasis,Parasitic_Filariasis,cyto,Cytopathology,Cyto_Heme,abpath,Parasitic Filariasis cytology,cyto::parasitic_filariasis,0,
Cyto_Heme::Benign_Reactive::Infectious::Parasitic_Leishmaniasis,Parasitic_Leishmaniasis,cyto,Cytopathology,Cyto_Heme,abpath,Parasitic Leishmaniasis cytology,cyto::parasitic_leishmaniasis,0,
Cyto_Heme::Benign_Reactive::Infectious::Parasitic_Toxoplasmosis,Parasitic_Toxoplasmosis,cyto,Cytopathology,Cyto_Heme,abpath,Parasitic Toxoplasmosis cytology,cyto::parasitic_toxoplasmosis,0,
Cyto_Heme::Benign_Reactive::Infectious::Viral_Cytomegalovirus_CMV,Viral_Cytomegalovirus_CMV,cyto,Cytopathology,Cyto_Heme,abpath,Viral Cytomegalovirus CMV cytology,cyto::viral_cytomegalovirus_cmv,0,
Cyto_Heme::Benign_Reactive::Infectious::Viral_HIV_Associated_Lymphadenopathy,Viral_HIV_Associated_Lymphadenopathy,cyto,Cytopathology,Cyto_Heme,abpath,Viral HIV Associated Lymphadenopathy cytology,cyto::viral_hiv_associated_lymphadenopathy,0,
Cyto_Heme::Benign_Reactive::Infectious::Viral_Herpes_Simplex_Virus_HSV,Viral_Herpes_Simplex_Virus_HSV,cyto,Cytopathology,Cyto_Heme,abpath,Viral Herpes Simplex Virus HSV cytology,cyto::viral_herpes_simplex_virus_hsv,0,
Cyto_Heme::Benign_Reactive::Infectious::Viral_Infectious_Mononucleosis_EBV,Viral_Infectious_Mononucleosis_EBV,cyto,Cytopathology,Cyto_Heme,abpath,Viral Infectious Mononucleosis EBV cytology,cyto::viral_infectious_mononucleosis_ebv,0,
Cyto_Heme::Benign_Reactive::Specific::Castleman_Disease_Hyaline_Vascular,Castleman_Disease_Hyaline_Vascular,cyto,Cytopathology,Cyto_Heme,abpath,Castleman Disease Hyaline Vascular cytology,cyto::castleman_disease_hyaline_vascular,0,
Cyto_Heme::Benign_Reactive::Specific::Castleman_Disease_Plasma_Cell,Castleman_Disease_Plasma_Cell,cyto,Cytopathology,Cyto_Heme,abpath,Castleman Disease Plasma Cell cytology,cyto::castleman_disease_plasma_cell,0,
Cyto_Heme::Benign_Reactive::Specific::Kikuchi_Lymphadenitis,Kikuchi_Lymphadenitis,cyto,Cytopathology,Cyto_Heme,abpath,Kikuchi Lymphadenitis cytology,cyto::kikuchi_lymphadenitis,0,
Cyto_Heme::Benign_Reactive::Specific::Kimura_Disease,Kimura_Disease,cyto,Cytopathology,Cyto_Heme,abpath,Kimura Disease cytology,cyto::kimura_disease,0,
Cyto_Heme::Benign_Reactive::Specific::Progressive_Transformation_Germinal_Centers_PTGC,Progressive_Transformation_Germinal_Centers_PTGC,cyto,Cytopathology,Cyto_Heme,abpath,Progressive Transformation Germinal Centers PTGC cytology,cyto::progressive_transformation_germinal_centers_ptgc,0,
Cyto_Heme::Benign_Reactive::Specific::Rheumatoid_Lymphadenopathy,Rheumatoid_Lymphadenopathy,cyto,Cytopathology,Cyto_Heme,abpath,Rheumatoid Lymphadenopathy cytology,cyto::rheumatoid_lymphadenopathy,0,
Cyto_Heme::Benign_Reactive::Specific::Rosai_Dorfman_Disease,Rosai_Dorfman_Disease,cyto,Cytopathology,Cyto_Heme,abpath,Rosai Dorfman Disease cytology,cyto::rosai_dorfman_disease,1,Cyto_Thyroid::Other::Rosai_Dorfman_Disease
Cyto_Heme::Benign_Reactive::Specific::Sarcoidosis,Sarcoidosis,cyto,Cytopathology,Cyto_Heme,abpath,Sarcoidosis cytology,cyto::sarcoidosis,0,
Cyto_Heme::Benign_Reactive::Specific::Systemic_Lupus_Erythematosus_Lymphadenitis,Systemic_Lupus_Erythematosus_Lymphadenitis,cyto,Cytopathology,Cyto_Heme,abpath,Systemic Lupus Erythematosus Lymphadenitis cytology,cyto::systemic_lupus_erythematosus_lymphadenitis,0,
Cyto_Heme::Insufficient::Insufficient_Category_Definition_And_Criteria,Insufficient_Category_Definition_And_Criteria,cyto,Cytopathology,Cyto_Heme,who,Insufficient Category Definition And Criteria cytology,cyto::insufficient_category_definition_and_criteria,2,Cyto_Pancreatobiliary::Insufficient::Insufficient_Category_Definition_And_Criteria|Cyto_Thoracic::Insufficient::Insufficient_Category_Definition_And_Criteria
Cyto_Heme::Malignant::B_Cell_Large::Burkitt_Lymphoma,Burkitt_Lymphoma,cyto,Cytopathology,Cyto_Heme,abpath,Burkitt Lymphoma cytology,cyto::burkitt_lymphoma,1,Cyto_Heme::Malignant::Large::Burkitt_Lymphoma
Cyto_Heme::Malignant::B_Cell_Large::Diffuse_Large_B_Cell_Lymphoma_DLBCL,Diffuse_Large_B_Cell_Lymphoma_DLBCL,cyto,Cytopathology,Cyto_Heme,abpath,Diffuse Large B Cell Lymphoma DLBCL cytology,cyto::diffuse_large_b_cell_lymphoma_dlbcl,0,
Cyto_Heme::Malignant::B_Cell_Large::High_Grade_B_Cell_Lymphoma_Double_Hit,High_Grade_B_Cell_Lymphoma_Double_Hit,cyto,Cytopathology,Cyto_Heme,abpath,High Grade B Cell Lymphoma Double Hit cytology,cyto::high_grade_b_cell_lymphoma_double_hit,0,
Cyto_Heme::Malignant::B_Cell_Large::High_Grade_B_Cell_Lymphoma_NOS,High_Grade_B_Cell_Lymphoma_NOS,cyto,Cytopathology,Cyto_Heme,abpath,High Grade B Cell Lymphoma NOS cytology,cyto::high_grade_b_cell_lymphoma_nos,0,
Cyto_Heme::Malignant::B_Cell_Large::Lymphomatoid_Granulomatosis,Lymphomatoid_Granulomatosis,cyto,Cytopathology,Cyto_Heme,abpath,Lymphomatoid Granulomatosis cytology,cyto::lymphomatoid_granulomatosis,2,Cyto_Heme::Malignant::Hodgkin::Lymphomatoid_Granulomatosis|Cyto_Thoracic::Malignant::Lymphoid::Lymphomatoid_Granulomatosis
Cyto_Heme::Malignant::B_Cell_Large::Plasmablastic_Lymphoma,Plasmablastic_Lymphoma,cyto,Cytopathology,Cyto_Heme,abpath,Plasmablastic Lymphoma cytology,cyto::plasmablastic_lymphoma,0,
Cyto_Heme::Malignant::B_Cell_Large::Posttransplant_Lymphoproliferative_Disorder_PTLD,Posttransplant_Lymphoproliferative_Disorder_PTLD,cyto,Cytopathology,Cyto_Heme,abpath,Posttransplant Lymphoproliferative Disorder PTLD cytology,cyto::posttransplant_lymphoproliferative_disorder_ptld,0,
Cyto_Heme::Malignant::B_Cell_Large::Primary_Mediastinal_Large_B_Cell_Lymphoma,Primary_Mediastinal_Large_B_Cell_Lymphoma,cyto,Cytopathology,Cyto_Heme,abpath,Primary Mediastinal Large B Cell Lymphoma cytology,cyto::primary_mediastinal_large_b_cell_lymphoma,1,Cyto_Mediastinum::Malignant::Lymphoid::Primary_Mediastinal_Large_B_Cell_Lymphoma
Cyto_Heme::Malignant::B_Cell_Large::T_Cell_Histiocyte_Rich_Large_B_Cell_Lymphoma,T_Cell_Histiocyte_Rich_Large_B_Cell_Lymphoma,cyto,Cytopathology,Cyto_Heme,abpath,T Cell Histiocyte Rich Large B Cell Lymphoma cytology,cyto::t_cell_histiocyte_rich_large_b_cell_lymphoma,1,Cyto_Heme::Malignant::Hodgkin::T_Cell_Histiocyte_Rich_Large_B_Cell_Lymphoma
Cyto_Heme::Malignant::B_Cell_Small::CLL_SLL_Chronic_Lymphocytic_Leukemia,CLL_SLL_Chronic_Lymphocytic_Leukemia,cyto,Cytopathology,Cyto_Heme,abpath,CLL SLL Chronic Lymphocytic Leukemia cytology,cyto::cll_sll_chronic_lymphocytic_leukemia,0,
Cyto_Heme::Malignant::B_Cell_Small::Follicular_Lymphoma_Low_Grade,Follicular_Lymphoma_Low_Grade,cyto,Cytopathology,Cyto_Heme,abpath,Follicular Lymphoma Low Grade cytology,cyto::follicular_lymphoma_low_grade,0,
Cyto_Heme::Malignant::B_Cell_Small::Lymphoplasmacytic_Lymphoma_Waldenstrom,Lymphoplasmacytic_Lymphoma_Waldenstrom,cyto,Cytopathology,Cyto_Heme,abpath,Lymphoplasmacytic Lymphoma Waldenstrom cytology,cyto::lymphoplasmacytic_lymphoma_waldenstrom,0,
Cyto_Heme::Malignant::B_Cell_Small::Mantle_Cell_Lymphoma_Blastoid,Mantle_Cell_Lymphoma_Blastoid,cyto,Cytopathology,Cyto_Heme,abpath,Mantle Cell Lymphoma Blastoid cytology,cyto::mantle_cell_lymphoma_blastoid,0,
Cyto_Heme::Malignant::B_Cell_Small::Mantle_Cell_Lymphoma_Classic,Mantle_Cell_Lymphoma_Classic,cyto,Cytopathology,Cyto_Heme,abpath,Mantle Cell Lymphoma Classic cytology,cyto::mantle_cell_lymphoma_classic,0,
Cyto_Heme::Malignant::B_Cell_Small::Marginal_Zone_Lymphoma_MALT,Marginal_Zone_Lymphoma_MALT,cyto,Cytopathology,Cyto_Heme,abpath,Marginal Zone Lymphoma MALT cytology,cyto::marginal_zone_lymphoma_malt,0,
Cyto_Heme::Malignant::B_Cell_Small::Marginal_Zone_Lymphoma_Splenic,Marginal_Zone_Lymphoma_Splenic,cyto,Cytopathology,Cyto_Heme,abpath,Marginal Zone Lymphoma Splenic cytology,cyto::marginal_zone_lymphoma_splenic,0,
Cyto_Heme::Malignant::Histiocytic_Dendritic::Blastic_Plasmacytoid_Dendritic_Cell_Neoplasm,Blastic_Plasmacytoid_Dendritic_Cell_Neoplasm,cyto,Cytopathology,Cyto_Heme,abpath,Blastic Plasmacytoid Dendritic Cell Neoplasm cytology,cyto::blastic_plasmacytoid_dendritic_cell_neoplasm,0,
Cyto_Heme::Malignant::Histiocytic_Dendritic::Follicular_Dendritic_Cell_Sarcoma,Follicular_Dendritic_Cell_Sarcoma,cyto,Cytopathology,Cyto_Heme,abpath,Follicular Dendritic Cell Sarcoma cytology,cyto::follicular_dendritic_cell_sarcoma,1,Cyto_Heme::Malignant::Histiocytic::Follicular_Dendritic_Cell_Sarcoma
Cyto_Heme::Malignant::Histiocytic_Dendritic::Histiocytic_Sarcoma,Histiocytic_Sarcoma,cyto,Cytopathology,Cyto_Heme,abpath,Histiocytic Sarcoma cytology,cyto::histiocytic_sarcoma,1,Cyto_Heme::Malignant::Histiocytic::Histiocytic_Sarcoma
Cyto_Heme::Malignant::Histiocytic_Dendritic::Interdigitating_Dendritic_Cell_Sarcoma,Interdigitating_Dendritic_Cell_Sarcoma,cyto,Cytopathology,Cyto_Heme,abpath,Interdigitating Dendritic Cell Sarcoma cytology,cyto::interdigitating_dendritic_cell_sarcoma,1,Cyto_Heme::Malignant::Histiocytic::Interdigitating_Dendritic_Cell_Sarcoma
Cyto_Heme::Malignant::Histiocytic_Dendritic::Langerhans_Cell_Histiocytosis_LCH,Langerhans_Cell_Histiocytosis_LCH,cyto,Cytopathology,Cyto_Heme,abpath,Langerhans Cell Histiocytosis LCH cytology,cyto::langerhans_cell_histiocytosis_lch,1,Cyto_Thoracic::Benign_Reactive::Inflammatory::Langerhans_Cell_Histiocytosis_LCH
Cyto_Heme::Malignant::Histiocytic_Dendritic::Langerhans_Cell_Sarcoma,Langerhans_Cell_Sarcoma,cyto,Cytopathology,Cyto_Heme,abpath,Langerhans Cell Sarcoma cytology,cyto::langerhans_cell_sarcoma,0,
Cyto_Heme::Malignant::Hodgkin::Classic_Hodgkin_Lymphoma,Classic_Hodgkin_Lymphoma,cyto,Cytopathology,Cyto_Heme,both,Classic Hodgkin Lymphoma cytology,cyto::classic_hodgkin_lymphoma,0,
Cyto_Heme::Malignant::Hodgkin::Nodular_Lymphocyte_Predominant_HL,Nodular_Lymphocyte_Predominant_HL,cyto,Cytopathology,Cyto_Heme,both,Nodular Lymphocyte Predominant HL cytology,cyto::nodular_lymphocyte_predominant_hl,0,
Cyto_Heme::Malignant::Large::Anaplastic_Large_Cell_Lymphoma,Anaplastic_Large_Cell_Lymphoma,cyto,Cytopathology,Cyto_Heme,who,Anaplastic Large Cell Lymphoma cytology,cyto::anaplastic_large_cell_lymphoma,0,
