canonical_tag,display_label,root_id,root_label,subcategory_label,provenance,study_query,dedupe_key,merged_alias_count,merged_alias_tags
GYN::Vulva::Glandular_Cysts::Other_Adenocarcinoma::Paget_Disease,Paget_Disease,gyn,GYN,Vulva,who,Paget Disease,gyn::paget_disease,0,
GYN::Vulva::Infectious::Bacterial::Chancroid,Chancroid,gyn,GYN,Vulva,abpath,Chancroid,gyn::chancroid,0,
GYN::Vulva::Infectious::Bacterial::Syphilis,Syphilis,gyn,GYN,Vulva,abpath,Syphilis,gyn::syphilis,0,
GYN::Vulva::Infectious::Fungal::Candidiasis,Candidiasis,gyn,GYN,Vulva,abpath,Candidiasis,gyn::candidiasis,0,
GYN::Vulva::Infectious::Fungal::Dermatophytosis,Dermatophytosis,gyn,GYN,Vulva,abpath,Dermatophytosis,gyn::dermatophytosis,0,
GYN::Vulva::Infectious::Parasitic::Scabetic_Infestations,Scabetic_Infestations,gyn,GYN,Vulva,abpath,Scabetic Infestations,gyn::scabetic_infestations,0,
GYN::Vulva::Infectious::Viral::Herpes_Simplex_Virus,Herpes_Simplex_Virus,gyn,GYN,Vulva,abpath,Herpes Simplex Virus,gyn::herpes_simplex_virus,0,
GYN::Vulva::Infectious::Viral::Molluscum_Contagiosum,Molluscum_Contagiosum,gyn,GYN,Vulva,abpath,Molluscum Contagiosum,gyn::molluscum_contagiosum,0,
GYN::Vulva::Inflammatory::Acute::Hidradenitis_Suppurativa,Hidradenitis_Suppurativa,gyn,GYN,Vulva,abpath,Hidradenitis Suppurativa,gyn::hidradenitis_suppurativa,0,
GYN::Vulva::Inflammatory::Bullous::Bullous_Pemphigoid,Bullous_Pemphigoid,gyn,GYN,Vulva,abpath,Bullous Pemphigoid,gyn::bullous_pemphigoid,0,
GYN::Vulva::Inflammatory::Bullous::Linear_IgA_Disease,Linear_IgA_Disease,gyn,GYN,Vulva,abpath,Linear IgA Disease,gyn::linear_iga_disease,0,
GYN::Vulva::Inflammatory::Bullous::Mucous_Membrane_Pemphigoid,Mucous_Membrane_Pemphigoid,gyn,GYN,Vulva,abpath,Mucous Membrane Pemphigoid,gyn::mucous_membrane_pemphigoid,0,
GYN::Vulva::Inflammatory::Bullous::Pemphigoid_Gestationis,Pemphigoid_Gestationis,gyn,GYN,Vulva,abpath,Pemphigoid Gestationis,gyn::pemphigoid_gestationis,0,
GYN::Vulva::Inflammatory::Bullous::Pemphigus,Pemphigus,gyn,GYN,Vulva,abpath,Pemphigus,gyn::pemphigus,0,
GYN::Vulva::Inflammatory::Dermatosis::Allergic_Contact_Dermatitis,Allergic_Contact_Dermatitis,gyn,GYN,Vulva,abpath,Allergic Contact Dermatitis,gyn::allergic_contact_dermatitis,0,
GYN::Vulva::Inflammatory::Dermatosis::Epidermolytic_Acanthoma,Epidermolytic_Acanthoma,gyn,GYN,Vulva,abpath,Epidermolytic Acanthoma,gyn::epidermolytic_acanthoma,0,
GYN::Vulva::Inflammatory::Dermatosis::Erythema_Multiforme,Erythema_Multiforme,gyn,GYN,Vulva,abpath,Erythema Multiforme,gyn::erythema_multiforme,0,
GYN::Vulva::Inflammatory::Dermatosis::Fixed_Drug_Eruption,Fixed_Drug_Eruption,gyn,GYN,Vulva,abpath,Fixed Drug Eruption,gyn::fixed_drug_eruption,0,
GYN::Vulva::Inflammatory::Dermatosis::Lichen_Planus,Lichen_Planus,gyn,GYN,Vulva,abpath,Lichen Planus,gyn::lichen_planus,0,
GYN::Vulva::Inflammatory::Dermatosis::Lichen_Sclerosus,Lichen_Sclerosus,gyn,GYN,Vulva,abpath,Lichen Sclerosus,gyn::lichen_sclerosus,0,
GYN::Vulva::Inflammatory::Dermatosis::Lichen_Simplex_Chronicus,Lichen_Simplex_Chronicus,gyn,GYN,Vulva,abpath,Lichen Simplex Chronicus,gyn::lichen_simplex_chronicus,0,
GYN::Vulva::Inflammatory::Dermatosis::Papular_Acantholytic_Dermatosis,Papular_Acantholytic_Dermatosis,gyn,GYN,Vulva,abpath,Papular Acantholytic Dermatosis,gyn::papular_acantholytic_dermatosis,0,
GYN::Vulva::Inflammatory::Dermatosis::Psoriasis,Psoriasis,gyn,GYN,Vulva,abpath,Psoriasis,gyn::psoriasis,0,
GYN::Vulva::Inflammatory::Granulomatous::Crohn_Disease,Crohn_Disease,gyn,GYN,Vulva,abpath,Crohn Disease,gyn::crohn_disease,0,
GYN::Vulva::Inflammatory::Granulomatous::Foreign_Body_Granulomas,Foreign_Body_Granulomas,gyn,GYN,Vulva,abpath,Foreign Body Granulomas,gyn::foreign_body_granulomas,0,
GYN::Vulva::Inflammatory::Miscellaneous::Behcet_Disease,Behcet_Disease,gyn,GYN,Vulva,abpath,Behcet Disease,gyn::behcet_disease,0,
GYN::Vulva::Inflammatory::Miscellaneous::Plasmacytosis_Mucosae_Zoon,Plasmacytosis_Mucosae_Zoon,gyn,GYN,Vulva,abpath,Plasmacytosis Mucosae Zoon,gyn::plasmacytosis_mucosae_zoon,0,
GYN::Vulva::Inflammatory::Miscellaneous::Verruciform_Xanthoma,Verruciform_Xanthoma,gyn,GYN,Vulva,abpath,Verruciform Xanthoma,gyn::verruciform_xanthoma,0,
GYN::Vulva::Neoplastic::Epithelial::Benign::Eccrine_Spiradenoma,Eccrine_Spiradenoma,gyn,GYN,Vulva,abpath,Eccrine Spiradenoma,gyn::eccrine_spiradenoma,0,
GYN::Vulva::Neoplastic::Epithelial::Benign::Fibroadenoma,Fibroadenoma,gyn,GYN,Vulva,abpath,Fibroadenoma,gyn::fibroadenoma,1,GYN::Vulva::Glandular_Cysts::Mammary_Type::Fibroadenoma
GYN::Vulva::Neoplastic::Epithelial::Benign::Hidradenoma_Papilliferum,Hidradenoma_Papilliferum,gyn,GYN,Vulva,abpath,Hidradenoma Papilliferum,gyn::hidradenoma_papilliferum,0,
GYN::Vulva::Neoplastic::Epithelial::Benign::Sebaceous_Hyperplasia,Sebaceous_Hyperplasia,gyn,GYN,Vulva,abpath,Sebaceous Hyperplasia,gyn::sebaceous_hyperplasia,0,
GYN::Vulva::Neoplastic::Epithelial::Benign::Syringoma,Syringoma,gyn,GYN,Vulva,abpath,Syringoma,gyn::syringoma,0,
GYN::Vulva::Neoplastic::Epithelial::Benign::Trichoepithelioma,Trichoepithelioma,gyn,GYN,Vulva,abpath,Trichoepithelioma,gyn::trichoepithelioma,0,
GYN::Vulva::Neoplastic::Epithelial::Benign::Trichofolliculoma,Trichofolliculoma,gyn,GYN,Vulva,abpath,Trichofolliculoma,gyn::trichofolliculoma,0,
GYN::Vulva::Neoplastic::Epithelial::Malignant::Bartholin_Gland_Carcinoma,Bartholin_Gland_Carcinoma,gyn,GYN,Vulva,abpath,Bartholin Gland Carcinoma,gyn::bartholin_gland_carcinoma,0,
GYN::Vulva::Neoplastic::Epithelial::Malignant::Basal_Cell_Carcinoma,Basal_Cell_Carcinoma,gyn,GYN,Vulva,abpath,Basal Cell Carcinoma,gyn::basal_cell_carcinoma,0,
GYN::Vulva::Neoplastic::Epithelial::Malignant::Extramammary_Paget_Disease,Extramammary_Paget_Disease,gyn,GYN,Vulva,abpath,Extramammary Paget Disease,gyn::extramammary_paget_disease,0,
GYN::Vulva::Neoplastic::Epithelial::Malignant::Microcystic_Adnexal_Carcinoma,Microcystic_Adnexal_Carcinoma,gyn,GYN,Vulva,abpath,Microcystic Adnexal Carcinoma,gyn::microcystic_adnexal_carcinoma,0,
GYN::Vulva::Neoplastic::Epithelial::Malignant::Phyllodes_Tumor,Phyllodes_Tumor,gyn,GYN,Vulva,abpath,Phyllodes Tumor,gyn::phyllodes_tumor,1,GYN::Vulva::Glandular_Cysts::Mammary_Type::Phyllodes_Tumor
GYN::Vulva::Neoplastic::Epithelial::Malignant::Sebaceous_Carcinoma,Sebaceous_Carcinoma,gyn,GYN,Vulva,abpath,Sebaceous Carcinoma,gyn::sebaceous_carcinoma,0,
GYN::Vulva::Neoplastic::Epithelial::Precursor::Vulvar_Intraepithelial_Neoplasia_VIN,Vulvar_Intraepithelial_Neoplasia_VIN,gyn,GYN,Vulva,abpath,Vulvar Intraepithelial Neoplasia VIN,gyn::vulvar_intraepithelial_neoplasia_vin,0,
GYN::Vulva::Neoplastic::Melanocytic::Benign::Common_Melanocytic_Nevus,Common_Melanocytic_Nevus,gyn,GYN,Vulva,abpath,Common Melanocytic Nevus,gyn::common_melanocytic_nevus,0,
GYN::Vulva::Neoplastic::Melanocytic::Benign::Mucosal_Melanotic_Macule,Mucosal_Melanotic_Macule,gyn,GYN,Vulva,abpath,Mucosal Melanotic Macule,gyn::mucosal_melanotic_macule,0,
GYN::Vulva::Neoplastic::Melanocytic::Dysplastic::Atypical_Nevus_of_Genital_Tract,Atypical_Nevus_of_Genital_Tract,gyn,GYN,Vulva,abpath,Atypical Nevus of Genital Tract,gyn::atypical_nevus_of_genital_tract,0,
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Angiomyofibroblastoma,Angiomyofibroblastoma,gyn,GYN,Vulva,abpath,Angiomyofibroblastoma,gyn::angiomyofibroblastoma,1,GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Angiomyofibroblastoma
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Cellular_Angiofibroma,Cellular_Angiofibroma,gyn,GYN,Vulva,abpath,Cellular Angiofibroma,gyn::cellular_angiofibroma,1,GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Cellular_Angiofibroma
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Fibroepithelial_Stromal_Polyp,Fibroepithelial_Stromal_Polyp,gyn,GYN,Vulva,abpath,Fibroepithelial Stromal Polyp,gyn::fibroepithelial_stromal_polyp,1,GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Fibroepithelial_Stromal_Polyp
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Granular_Cell_Tumor,Granular_Cell_Tumor,gyn,GYN,Vulva,abpath,Granular Cell Tumor,gyn::granular_cell_tumor,1,GYN::Lower_Genital_Mesenchymal::PNS::Granular_Cell_Tumor
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Lipoblastoma_Like_Tumor,Lipoblastoma_Like_Tumor,gyn,GYN,Vulva,abpath,Lipoblastoma Like Tumor,gyn::lipoblastoma_like_tumor,0,
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Prepubertal_Vulval_Fibroma,Prepubertal_Vulval_Fibroma,gyn,GYN,Vulva,abpath,Prepubertal Vulval Fibroma,gyn::prepubertal_vulval_fibroma,0,
GYN::Vulva::Neoplastic::Mesenchymal::Benign::Superficial_Angiomyxoma,Superficial_Angiomyxoma,gyn,GYN,Vulva,abpath,Superficial Angiomyxoma,gyn::superficial_angiomyxoma,1,GYN::Lower_Genital_Mesenchymal::Uncertain_Differentiation::Superficial_Angiomyxoma
GYN::Vulva::Neoplastic::Mesenchymal::Intermediate::Deep_Aggressive_Angiomyxoma,Deep_Aggressive_Angiomyxoma,gyn,GYN,Vulva,abpath,Deep Aggressive Angiomyxoma,gyn::deep_aggressive_angiomyxoma,1,GYN::Lower_Genital_Mesenchymal::Uncertain_Differentiation::Deep_Aggressive_Angiomyxoma
GYN::Vulva::Neoplastic::Mesenchymal::Intermediate::Dermatofibrosarcoma_Protuberans,Dermatofibrosarcoma_Protuberans,gyn,GYN,Vulva,abpath,Dermatofibrosarcoma Protuberans,gyn::dermatofibrosarcoma_protuberans,1,GYN::Lower_Genital_Mesenchymal::Fibroblastic_Myofibroblastic::Dermatofibrosarcoma_Protuberans
GYN::Vulva::Neoplastic::Mesenchymal::Malignant::Epithelioid_Sarcoma,Epithelioid_Sarcoma,gyn,GYN,Vulva,abpath,Epithelioid Sarcoma,gyn::epithelioid_sarcoma,1,GYN::Lower_Genital_Mesenchymal::Uncertain_Differentiation::Epithelioid_Sarcoma
GYN::Vulva::Squamous_Tumors::Squamous_Cell_Carcinoma_HPV_associated_of_the_Vulva,Squamous_Cell_Carcinoma_HPV_associated_of_the_Vulva,gyn,GYN,Vulva,who,Squamous Cell Carcinoma HPV associated of the Vulva,gyn::squamous_cell_carcinoma_hpv_associated_of_the_vulva,0,
GYN::Vulva::Squamous_Tumors::Squamous_Cell_Carcinoma_HPV_independent_of_the_Vulva,Squamous_Cell_Carcinoma_HPV_independent_of_the_Vulva,gyn,GYN,Vulva,who,Squamous Cell Carcinoma HPV independent of the Vulva,gyn::squamous_cell_carcinoma_hpv_independent_of_the_vulva,0,
GYN::Vulva::Squamous_Tumors::Squamous_Intraepithelial_Lesions_HPV_associated_of_the_Vulva,Squamous_Intraepithelial_Lesions_HPV_associated_of_the_Vulva,gyn,GYN,Vulva,who,Squamous Intraepithelial Lesions HPV associated of the Vulva,gyn::squamous_intraepithelial_lesions_hpv_associated_of_the_vulva,0,
GYN::Vulva::Squamous_Tumors::Vulvar_Intraepithelial_Neoplasia_HPV_independent,Vulvar_Intraepithelial_Neoplasia_HPV_independent,gyn,GYN,Vulva,who,Vulvar Intraepithelial Neoplasia HPV independent,gyn::vulvar_intraepithelial_neoplasia_hpv_independent,0,
HN::Bone::Desmoplastic_Fibroma_of_Bone,Desmoplastic_Fibroma_of_Bone,hn,HN,Bone,who,Desmoplastic Fibroma of Bone,hn::desmoplastic_fibroma_of_bone,0,
HN::Bone::The_Chondrosarcoma_Family_of_Tumors,The_Chondrosarcoma_Family_of_Tumors,hn,HN,Bone,who,The Chondrosarcoma Family of Tumors,hn::the_chondrosarcoma_family_of_tumors,0,
HN::Ear::Exostosis_Osteoma_of_the_Ear,Exostosis_Osteoma_of_the_Ear,hn,HN,Ear,who,Exostosis Osteoma of the Ear,hn::exostosis_osteoma_of_the_ear,0,
HN::Ear::Squamous_Cell_Carcinoma_of_the_External_Auditory_Canal,Squamous_Cell_Carcinoma_of_the_External_Auditory_Canal,hn,HN,Ear,who,Squamous Cell Carcinoma of the External Auditory Canal,hn::squamous_cell_carcinoma_of_the_external_auditory_canal,0,
HN::Ear_Temporal_Bone::External_Auditory_Canal::Auricular_Pseudocyst,Auricular_Pseudocyst,hn,HN,Ear_Temporal_Bone,abpath,Auricular Pseudocyst,hn::auricular_pseudocyst,0,
HN::Ear_Temporal_Bone::External_Auditory_Canal::Ceruminous_Adenocarcinoma,Ceruminous_Adenocarcinoma,hn,HN,Ear_Temporal_Bone,abpath,Ceruminous Adenocarcinoma,hn::ceruminous_adenocarcinoma,0,
HN::Ear_Temporal_Bone::External_Auditory_Canal::Ceruminous_Adenoma,Ceruminous_Adenoma,hn,HN,Ear_Temporal_Bone,abpath,Ceruminous Adenoma,hn::ceruminous_adenoma,0,
HN::Ear_Temporal_Bone::External_Auditory_Canal::Chondrodermatitis_Nodularis_Chronica_Helicis,Chondrodermatitis_Nodularis_Chronica_Helicis,hn,HN,Ear_Temporal_Bone,abpath,Chondrodermatitis Nodularis Chronica Helicis,hn::chondrodermatitis_nodularis_chronica_helicis,1,HN::Ear::Chondrodermatitis_Nodularis_Chronica_Helicis
HN::Ear_Temporal_Bone::External_Auditory_Canal::Cystic_Chondromalacia,Cystic_Chondromalacia,hn,HN,Ear_Temporal_Bone,abpath,Cystic Chondromalacia,hn::cystic_chondromalacia,1,HN::Ear::Cystic_Chondromalacia
HN::Ear_Temporal_Bone::External_Auditory_Canal::Exostosis,Exostosis,hn,HN,Ear_Temporal_Bone,abpath,Exostosis,hn::exostosis,0,
HN::Ear_Temporal_Bone::External_Auditory_Canal::Keloid,Keloid,hn,HN,Ear_Temporal_Bone,abpath,Keloid,hn::keloid,0,
HN::Ear_Temporal_Bone::External_Auditory_Canal::Kimura_Disease,Kimura_Disease,hn,HN,Ear_Temporal_Bone,abpath,Kimura Disease,hn::kimura_disease,0,
HN::Ear_Temporal_Bone::External_Auditory_Canal::Squamous_Cell_Carcinoma,Squamous_Cell_Carcinoma,hn,HN,Ear_Temporal_Bone,abpath,Squamous Cell Carcinoma,hn::squamous_cell_carcinoma,2,HN::Salivary::Squamous_Cell_Carcinoma|HN::Salivary_Gland::Malignant_Tumor::Squamous_Cell_Carcinoma
HN::Ear_Temporal_Bone::Inflammatory::Infection,Infection,hn,HN,Ear_Temporal_Bone,abpath,Infection,hn::infection,4,HN::Larynx_Hypopharynx_Trachea::Inflammatory::Infection|HN::Oral_Cavity::Inflammatory::Infection|HN::Salivary_Gland::Inflammatory::Infection|HN::Sinonasal::Inflammatory::Infection
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Branchial_Cleft_Anomaly,Branchial_Cleft_Anomaly,hn,HN,Ear_Temporal_Bone,abpath,Branchial Cleft Anomaly,hn::branchial_cleft_anomaly,0,
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Cholesteatoma,Cholesteatoma,hn,HN,Ear_Temporal_Bone,abpath,Cholesteatoma,hn::cholesteatoma,1,HN::Ear::Cholesteatoma
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Endolymphatic_Sac_Tumor,Endolymphatic_Sac_Tumor,hn,HN,Ear_Temporal_Bone,abpath,Endolymphatic Sac Tumor,hn::endolymphatic_sac_tumor,1,HN::Ear::Endolymphatic_Sac_Tumor
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Middle_Ear_Adenocarcinoma,Middle_Ear_Adenocarcinoma,hn,HN,Ear_Temporal_Bone,abpath,Middle Ear Adenocarcinoma,hn::middle_ear_adenocarcinoma,1,HN::Ear::Middle_Ear_Adenocarcinoma
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Middle_Ear_Adenoma,Middle_Ear_Adenoma,hn,HN,Ear_Temporal_Bone,abpath,Middle Ear Adenoma,hn::middle_ear_adenoma,0,
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Middle_Ear_Neuroendocrine_Tumor,Middle_Ear_Neuroendocrine_Tumor,hn,HN,Ear_Temporal_Bone,abpath,Middle Ear Neuroendocrine Tumor,hn::middle_ear_neuroendocrine_tumor,1,HN::Ear::Middle_Ear_Neuroendocrine_Tumor
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Middle_Ear_Papilloma,Middle_Ear_Papilloma,hn,HN,Ear_Temporal_Bone,abpath,Middle Ear Papilloma,hn::middle_ear_papilloma,1,HN::Ear::Middle_Ear_Papilloma
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Middle_Ear_Squamous_Cell_Carcinoma,Middle_Ear_Squamous_Cell_Carcinoma,hn,HN,Ear_Temporal_Bone,abpath,Middle Ear Squamous Cell Carcinoma,hn::middle_ear_squamous_cell_carcinoma,1,HN::Ear::Middle_Ear_Squamous_Cell_Carcinoma
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Otic_Polyp,Otic_Polyp,hn,HN,Ear_Temporal_Bone,abpath,Otic Polyp,hn::otic_polyp,0,
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Otosclerosis,Otosclerosis,hn,HN,Ear_Temporal_Bone,abpath,Otosclerosis,hn::otosclerosis,1,HN::Ear::Otosclerosis
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Paraganglioma_Jugulotympanic,Paraganglioma_Jugulotympanic,hn,HN,Ear_Temporal_Bone,abpath,Paraganglioma Jugulotympanic,hn::paraganglioma_jugulotympanic,0,
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Vestibular_Schwannoma,Vestibular_Schwannoma,hn,HN,Ear_Temporal_Bone,abpath,Vestibular Schwannoma,hn::vestibular_schwannoma,1,HN::Ear::Vestibular_Schwannoma
HN::Eye_Adnexa::Benign_Neoplasm,Benign_Neoplasm,hn,HN,Eye_Adnexa,abpath,Benign Neoplasm,hn::benign_neoplasm,0,
HN::Eye_Adnexa::Malignant_Neoplasm,Malignant_Neoplasm,hn,HN,Eye_Adnexa,abpath,Malignant Neoplasm,hn::malignant_neoplasm,0,
HN::Eye_Adnexa::Non_Neoplastic,Non_Neoplastic,hn,HN,Eye_Adnexa,abpath,Non Neoplastic,hn::non_neoplastic,0,
HN::GENETICS::Familial_Adenomatous_Polyposis_Extraintestinal_Manifestations,Familial_Adenomatous_Polyposis_Extraintestinal_Manifestations,hn,HN,Genetics,who,Familial Adenomatous Polyposis Extraintestinal Manifestations,hn::familial_adenomatous_polyposis_extraintestinal_manifestations,0,
HN::GENETICS::Familial_Paraganglioma_Syndromes,Familial_Paraganglioma_Syndromes,hn,HN,Genetics,who,Familial Paraganglioma Syndromes,hn::familial_paraganglioma_syndromes,0,
HN::GENETICS::Nevoid_Basal_Cell_Carcinoma_Syndrome_Gorlin_Syndrome,Nevoid_Basal_Cell_Carcinoma_Syndrome_Gorlin_Syndrome,hn,HN,Genetics,who,Nevoid Basal Cell Carcinoma Syndrome Gorlin Syndrome,hn::nevoid_basal_cell_carcinoma_syndrome_gorlin_syndrome,0,
HN::Genetics::Ataxia_Telangiectasia,Ataxia_Telangiectasia,hn,HN,Genetics,both,Ataxia Telangiectasia,hn::ataxia_telangiectasia,0,
HN::Genetics::Bloom_Syndrome,Bloom_Syndrome,hn,HN,Genetics,both,Bloom Syndrome,hn::bloom_syndrome,0,
HN::Genetics::Brooke_Spiegler_Syndrome,Brooke_Spiegler_Syndrome,hn,HN,Genetics,abpath,Brooke Spiegler Syndrome,hn::brooke_spiegler_syndrome,0,
HN::Genetics::Cowden_Syndrome,Cowden_Syndrome,hn,HN,Genetics,both,Cowden Syndrome,hn::cowden_syndrome,0,
HN::Genetics::Dyskeratosis_Congenita,Dyskeratosis_Congenita,hn,HN,Genetics,both,Dyskeratosis Congenita,hn::dyskeratosis_congenita,0,
HN::Genetics::Familial_Adenomatous_Polyposis,Familial_Adenomatous_Polyposis,hn,HN,Genetics,abpath,Familial Adenomatous Polyposis,hn::familial_adenomatous_polyposis,0,
HN::Genetics::Familial_Paraganglioma_Syndrome,Familial_Paraganglioma_Syndrome,hn,HN,Genetics,abpath,Familial Paraganglioma Syndrome,hn::familial_paraganglioma_syndrome,0,
HN::Genetics::Fanconi_Anemia,Fanconi_Anemia,hn,HN,Genetics,both,Fanconi Anemia,hn::fanconi_anemia,0,
HN::Genetics::Gorlin_Syndrome,Gorlin_Syndrome,hn,HN,Genetics,abpath,Gorlin Syndrome,hn::gorlin_syndrome,0,
HN::Genetics::Hyperparathyroidism_Jaw_Tumor_Syndrome,Hyperparathyroidism_Jaw_Tumor_Syndrome,hn,HN,Genetics,abpath,Hyperparathyroidism Jaw Tumor Syndrome,hn::hyperparathyroidism_jaw_tumor_syndrome,0,
HN::Genetics::Li_Fraumeni_Syndrome,Li_Fraumeni_Syndrome,hn,HN,Genetics,both,Li Fraumeni Syndrome,hn::li_fraumeni_syndrome,0,
HN::Genetics::Multiple_Endocrine_Neoplasia_Type_2,Multiple_Endocrine_Neoplasia_Type_2,hn,HN,Genetics,both,Multiple Endocrine Neoplasia Type 2,hn::multiple_endocrine_neoplasia_type_2,0,
HN::Genetics::Neurofibromatosis_Type_1,Neurofibromatosis_Type_1,hn,HN,Genetics,abpath,Neurofibromatosis Type 1,hn::neurofibromatosis_type_1,0,
HN::Genetics::Nevoid_Basal_Cell_Carcinoma_Syndrome,Nevoid_Basal_Cell_Carcinoma_Syndrome,hn,HN,Genetics,abpath,Nevoid Basal Cell Carcinoma Syndrome,hn::nevoid_basal_cell_carcinoma_syndrome,0,
HN::Genetics::Tuberous_Sclerosis,Tuberous_Sclerosis,hn,HN,Genetics,both,Tuberous Sclerosis,hn::tuberous_sclerosis,0,
HN::Genetics::Von_Hippel_Lindau_Syndrome,Von_Hippel_Lindau_Syndrome,hn,HN,Genetics,abpath,Von Hippel Lindau Syndrome,hn::von_hippel_lindau_syndrome,0,
HN::Germ_Cell::Germ_Cell_Tumor,Germ_Cell_Tumor,hn,HN,Germ_Cell,abpath,Germ Cell Tumor,hn::germ_cell_tumor,0,
HN::Germ_Cell::Germ_Cell_Tumors_of_the_Head_and_Neck,Germ_Cell_Tumors_of_the_Head_and_Neck,hn,HN,Germ_Cell,who,Germ Cell Tumors of the Head and Neck,hn::germ_cell_tumors_of_the_head_and_neck,0,
HN::Heme::B_Cell::Burkitt_Lymphoma,Burkitt_Lymphoma,hn,HN,Heme,abpath,Burkitt Lymphoma,hn::burkitt_lymphoma,0,
HN::Heme::B_Cell::Diffuse_Large_B_Cell_Lymphoma,Diffuse_Large_B_Cell_Lymphoma,hn,HN,Heme,abpath,Diffuse Large B Cell Lymphoma,hn::diffuse_large_b_cell_lymphoma,1,HN::HEME::B_Cell_Lymphoma::Diffuse_Large_B_cell_Lymphoma
HN::Heme::B_Cell::Extranodal_Marginal_Zone_Lymphoma,Extranodal_Marginal_Zone_Lymphoma,hn,HN,Heme,abpath,Extranodal Marginal Zone Lymphoma,hn::extranodal_marginal_zone_lymphoma,0,
HN::Heme::B_Cell::Follicular_Lymphoma,Follicular_Lymphoma,hn,HN,Heme,abpath,Follicular Lymphoma,hn::follicular_lymphoma,1,HN::HEME::B_Cell_Lymphoma::Follicular_Lymphoma
HN::Heme::B_Cell::Large_B_Cell_Lymphoma_With_IRF4_Rearrangement,Large_B_Cell_Lymphoma_With_IRF4_Rearrangement,hn,HN,Heme,abpath,Large B Cell Lymphoma With IRF4 Rearrangement,hn::large_b_cell_lymphoma_with_irf4_rearrangement,1,HN::HEME::B_Cell_Lymphoma::Large_B_cell_Lymphoma_with_IRF4_Rearrangement
HN::Heme::B_Cell::Mantle_Cell_Lymphoma,Mantle_Cell_Lymphoma,hn,HN,Heme,abpath,Mantle Cell Lymphoma,hn::mantle_cell_lymphoma,1,HN::HEME::B_Cell_Lymphoma::Mantle_Cell_Lymphoma
HN::Heme::B_Cell::Pediatric_Type_Follicular_Lymphoma,Pediatric_Type_Follicular_Lymphoma,hn,HN,Heme,abpath,Pediatric Type Follicular Lymphoma,hn::pediatric_type_follicular_lymphoma,1,HN::HEME::B_Cell_Lymphoma::Pediatric_type_Follicular_Lymphoma
HN::Heme::B_Cell::Plasmablastic_Lymphoma,Plasmablastic_Lymphoma,hn,HN,Heme,abpath,Plasmablastic Lymphoma,hn::plasmablastic_lymphoma,1,HN::HEME::B_Cell_Lymphoma::Plasmablastic_Lymphoma
HN::Heme::B_Cell::Plasmacytoma,Plasmacytoma,hn,HN,Heme,abpath,Plasmacytoma,hn::plasmacytoma,1,HN::HEME::B_Cell_Lymphoma::Plasmacytoma
HN::Heme::Histiocytic_Dendritic::Erdheim_Chester_Disease,Erdheim_Chester_Disease,hn,HN,Heme,abpath,Erdheim Chester Disease,hn::erdheim_chester_disease,0,
HN::Heme::Histiocytic_Dendritic::Follicular_Dendritic_Cell_Sarcoma,Follicular_Dendritic_Cell_Sarcoma,hn,HN,Heme,both,Follicular Dendritic Cell Sarcoma,hn::follicular_dendritic_cell_sarcoma,0,
HN::Heme::Histiocytic_Dendritic::Juvenile_Xanthogranuloma,Juvenile_Xanthogranuloma,hn,HN,Heme,both,Juvenile Xanthogranuloma,hn::juvenile_xanthogranuloma,0,
HN::Heme::Histiocytic_Dendritic::Langerhans_Cell_Histiocytosis,Langerhans_Cell_Histiocytosis,hn,HN,Heme,both,Langerhans Cell Histiocytosis,hn::langerhans_cell_histiocytosis,0,
HN::Heme::Histiocytic_Dendritic::Rosai_Dorfman_Disease,Rosai_Dorfman_Disease,hn,HN,Heme,both,Rosai Dorfman Disease,hn::rosai_dorfman_disease,0,
HN::Heme::Hodgkin::Hodgkin_Lymphoma,Hodgkin_Lymphoma,hn,HN,Heme,abpath,Hodgkin Lymphoma,hn::hodgkin_lymphoma,1,HN::HEME::Hodgkin_Lymphoma::Hodgkin_Lymphoma
HN::Heme::Myeloid::Myeloid_Sarcoma,Myeloid_Sarcoma,hn,HN,Heme,abpath,Myeloid Sarcoma,hn::myeloid_sarcoma,1,HN::HEME::Myeloid_Tumor::Myeloid_Sarcoma
